issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,kitab,bab,fasal
,https://onlinefatawa.com/view_fatwa_unicode/31762,سلسل البول والے شخص کا حکم,"<p class=""text-justify urdu resizable"">پیشاب کے بعد مجھے پیشاب کے قطرے آتے ہیں بیس (2) منٹ تک ، اکثر فجر میں دس(10) منٹ پہلے اٹھ پاتا ہوں تو پیشاب روک کر جماعت کے ساتھ نماز پڑھوں یا پیشاب سے فارغ ہوکر نماز قضاء کرکے پڑھوں ؟ کبھی کبھی یہ مسئلہ باقی نمازوں میں بھی پیش آتا ہے۔</p>","<h5 class=""text-center amiri""> <strong> الجوابُ  حامِدا ًو مُصلیِّا ً   </strong></h5><p class=""text-justify urdu resizable""> اگر پیشاب کا تقاضا شدید نہ ہو تو سائل کو چاہیئے کہ پیشاب کرنے سے پہلے وضو کرکے نماز پڑھے ، تاہم اگر پیشاب کا تقاضا ایسا شدید ہو کہ نماز سے توجہ ہٹنے کا قوی اندیشہ ہو تو پہلے پیشاب کرے اور اطمینان کے بعد وضو کرکے نمازِ فجر ادا کرے۔ </p><h5 class=""text-center amiri""> <strong>  مأخَذُ الفَتوی   </strong></h5><p class=""text-justify hawala amiri resizable""> کما فی رد المحتار : تحت(قوله و صلاته مع مدافعة الأخبثين إلخ) أي البول و الغائط ، قال في الخزائن : سواء كان بعد شروعه أو قبله ، فإن شغله قطعها إن لم يخف فوت الوقت و إن أتمها أثم لما رواه أبو داود «لا يحل لأحد يؤمن بالله و اليوم الآخر أن يصلي و هو حاقن حتى يتخفف» أي مدافع البول و مثله الحاقب : أي مدافع الغائط و الحازق : أي مدافعهما و قيل مدافع الريح اهـ و ما ذكره من الإثم صرح به في شرح المنية و قال لأدائها مع الكراهة التحريمية ، بقي ما إذا خشي فوت الجماعة و لا يجد جماعة غيرها ، فهل يقطعها كما يقطعها إذا رأى على ثوبه نجاسة قدر الدرهم ليغسلها أو لا، كما إذا كانت النجاسة أقل من الدرهم  و الصواب الأول اھ (1/641)۔<br>
و فی الفتاوی الھندیة : ويكره التمطي وتغميض عينيه وأن يدخل في الصلاة وهو يدافع الأخبثين وإن شغله قطعها وكذا الريح وإن مضى عليها أجزأه وقد أساء ولو ضاق الوقت بحيث لو اشتغل بالوضوء يفوته يصلي؛ لأن الأداء مع الكراهة أولى من القضاء اھ (1/107)۔<br>
و فی البحر الرائق : و منھا أن یدخل فی الصلاۃ و قد أخذہ غائط أو بول وان کان الاھتمام یشغله یقطعھا و ان مضی علیھا أجزأہ و قد أساء (الیٰ قوله) حتیٰ لو ضاق الوقت لو اشتغل بالوضوء یفوته یصلی لأن الأداء مع الکراھیة أولیٰ من القضاء اھ (2/33)۔ </br></br></p><div class=""ftw-writer amiri"">
<div class=""row"">
<div class=""col-md-8 col-sm-8 col-lg-8""></div>
<div class=""col-md-4 col-sm-4 col-lg-4 text-center"">
<div class=""text-center"">واللہ تعالی اعلم بالصواب   <br/>  دار الافتاء جامعه بنوریه عالمیه  </div> <br/>
<a class=""text-center print-only"" href=""https://onlinefatawa.com/view_fatwa_unicode/31762""> فتوی  نمبر   31762کی تصدیق کریں  </a>
</div>
<div class=""col-md-1 col-sm-1""></div>
</div>
</div>",31762,binoria,طہارت و نجاست , پاکی و ناپاکی کے احکام , نجاسات اور پاکی
2017-10-17,https://onlinefatawa.com/view_fatwa_unicode/31765,سواری وغیرہ پر بیٹھ کر گھر سے نکلنے اور داخل ہونے میں سنت طریقہ کیا ہے,"<p class=""text-justify urdu resizable"">مسئلہ: صبح گھر سے نکلتے وقت سنت طریقہ کار کے مطابق بایاں پاؤں نکال کر جانا چاہیے اور دعا پڑھنی چاہیے ، جبکہ گھر میں داخل ہوتے وقت دایاں پاؤں اور دعا پڑھنی چاہیے؟مگر میں اکثر اوقات موٹر سائیکل پر سوار ہو کر گھر سے نکلتا ہوں ایسی صورت میں پاؤں زمین پر نہیں لگتے یا گھر میں داخل ہوتے وقت موٹر سائیکل ہی کے ساتھ اندر داخل ہوتا ہوں، مذکورہ سواری کو سامنے رکھتے ہوئے سنت کے مطابق گھر سے نکلنے اور داخل ہونے کا مکمل طریقہ کار تحریر فرما کر مشکور فرمائیں؟کیا نبی پاک ﷺ نے یا صحابہ کرام سواری کے ساتھ گھر سے باہر نکلے ہیں؟ ایسی کوئی حدیث یا واقعہ ملتا ہے؟ قرآن و مستند احادیث و فقہ کی روشنی میں فتویٰ سے راہنمائی فرمائیں۔</p>","<h5 class=""text-center amiri""> <strong> الجوابُ  حامِدا ًو مُصلیِّا ً   </strong></h5><p class=""text-justify urdu resizable""> گھرسے نکلتے اور داخل ہوتے وقت دایاں پیر پہلے کریں یا  بایاں پیر پہلے کریں دونوں درست ہیں، جبکہ موٹر سائیکل و غیرہ سواری پر سوار ہونے کی حالت میں نکلیں تو اسی حالت میں گھر سے نکلنے اور داخل ہونے کی دعا پڑھنی چاہیے اس سے سنت پوری ہوجائےگی۔ </p><h5 class=""text-center amiri""> <strong>  مأخَذُ الفَتوی   </strong></h5><p class=""text-justify hawala amiri resizable""> فی سنن ابن ماجۃ: عن أبی هريرة أن النبي صلى الله عليه و سلم كان إذا خرج من بيته قال ( بسم الله لاحول ولا قوة إلا بالله (ص:۲۷۷)۔<br>
و فیہ ایضًا: أن ابن عمر أن النبی -صلى الله عليه وسلم- كان إذا سافر فرکب راحلتہ کبر ثلاثا ثم قال (سبحان الذى سخر لنا هذا وما كنا له مقرنين وإنا إلى ربنا لمنقلبون) (۲/ ۱۸۲)۔ و اللہ أعلم بالصواب </br></p><div class=""ftw-writer amiri"">
<div class=""row"">
<div class=""col-md-8 col-sm-8 col-lg-8""></div>
<div class=""col-md-4 col-sm-4 col-lg-4 text-center"">
                                                            واللہ تعالی اعلم بالصواب  <br/><a href=""https://onlinefatawa.com/fatawa/writer_profile/329"">وقاص احمدمشتاق </a> عُفی  عنه  <br/> دار الافتاء جامعه بنوریه عالمیه                                                          <br/>
<a class=""text-center print-only"" href=""https://onlinefatawa.com/view_fatwa_unicode/31765""> فتوی  نمبر   31765کی تصدیق کریں  </a>
</div>
<div class=""col-md-1 col-sm-1""></div>
</div>
</div>",31765,binoria,آداب , آداب زندگی , سنت رسول ﷺ
2017-10-18,https://onlinefatawa.com/view_fatwa_unicode/31792,یکم محرم کو حضرت عمررضی اللہ عنہ کی شھادت پر جلوس نکالنا جائز ہے؟,"<p class=""text-justify urdu resizable"">یکم محرم کو حضرت عمر ؓ کی شہادت کے عنوان سے جلوس نکالنا جائز ہے؟</p>","<h5 class=""text-center amiri""> <strong> الجوابُ  حامِدا ًو مُصلیِّا ً   </strong></h5><p class=""text-justify urdu resizable""> فی نفسہٖ تو اس کی کوئی حیثیت نہیں مگر فی زماننا کسی غرض صحیح یا کسی فتنہ کو روکنے کیلئے اگر سیاسی حربے کے طور پر ایسا کیا جائے تو اس کی گنجائش معلوم ہوتی ہے۔ واللہ اعلم! </p><p class=""text-justify hawala amiri resizable""> </p><div class=""ftw-writer amiri"">
<div class=""row"">
<div class=""col-md-8 col-sm-8 col-lg-8""></div>
<div class=""col-md-4 col-sm-4 col-lg-4 text-center"">
                                                            واللہ تعالی اعلم بالصواب  <br/><a href=""https://onlinefatawa.com/fatawa/writer_profile/332"">ولي اللہ عبدالخالق </a> عُفی  عنه  <br/> دار الافتاء جامعه بنوریه عالمیه                                                          <br/>
<a class=""text-center print-only"" href=""https://onlinefatawa.com/view_fatwa_unicode/31792""> فتوی  نمبر   31792کی تصدیق کریں  </a>
</div>
<div class=""col-md-1 col-sm-1""></div>
</div>
</div>",31792,binoria,حظر و اباحت , جائز و ناجائز , مباحات
2017-10-18,https://onlinefatawa.com/view_fatwa_unicode/31796,شوہرکی وفات کی اطلاع اگرتاخیرسے مل جائے، توعدت کی ابتداء کب سے ہوگی؟,"<p class=""text-justify urdu resizable"">میرا بھائی سعودی عرب میں فوت ہوگیا یکم اگست کو، اس کی میت ۲۳ اگست کو پاکستان لائی گئی اور اسی دن دفنا دی گئی لیکن اس کی فوتگی کی اطلاع ۲۳؍ دن بعد اس کی بیوی کو دی گئی، اس کی بیوی کی عدت کب سے شروع ہوگی؟ جس دن فوت ہوا تھا یا جس دن اس کو دفنایا گیا؟ برائے مہربانی اس مسئلہ میں رہنمائی فرمائیں۔</p>","<h5 class=""text-center amiri""> <strong> الجوابُ  حامِدا ًو مُصلیِّا ً   </strong></h5><p class=""text-justify urdu resizable""> جس دن سائل کے بھائی کا انتقال ہوا ہے اس دن سے بیوہ کی عدت شروع ہوگئی ہے، دفنانے سے عدت کا تعلق نہیں۔<br>
<div class=""hawala""><br>
في البحر الرائق: وفي البدائع ان سببہا الموت وشرط وجوبها النکاح الصحیح فلا تجب فی النکاح الفاسد۔ اھـ وسیأتی أن مبدأہا من وقت الوفاۃ لا من وقت العلم بہا۔ا لخ (ج۴، ص۱۳۲)<br/>
</br></div><br/>
<div class=""hawala""><br/>
وفی فتح القدیر: ثم ابتداء المدّۃ من وقت الموت، وعن علي ـ رضي الله عنه ـ من وقت علمها، حتی لو مات فی سفر فلم یبلغہا حتی مضت أربعۃ أشہر وعشر انقضت عدتہا بذالک عند الجمہور، وعندہ ـ رضي الله عنه ـ لا تنقضی العدۃ حتی تمرّ علیہا من حین علمت الخ۔ (ج۴، ص۱۴۱) واللہ اعلم!<br/>
</div> </br></p><p class=""text-justify hawala amiri resizable""> </p><div class=""ftw-writer amiri"">
<div class=""row"">
<div class=""col-md-8 col-sm-8 col-lg-8""></div>
<div class=""col-md-4 col-sm-4 col-lg-4 text-center"">
                                                            واللہ تعالی اعلم بالصواب  <br/><a href=""https://onlinefatawa.com/fatawa/writer_profile/345"">محمد رشید رضا </a> عُفی  عنه  <br/> دار الافتاء جامعه بنوریه عالمیه                                                          <br/>
<a class=""text-center print-only"" href=""https://onlinefatawa.com/view_fatwa_unicode/31796""> فتوی  نمبر   31796کی تصدیق کریں  </a>
</div>
<div class=""col-md-1 col-sm-1""></div>
</div>
</div>",31796,binoria,معاملات , عدت نان و نفقہ , احکام عدت
2017-10-24,https://onlinefatawa.com/view_fatwa_unicode/31859,خوبصورتی کیلئے داڑھی کے سفید بال نوچنا,"<p class=""text-justify urdu resizable"">السلام علیکم! جوانی کے دوران اپنی خوبصورتی  برقرار رکھنے کیلئے داڑھی کے سفید بال  چن چن کر کاٹنا جائز ہے یا نہیں؟</p>","<h5 class=""text-center amiri""> <strong> الجوابُ  حامِدا ًو مُصلیِّا ً   </strong></h5><p class=""text-justify urdu resizable""> خوبصورتی کو برقرار رکھنے کیلئے داڑھی کے سفید بالوں کو کاٹنا جائز نہیں ہے البتہ کسی اور جائز غرض سے ہو تو اس میں مضائقہ نہیں۔ </p><h5 class=""text-center amiri""> <strong>  مأخَذُ الفَتوی   </strong></h5><p class=""text-justify hawala amiri resizable""> کما فی الدر المختار: ولا بأس بنتف الشیب وأخذ اطراف اللحتیہ۔ الخ  (ج۶، ص۴۰۷)۔<br>
وفی الشامیۃ: تحت (قولہ ولا بأس بنتف الشیب) قیدہ فی البزازیہ بأن لا یکون علی وجہ التزین۔ الخ (ج۶، ص۴۰۷)  </br></p><div class=""ftw-writer amiri"">
<div class=""row"">
<div class=""col-md-8 col-sm-8 col-lg-8""></div>
<div class=""col-md-4 col-sm-4 col-lg-4 text-center"">
                                                            واللہ تعالی اعلم بالصواب  <br/><a href=""https://onlinefatawa.com/fatawa/writer_profile/332"">ولي اللہ عبدالخالق </a> عُفی  عنه  <br/> دار الافتاء جامعه بنوریه عالمیه                                                          <br/>
<a class=""text-center print-only"" href=""https://onlinefatawa.com/view_fatwa_unicode/31859""> فتوی  نمبر   31859کی تصدیق کریں  </a>
</div>
<div class=""col-md-1 col-sm-1""></div>
</div>
</div>",31859,binoria,آداب , آداب زندگی , زیب و زینت
2017-10-25,https://onlinefatawa.com/view_fatwa_unicode/31883,مسلمان کا قادیانی کے پاس ملازمت کرنا,"<p class=""text-justify urdu resizable"">جس ادارے کا مالک قادیانی ہو اس ادارے میں ایک مسلمان کا کام کرنا شرعاً کیسا ہے؟</p>","<h5 class=""text-center amiri""> <strong> الجوابُ  حامِدا ًو مُصلیِّا ً   </strong></h5><p class=""text-justify urdu resizable""> جس کمپنی کا مالک قادیانی ہو نیز کمپنی کا بنیادی کام حلال مصنوعات کو تیار کرنا ہو اور ملازم کو دوران ملازمت اسلام اور مسلمانوں کے خلاف کوئی عمل سر انجام نہ دینا پڑتا ہو تو اس میں ملازمت اختیار کرنا اگر چہ جائز ہے، مگر قادیانیوں سے اظہارِ نفرت کے لیے اگر اس میں ملازمت نہ کی جائے تو زیادہ بہتر ہے۔  و اللہ أعلم بالصواب </p><p class=""text-justify hawala amiri resizable""> </p><div class=""ftw-writer amiri"">
<div class=""row"">
<div class=""col-md-8 col-sm-8 col-lg-8""></div>
<div class=""col-md-4 col-sm-4 col-lg-4 text-center"">
                                                            واللہ تعالی اعلم بالصواب  <br/><a href=""https://onlinefatawa.com/fatawa/writer_profile/337"">ساجداللہ یاسین </a> عُفی  عنه  <br/> دار الافتاء جامعه بنوریه عالمیه                                                          <br/>
<a class=""text-center print-only"" href=""https://onlinefatawa.com/view_fatwa_unicode/31883""> فتوی  نمبر   31883کی تصدیق کریں  </a>
</div>
<div class=""col-md-1 col-sm-1""></div>
</div>
</div>",31883,binoria,معاملات , مالی معاوضات , ملازمت
,https://onlinefatawa.com/view_fatwa_unicode/32166,دورانِ غسل عورت کیلئے بالیوں کو حرکت دینے کا حکم,"<p class=""text-justify urdu resizable"">حضرت مجھے آپ سے یہ سوال پوچھنا ہے کہ بہشتی زیور میں عورتوں کے غسل کے باب میں یہ مسئلہ پڑھا ہے کہ غسل میں بالیوں کو حرکت دینا ضروری ہے ، تاکہ پانی ان کے نیچے پہنچ جائے ، تو میں اپنی بالی نلکے سے نکلنے والے پانی کے نیچے رکھ کر اس کو حرکت دوں یا پانی سے نکال کر پھر اس کو حرکت دوں؟</p>","<h5 class=""text-center amiri""> <strong> الجوابُ  حامِدا ًو مُصلیِّا ً   </strong></h5><p class=""text-justify urdu resizable""> سر پر پانی ڈالتے وقت بالیوں کو حرکت دینا مقصود ہے ، تاکہ بالی کے نیچےجگہ خشک نہ رہ جائے ، اس سلسلہ میں کوئی بھی طریقہ اختیار کرسکتے ہیں ، جبکہ سوال میں مذکور دونوں طریقے بھی درست ہیں۔ </p><h5 class=""text-center amiri""> <strong>  مأخَذُ الفَتوی   </strong></h5><p class=""text-justify hawala amiri resizable""> کما فی الفتاوی الھندیة : وجب تحريك القرط و الخاتم الضيقين و لو لم يكن قرط فدخل الماء الثقب عند مروره أجزأه و إلا أدخله و لا يتكلف في إدخال شيء سوى الماء من خشب و نحوه ، كذا في البحر الرائق اھ (1/14)۔ </p><div class=""ftw-writer amiri"">
<div class=""row"">
<div class=""col-md-8 col-sm-8 col-lg-8""></div>
<div class=""col-md-4 col-sm-4 col-lg-4 text-center"">
<div class=""text-center"">واللہ تعالی اعلم بالصواب   <br/>  دار الافتاء جامعه بنوریه عالمیه  </div> <br/>
<a class=""text-center print-only"" href=""https://onlinefatawa.com/view_fatwa_unicode/32166""> فتوی  نمبر   32166کی تصدیق کریں  </a>
</div>
<div class=""col-md-1 col-sm-1""></div>
</div>
</div>",32166,binoria,طہارت و نجاست , طہارت , غسل
2020-10-26,https://onlinefatawa.com/view_fatwa_unicode/32180,حج کے بعد گناہوں کا کفارہ دینا,"<p class=""text-justify urdu resizable"">جیسا کہ ہمیں یقین ہےکہ اللہ تعالیٰ حج کے بعد تمام گناہ معاف کر دیتے ہیں ، ہیں تو مجھے بتائیں کہ ہم حج کے بعد اپنے گناہوں کا کفّارہ دے سکتے ہیں ؟</p>","<h5 class=""text-center amiri""> <strong> الجوابُ  حامِدا ًو مُصلیِّا ً   </strong></h5><p class=""text-justify urdu resizable""> حج پر جا کرعموماً آدمی کبائر سے تائب ہو جاتا ہے اور صغیرہ گناہ تو حج سےمعاف ہو جاتے ہیں ، اس لیے کفارہ دینے کی ضرورت نہیں ، تاہم جس گناہ پر کفارہ دینے کا ذہن ہے اسکی وضاحت لکھ  کر بھیج دیں ، اِن شاء اللہ  اس کا حکمِ شرعی بھی بیان کردیا جائے گا ۔<br>
<br>
</br></br></p><h5 class=""text-center amiri""> <strong>  مأخَذُ الفَتوی   </strong></h5><p class=""text-justify hawala amiri resizable""> کما فی المرقاۃ تحت قوله : (وَأَنَّ الْحَجَّ يَهْدِمُ مَا كَانَ قَبْلَهُ) وَأَمَّا الْهِجْرَةُ وَالْحَجُّ فَإِنَّهُمَا لَا يُكَفِّرَانِ الْمَظَالِمَ، وَلَا يُقْطَعُ فِيهِمَا بِغُفْرَانِ الْكَبَائِرِ الَّتِي بَيْنَ الْعَبْدِ وَمَوْلَاهُ، فَيُحْمَلُ الْحَدِيثُ عَلَى هَدْمِهِمَا الصَّغِيرَةَ الْمُتَقَدِّمَةَ، وَيُحْتَمَلُ هَدْمُهُمَا الْكَبَائِرَ الَّتِي تَتَعَلَّقُ بِحُقُوقِ الْعِبَادِ بِشَرْطِ التَّوْبَةِ. عَرَفْنَا ذَلِكَ مِنْ أُصُولِ الدِّينِ فَرَدَدْنَا الْمُجْمَلَ إِلَى الْمُفَصَّلِ، وَعَلَيْهِ اتِّفَاقُ الشَّارِحِينَ اھ (1/102)۔<br/>
</p><div class=""ftw-writer amiri"">
<div class=""row"">
<div class=""col-md-8 col-sm-8 col-lg-8""></div>
<div class=""col-md-4 col-sm-4 col-lg-4 text-center"">
<div class=""text-center"">واللہ تعالی اعلم بالصواب   <br/>  دار الافتاء جامعه بنوریه عالمیه  </div> <br/>
<a class=""text-center print-only"" href=""https://onlinefatawa.com/view_fatwa_unicode/32180""> فتوی  نمبر   32180کی تصدیق کریں  </a>
</div>
<div class=""col-md-1 col-sm-1""></div>
</div>
</div>",32180,binoria,عبادات , حج و عمرہ , احکام حج
2020-10-26,https://onlinefatawa.com/view_fatwa_unicode/32211,کیا اللہ تعالیٰ ساتواں آسمان پر ہیں، اگر نہیں تو کہاں ہیں؟,"<p class=""text-justify urdu resizable"">	کیا فرماتے ہیں علماء دین ومفتیان کرام: کیا اللہ تعالیٰ ساتویں آسمان پر ہے؟ اگر نہیں تو کہاں ہے؟</p>","<h5 class=""text-center amiri""> <strong> الجوابُ  حامِدا ًو مُصلیِّا ً   </strong></h5><p class=""text-justify urdu resizable""> 	قرآن وسنت کی نصوص صریحہ کی روشنی میں باجماع اہلسنت والجماعت اللہ تعالیٰ عرش پر ’’مستوی‘‘ اور اپنی شان کے لائق ہر جگہ موجود ہے، مگر یہ مسئلہ چونکہ متشابہات میں سے ہے اور اس قسم کی نصوص سے متعلق مسلمان صرف ظاہر کا پابند ہے، جبکہ بغیر کسی تاویل کے اس کی اصل کنہ اور حقیقت تک رسائی عوام کی فہم سے بالاتر ہے، لہٰذا اس کی زیادہ کھود وکرید میں پڑنے سے احتراز چاہیے۔<br>
قال اللہ تعالی في القرآن الکریم: ﴿وَهُوَ مَعَكُمْ أَيْنَ مَا كُنْتُمْ وَاللَّهُ بِمَا تَعْمَلُونَ بَصِيرٌ﴾۔‘‘الحدید’’(۴)۔<br>
ترجمہ:  اور وہ تمہارے ساتھ ہے جہاں کہیں تم ہو،اور اللہ تعالیٰ جو تم کرتے ہو دیکھتا ہے۔<br/>
وقال تعالی: ﴿أَلَمْ تَرَ أَنَّ اللَّهَ يَعْلَمُ مَا فِي السَّمَاوَاتِ وَمَا فِي الْأَرْضِ مَا يَكُونُ مِنْ نَجْوَى ثَلَاثَةٍ إِلَّا هُوَ رَابِعُهُمْ وَلَا خَمْسَةٍ إِلَّا هُوَ سَادِسُهُمْ وَلَا أَدْنَى مِنْ ذَلِكَ وَلَا أَكْثَرَ إِلَّا هُوَ مَعَهُمْ أَيْنَ مَا كَانُوا﴾ ۔ ‘‘الآیۃ’’(المجادلۃ:۷)۔<br/>
ترجمہ:  تو نے نہیں دیکھا کہ اللہ کو معلوم ہے، جو کچھ ہے آسمانوں میں اور جو کچھ ہے زمین میں کہیں نہیں ہوتا مشورہ تین کا  جہاں وہ نہیں ہوتا ان میں میں چوتھا اور نہ پانچ کا جہاں وہ نہیں ہوتا ان میں چھٹا  اور نہ اس سے کم  اور نہ زیادہ جہاں وہ نہیں ہوتا  ان کے ساتھ جہاں کہیں ہوں۔ <br/>
وقال تعالی: ﴿وَنَحْنُ أَقْرَبُ إِلَيْهِ مِنْكُمْ وَلَكِنْ لَا تُبْصِرُونَ﴾۔(الحدید:۸۵)۔<br/>
ترجمہ:  اور ہم اس سے نزدیک ہیں دھڑکتی رگ سے زیادہ ۔ <br/>
وقال تعالی: ﴿فَلَنَقُصَّنَّ عَلَيْهِمْ بِعِلْمٍ وَمَا كُنَّا غَائِبِين﴾۔ (الٲعراف:۷)۔<br/>
ترجمہ: پھر ہم ان کو احوال سنادیں گے اپنے علم سے  اور کہیں غائب نہ تھے۔ <br/>
وقال تعالی:﴿ َلِلَّهِ الْمَشْرِقُ وَالْمَغْرِبُ فَأَيْنَمَا تُوَلُّوا فَثَمَّ وَجْهُ اللَّهِ إِنَّ اللَّهَ وَاسِعٌ عَلِيم﴾۔(البقرۃ:۱۱۵)۔<br/>
ترجمہ: اور اللہ ہی کا ہے مشرق اور مغرب سو جس طرف منہ کرو وہاں متوجہ اللہ۔<br/>
وقال تعالی: ﴿وَإِذَا سَأَلَكَ عِبَادِي عَنِّي فَإِنِّي قَرِيبٌ ﴾ ۔ (البقرۃ:۱۸۶)۔<br/>
ترجمہ: اور جب تجھ سے پوچھیں میرے بندے مجھ کو سو میں تو قریب ہو۔ <br/>
وقال اللہ تعالیٰ ایضاً: وَنَحْنُ أَقْرَبُ إِلَیْهِ مِنْکُمْ وَلٰكِنْ لَّا تُبْصِرُوْنَ اھ (سورة الواقعة: ۸۵)<br/>
في شرح العقائد النسفية: لایتمکن في مکان، لأن التمکن عبارۃ عن نفوذ بعد في آخر متوھم، ٲو متحقق یسمونه المکان اھ <br/>
	وفي ھامشه تحت: قوله: في مکان، ٳنما ذکر قوله في مکان تصریحا لعموم النفي ردا علی المجسمة، القائلین له بالمکان العلوی النافین عنه کل مکان اھ (ص:۴۰) واللہ أعلم بالصواب!<br/>
</br></br></p><p class=""text-justify hawala amiri resizable""> </p><div class=""ftw-writer amiri"">
<div class=""row"">
<div class=""col-md-8 col-sm-8 col-lg-8""></div>
<div class=""col-md-4 col-sm-4 col-lg-4 text-center"">
                                                            واللہ تعالی اعلم بالصواب  <br/><a href=""https://onlinefatawa.com/fatawa/writer_profile/337"">ساجداللہ یاسین </a> عُفی  عنه  <br/> دار الافتاء جامعه بنوریه عالمیه                                                          <br/>
<a class=""text-center print-only"" href=""https://onlinefatawa.com/view_fatwa_unicode/32211""> فتوی  نمبر   32211کی تصدیق کریں  </a>
</div>
<div class=""col-md-1 col-sm-1""></div>
</div>
</div>",32211,binoria,عقائد , ایمان و کفر , ایمان
2017-12-06,https://onlinefatawa.com/view_fatwa_unicode/32226,تکبیر اولی کسے کہتے ہیں ؟,"<p class=""text-justify urdu resizable"">تکبیر اولیٰ کیا ہے؟</p>","<h5 class=""text-center amiri""> <strong> الجوابُ  حامِدا ًو مُصلیِّا ً   </strong></h5><p class=""text-justify urdu resizable""> نماز کی نیت باندھنے کے بعد جو پہلی تکبیر کہی جاتی ہے اس کو تکبیر اولیٰ کہتے ہیں ۔<br>
</br></p><h5 class=""text-center amiri""> <strong>  مأخَذُ الفَتوی   </strong></h5><p class=""text-justify hawala amiri resizable""> كما فى الشامية: وتظهر فائدة الخلاف في وقت إدراك فضيلة تكبيرة الافتتاح؛ فعنده بالمقارنة، وعندهما إذا كبر في وقت الثناء، وقيل بالشروع قبل قراءة ثلاث آيات لو كان المقتدي حاضرا، وقيل سبع لو غائبا، وقيل بإدراك الركعة الأولى، وهذا أوسع وهو الصحيح. اهـ. وقيل بإدراك الفاتحة وهو المختار:  (ج اص (۵۲۶) </p><div class=""ftw-writer amiri"">
<div class=""row"">
<div class=""col-md-8 col-sm-8 col-lg-8""></div>
<div class=""col-md-4 col-sm-4 col-lg-4 text-center"">
<div class=""text-center"">واللہ تعالی اعلم بالصواب   <br/>  دار الافتاء جامعه بنوریه عالمیه  </div> <br/>
<a class=""text-center print-only"" href=""https://onlinefatawa.com/view_fatwa_unicode/32226""> فتوی  نمبر   32226کی تصدیق کریں  </a>
</div>
<div class=""col-md-1 col-sm-1""></div>
</div>
</div>",32226,binoria,آداب , تعلیم و تعلم , علمی معلومات
