issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,category_lvl_1,category_lvl_2
2016-02-25,https://almuftionline.com/2016/02/25/888/,نماز روزوں کے فدیہ کاحکم,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4>",888,jameya-tur-rasheed,روزے کا بیان,وہ اعذار جن  میں روزھ رافطارکرنا) نہ رکھنا( جائز ہے
2016-02-25,https://almuftionline.com/2016/02/25/836/,روزہ کے فدیہ کی مقدار,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4>",836,jameya-tur-rasheed,روزے کا بیان,رمضان کا چاند دیکھنے اور اختلاف مطالع کا بیان
2016-02-23,https://almuftionline.com/2016/02/23/10760/,موجودہ حکومت کا ٹیکس چوروں کو ننانوےفیصد ٹیکس معاف کرنےکاحکم,<p>کیا فرماتے ہیں مفتیانِ کرام اس مسئلے کے بارے میں کہ موجودہ حکومت نے ان لوگوں کے لیے جنہوں نے ٹیکس ادا نہیں کیے ایک رعایتی پیکج کا اعلان کیا ہے اور وہ یہ کہ اگر یہ لوگ اپنے ذمہ لازم ٹیکسوں کا صرف ایک فیصد ابھی ادا کردیں تو بقیہ سارے ٹیکس ان کے ذمے سے ختم ہوجائیں گے،آیا ملک کی موجودہ صورتحال میں جبکہ ملک کا ہر شہری ہرخریدی جانے والی چیز پر ٹیکس ادا کرنے پرمجبور ہے اور حکومت اپنے ضروری اخراجات کو پورا کرنے کے لیے غیر ملکی طاقتوں سے سود پر قرض لینے پر مجبور ہے،حکومت کو اس بات کا اختیار حاصل ہے کہ وہ ان اہل ثروت کو جنہوں نے کروڑوں،اربوں روپے کے ٹیکس چوری کیے ہیں،اس قدر رعایت دے؟قرآن و سنت کی روشنی میں وضاحت فرمائیں۔</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>شریعت کی طرف سے بیت المال کی آمدنی کے لیے درج ذیل ذرائع مقرر ہیں:</p><p> زکاة،عشر،خراج،جزیہ،مال غنیمت ،مال فیئ اور گمشدہ اموال،ان کے علاوہ عام حالات میں حکومت کوعوام پر کوئی ٹیکس لگانے کی اجازت نہیں ،زمانہ جاہلیت میں حکمران محض اپنی عیش وعشرت کی خاطر تاجروں سے ظالمانہ ٹیکس وصول کرتے تھے،رسول اللہ صلی اللہ علیہ وسلم نے آکر ان کا خاتمہ فرمایا اور دورِ نبوی اور دورِ خلافتِ راشدہ میں مسلمانوں سے زکاة اور عشر کے علاوہ کوئی ٹیکس نہیں لیا جاتا تھا۔ (شرح معانی الآثار:2/31)</p><p> قرآن میں اس سے ممانعت آئی ہے،اور احادیث میں اس پر وعیدیں وارد ہیں،چنانچہ سورہ اعراف میں اللہ تعالی فرماتے ہیں:</p><p>{ وَإِلَى مَدْيَنَ أَخَاهُمْ شُعَيْبًا قَالَ يَا قَوْمِ اعْبُدُوا اللَّهَ مَا لَكُمْ مِنْ إِلَهٍ غَيْرُهُ قَدْ جَاءَتْكُمْ بَيِّنَةٌ مِنْ رَبِّكُمْ فَأَوْفُوا الْكَيْلَ وَالْمِيزَانَ وَلَا تَبْخَسُوا النَّاسَ أَشْيَاءَهُمْ وَلَا تُفْسِدُوا فِي الْأَرْضِ بَعْدَ إِصْلَاحِهَا ذَلِكُمْ خَيْرٌ لَكُمْ إِنْ كُنْتُمْ مُؤْمِنِينَ } [الأعراف: 85]</p><p>ترجمہ<span dir=""LTR"">:</span>""اور مدین کی طرف ہم نے ان کے بھائی شعیب کو بھیجا،انہوں نے کہا: اے میری قوم کے لوگو! اللہ کی عبادت کرو،اس کے سوا تمہارا کوئی معبود نہیں ،تمہارے پاس تمہارے پروردگار کی طرف سے ایک روشن دلیل آچکی ہے،لہذا ناپ تول پورا پورا کیا کرو اور جو چیزیں لوگوں کی ملکیت میں ہیں ان میں حق تلفی نہ کرو""۔</p><p>علامہ الوسی اور دیگر مفسرین رحمہم اللہ نے اس آیت میں  موجود""لاتبخسوا""کی ایک تفسیر ""لاتمکسوا"" سے کی ہے یعنی لوگوں سے ناحق ٹیکس مت وصول کرو،چونکہ حضرت شعیب علیہ السلام کے با اثر افراد عام  لوگوں سے ہر چیز پر ناحق ٹیکس وصول کرکے ان کی حق تلفی کیا کرتےتھے ،اس لیے انہیں اس سے منع کیا گیا۔</p><p>(روح المعاني:4/413)</p><p>احادیث مبارکہ میں بھی ناحق ٹیکس وصول کرنے پر سخت وعیدیں آئی ہیں ،چنانچہ رسول اللہ صلی اللہ علیہ وسلم سے ایک حدیث مروی ہے جس میں آپ کا یہ ارشاد منقول ہے: "" لایدخل الجنة صاحب مکس"" یعنی ٹیکس لینے والا جنت میں داخل نہیں ہوگا۔</p><p>اس حدیث کو علامہ حاکم رحمہ اللہ نے ""مستدرک""(1/562) میں نقل فرمایا ہے اور اسے امام مسلم رحمہ اللہ کی شرط کے مطابق صحیح قرار دیا ہے۔</p><p>اسی طرح حضرت عٕثمان بن ابی العاص رضی اللہ عنہ سے مروی ایک حدیث کا مفہوم ہے کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا <span dir=""LTR"">:</span>""حضرت داود علیہ السلام رات کے ایک متعین وقت میں اپنے گھر والوں کو جگا کر فرماتے:"" اے آل داود!اٹھ کر نماز پڑھو،کیونکہ یہ ایسی گھڑی ہے جس میں اللہ تعالی جادوگر اور ٹیکس لینے والے کے علاوہ ہر ایک کی دعاء قبول فرماتے ہیں""۔ (مسنداحمد:26/208)</p><p>لہذا عام حالات میں حکومت کے لیے مسلمان عوام پرزکاة اور عشر کے علاوہ اضافی  ٹیکس مقرر کرنے کی اجازت نہیں ۔</p><p>البتہ اگر کسی اسلامی مملکت پر کوئی ایسا وقت آپڑے کہ قومی خزانے کی رقم عوامی ضروریات اور مصالح کو پورا کرنے کے لیے ناکافی ہوجائے ،یا حکومت ایسی خدمات کی فراہمی شروع کرے جو ضروری ہوں اور موجودہ وسائل اس کے لیے کافی نہ ہوں،جیسا کہ آج کل حکومتوں کو بہت سی ایسی خدمات فراہم کرنی پڑتی ہیں جو پہلے حکومتوں کی ذمہ داری نہیں ہوا کرتی تھی، مثلا: ملک میں بجلی اور گیس کی فراہمی،نیز بہت سے  ایسےشعبے جوپہلےاگر ہوتے بھی تھے،لیکن ان کے اخرجات اتنے زیادہ نہیں ہوتے تھےجتنے آج کل بڑھ گئے ہیں ،مثلا :دفاع کے لیے جدید ہتھیاروں کی تیاری،پختہ سڑکوں کی تعمیر،مواصلات کے جدید ذرائع،ابلاغ کے وسائل،تعلیم اور صحت،ان میں سے ہر شعبے کے اخراجات بے پناہ ہیں اور ان میں سے بیشتر میں زکاة اور عشر کی رقوم بھی استعمال نہیں ہوسکتیں،لہذا اگر قومی خزانے  میں موجود رقم ان ضروریات کو پورا کرنے کے لیے ناکافی ہو تو اس صورت میں فقہاء کرام نے درج ذیل شرائط کے ساتھ صرف بوقتِ ضرورت اور  بقدرِ ضرورت ٹیکس عائد کرنے کی گنجائش دی ہے<span dir=""LTR"">:</span></p><p>1۔حکومت کے مصارف کو اسراف وتبذیر سے پاک کیا جائے۔</p><p>2۔ٹیکس اتنا ہی لگایا جائے جو ضرورت پوری کرنے کے لیے کافی ہو،یہاں تک کہ قومی خزانے میں وسعت پیدا ہوجائے۔</p><p>3۔ٹیکس عائدكرنے میں انصاف سے کام لیا جائے،یہ نہ ہو کہ کسی پر بہت زیادہ ٹیکس عائد ہو اور اسی قسم کے دوسرے شخص پر اس سے کم لگایا جائے۔</p><p>4۔قومی خزانہ خالی ہو، یعنی اس میں موجود مال درپیش ضروریات کو پورا کرنے کے لیے ناکافی ہو۔</p><p>5۔ٹیکس کی رقم ملک وملت کی حقیقی ضرورتوں اور مصالح پر خرچ کی جائے،بے جا ضائع نہ کی جائے۔</p><p>6۔لوگوں پر ان کی حیثیت کے مطابق ٹیکس لگایا جائے،یعنی ٹیکس کی شرح اتنی زیادہ نہ مقرر کی جائے جس کی ادائیگی لوگوں کے لیے بوجھ بن جائے۔</p><p>مذکورہ تفصیل سے یہ بات توواضح ہوچکی کہ ملکی اور قومی مفاد کے پیش نظر حکومت کو  مندرجہ بالا شرائط کی رعایت کے ساتھ بوقتِ ضرورت اور بقدرِ ضرورت عوام پر ٹیکس لگانے کا اختیار حاصل ہے،رہی یہ بات کہ آیا حکومت کو یہ بھی اختیار  حاصل ہے کہ وہ عوام کے ذمے واجب الادء ٹیکسوں کو معاف کردے یا ان کی مقدار میں کمی کردے؟ اس حوالےسےحکومتی تصرفات کے بارے میں ایک عمومی ضابطہ یہ ہے کہ حکومت کو ہر ایسے اقدام کا حق حاصل ہے جس میں ملک و قوم کا مفاد ہو،اور کسی بھی ایسے فیصلے کا اختیار نہیں جس سے ملک و قوم کادینی یا دنیوی نقصان ہو،یہ اصول قرآن کریم کی اس آیت سے ماخوذ ہےجس میں اﷲ تعالی نے حضرت داود علیہ السلام کو خطاب کرتے ہوئے فرمایا<span dir=""LTR"">:</span></p><p>{ يَا دَاوُودُ إِنَّا جَعَلْنَاكَ خَلِيفَةً فِي الْأَرْضِ فَاحْكُمْ بَيْنَ النَّاسِ بِالْحَقِّ وَلَا تَتَّبِعِ الْهَوَى فَيُضِلَّكَ عَنْ سَبِيلِ اللَّهِ إِنَّ الَّذِينَ يَضِلُّونَ عَنْ سَبِيلِ اللَّهِ لَهُمْ عَذَابٌ شَدِيدٌ بِمَا نَسُوا يَوْمَ الْحِسَابِ } [ص: 26]</p><p>ترجمہ<span dir=""LTR"">:</span>اے داود! ہم نے تمہیں زمین میں خلیفہ بنایا ہے،لہذا تم لوگوں کے درمیان حق کے ساتھ فیصلے کرواور نفسانی خواہش کے پیچھے نہ چلو،ورنہ وہ تمہیں اﷲ کے راستے سے بھٹکادے گی،یقین رکھو جو لوگ اللہ کے راستے سے بھٹک جاتے ہیں،ان کے لیے سخت عذاب ہے،کیونکہ انہوں نے حساب کے دن کو بھلادیا تھا۔</p><p>نیز نبی کریم صلی اللہ علیہ وسلم سے ایک حدیث مروی ہے کہ آپ نے ایک لشکر کو کسی مہم پر روانہ کرتے ہوئے صحابہ کرام رضی اللہ عنہم سے فرمایا کہ وہ اپنے امیر کی اطاعت کریں،سفر کے دوران امیر کسی بات پر ناراض ہوگئے اور انہوں نے لشکر والوں سے کہا : کیا حضور نبی کریم صلی اللہ علیہ وسلم نے آپ کو میری اطاعت کا حکم نہیں دیا تھا؟ لوگوں نے اثبات میں جواب دیا تو انہوں نے لشکر والوں کو حکم دیا کہ وہ آگ جلائیں،جب آگ جل چکی تو انہوں نے کہا کہ اب آپ لوگ اس میں کود جائیں،صحابہ پریشان ہوئے،بعض نے تو ارادہ بھی کرلیا،لیکن دوسروں نے انہیں روکا اور کہا کہ ہم تو آگ سے بھاگ کر ہی حضور نبی کریم صلی اللہ علیہ وسلم کی خدمت میں آئے تھے،یہاں تک کہ اسی کشمکش میں آگ بجھ گئی اور امیر کا غصہ بھی ٹھنڈا ہوگیا،یہ واقعہ جب حضور کے علم میں لایا گیا تو آپ نے فرمایا:</p><p>""لو دخلوھا ما خرجوا منہا أبدا، إنما الطاعة فی المعروف "".</p><p>ترجمہ<span dir=""LTR"">:</span>اگر یہ لوگ آگ میں داخل ہوجاتے تو کبھی اس سے نکل نہ سکتے،اطاعت تو قاعدےوشریعت کے مطابق بھلے کام میں ہوتی ہے۔ (صحیح بخاری:5/161)</p><p>مذکورہ ضابطے کی رو سے اگر حکومت  کےمذکورہ فیصلے کو جانچا جائے تو یہ ٹیکس جو ان لوگوں کے ذمہ جمع ہوچکے ہیں،اگر یہ جائز ٹیکس ہوں یعنی ان کی مالی حالت کے حوالے سے مبنی بر انصاف ہوں تو حکومت کا اس طرح رعایت دینے کا یہ فیصلہ صحیح نہیں ہے،کیونکہ ملکی صورتحال کے پیشِ نظر حکومت کا یہ فیصلہ کسی بھی طرح ملک و قوم کے مفاد میں نہیں نظر آتا،اس لیے کہ اگر ملک کی موجودہ حقیقی صورتحال پر نظر ڈالی جائے تو ایک طرف تو پاکستان کا ہر عام شہری ہر خریدی جانے والی چیز پر سترہ فیصد ٹیکس ادا کرتا ہے،اس میں کسی کے ساتھ کوئی رعایت نہیں،غریب سے غریب آدمی بھی یہ مقدار ادا کرنے کا پابند ہے،دوسری طرف وہ اہل ثروت جنہوں نے کروڑوں،اربوں روپے کے ٹیکس چوری کئے ہیں اور وہ حکومت اور پوری قوم کے مجرم ہیں،انہیں ایک ایسے وقت میں جب ملک معاشی بحران کا شکار ہےاور حکومت اپنے ضروری اخراجات پورے کرنے کے لیے ایک،ایک روپے کی محتاج ہےاورغیر ملکی طاقتوں سے سود پر قرض لینے پر مجبور ہے،جس کے نتیجے میں قوم کا ہر فرد بچہ،جوان،بوڑھا ہزاروں روپے کا مقروض بن چکا ہے اور دن بدن اس قرض میں اضافہ ہوتا جارہا ہے،ان ٹیکسوں میں جو حکومت نے قومی اور اجتماعی ضرورات کو پورا کرنے کے لیے عائد کئے تھے اس قدر رعایت دینا کہ وہ صرف ایک فیصد ادا کرکے کروڑوں،اربوں کے ٹیکس سے بری ہوجائیں قوم اور ملکی خزانے کے ساتھ کھلی ناانصافی ، خیانت اور ظلم ہے،خاص کر غریب طبقے کے ساتھ جن سے تمام ٹیکس پورے پورے وصول کئے جاتے ہیں اورکسی قسم کی کوئی رعایت نہیں برتی جاتی۔</p><p>البتہ اگر ایسی صورت حال ہو کہ حکومت کے لیےسوال میں مذکورہ طریقہ کار  کے علاوہ  ان لوگوں سےٹیکس وصول کرنے کی کوئی قابل عمل صورت ممکن نہ رہے توپھر بامرِ مجبوری اس صورت پر عمل جائز ہوگا اور حکومت کے ذمہ داران اس صورت پر عمل کی وجہ سے گناہگار نہیں ہوں گے،لیکن اس طرح کرنے سے وہ لوگ بری الذمہ نہیں ہوسکیں گے جنہوں نے جائز ٹیکس کی ادائیگی سے انکار کرکے حکومت کو اس طرزِ عمل پر مجبور کیا ہے۔</p><p>مگر ہم سمجھتے ہیں کہ حکومت اگر اپنی ذمہ داریاں ادا کرنے میں امانت و دیانت کا مظاہر کرے اور گڈگورننس کو یقینی بنائے،ٹیکس وصولی کے نظام کو شفاف بنائے،قانون کی بالادستی کے لیے ضروری اقدامات کرے تو کبھی بھی ٹیکس چوروں کے سامنے بے بس نہ ہو۔</p><p>آج کل حکومتی محکموں میں مالی بد عنوانیاں عام ہیں،قومی خزانے کو انتہائی بے دردی سے استعمال کیا جاتا ہے،بے شمار ایسے اخراجات ہیں جن کا کوئی جواز نہیں،حکام کے محلات کے اخراجات بے پناہ ہیں،بلکہ افسوس یہ ہے کہ قومی خزانے کے بے دریغ استعمال میں مسلمان ملک بہت سے غیر مسلم ممالک سے بھی بہت آگے نکل گئے ہیں،حالانکہ قومی خزانے میں جتنا مال ہے وہ حکومت کے ہاتھ میں پوری قوم کی امانت ہے،جسے پوری احتیاط کے ساتھ انہی کے مفاد میں خرچ کرنا لازم ہے،صرف یہی نہیں ،بلکہ حکومت سے متعلق جتنے بھی شعبے ہیں تمام شعبوں کو امانت اور دیانت کے ساتھ چلانا حکومتی ذمہ داری ہے،اگر حکومت اس میں کمی کوتاہی یا خیانت سے کام لے گی تو کل قیامت کے دن حکومت کے ذمہ داران سے اس کے بارے میں باز پرس ہوگی،جیساکہ رسول اللہ صلی اللہ علیہ وسلم نے ارشاد فرمایا:</p><p>""كلكم راع، وكلكم مسئول عن رعيته،الإمام راع و مسئول عن رعیتہ "".</p><p>ترجمہ:تم میں سے ہر ایک نگران ہے اور ہر ایک سے اس کی رعایا کے بارے میں پوچھ گچھ ہوگی ، امام نگران ہے اور اس سے اس کی رعایا کے بارے میں پوچھ گچھ ہوگی۔ (صحيح بخاري: 2/ 5)</p><p>ایک دوسری حدیث کا مفہوم ہے کہ حضرت ابو ذررضی اللہ عنہ نے حضور اکرم صلی اللہ علیہ وسلم سے خواہش ظاہر کی کہ انہیں کسی جگہ کی حکومت سونپ دی جائے تو آپ نے ان سے فرمایا :</p><p>""یا أبا ذر !إنک ضعیف وإنھا أمانة ویوم القیامة خزي و ندامةإلا من أخذ بحقہا وأدی الذي علیہ فیہا"".</p><p>ترجمہ:اے ابوذر! تم کمزور ہواور یہ ایک امانت ہے اور قیامت کے دن رسوائی اور پشیمانی کا سبب ہوگی الا یہ کہ کوئی شخص برحق طریقے سے یہ امانت لے اور اس پر اس کے جو حقوق عائد ہوتے ہیں انہیں ٹھیک ٹھیک ادا کردے۔</p><p>(صحيح مسلم:3/1457)</p><p>حضرت ابوہریرہ رضی اللہ عنہ ہی سے منقول ایک اور روایت میں آتا ہے کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا:</p><p> ""إنکم ستحرصون علی الإمارة وستکون ندامة یوم القیامة،فنعمت المرضعة و بئست الفاطمة"".</p><p>ترجمہ:یقینا تم لوگ امیر بننے کی حرص کروگے،حالانکہ وہ قیامت کے دن پشیمانی کا باعث ہوگی،کیونکہ وہ دودھ پلانے والی تو بہت اچھی ہے،لیکن بہت بری دودھ چھڑانے والی ہے۔ (صحيح بخاري: 9/ 63)</p><p>مطلب یہ ہے کہ جب کسی کو امارت یا حکومت حاصل ہوتی ہے تو شروع میں تو بہت اچھی لگتی ہے،لیکن جب اس کا محاسبہ ہوگا،چاہے دنیا میں یا آخرت میں تو اس وقت پتہ چلے گا کہ کتنی مشکل ذمہ داری تھی۔</p><p>اسی لیے حضور اقدس صلی اللہ علیہ وسلم نے حضرت مقدام بن معدی کرب رضی اللہ عنہ کےکندھوں پر ہاتھ رکھ کر فرمایا تھا:</p><p>""أفلحت یا قدیم!إن مت ولم تکن أمیرا ولا کاتبا ولا عریفا"".</p><p> ترجمہ:اے قدیم! اگر تمہیں ایسی حالت میں موت آئے کہ نہ تم کبھی امیر بنے ہو،نہ حکومت کے کاتب اور نہ کسی قوم کے نمائندے تو تم کامیاب ہوگئے۔ (سنن ابی داود:3/131)</p><p>انہی احادیث کی وجہ سے خلفاء راشدین اس ذمہ  داری سےلرزتے رہتے تھے، چنانچہ حضرت عمر رضی اللہ عنہ کی شہادت کے وقت جب لوگوں نے ان کے سامنے ان کی تعریف کی تو انہوں نے فرمایا :""وددت أن ذلک کفاف لا علی و لا لی"".</p><p>میری خواہش تو یہ ہے کہ میں<span dir=""LTR"">)</span> اس حکومت کی ذمہ داری سے <span dir=""LTR"">(</span>برابر سرابر چھوٹ جاؤں، کہ نہ مجھ پر کوئی گرفت ہو اور نہ مجھے کوئی ثواب ملے""۔ (صحيح بخاري:5/15)</p><p>حضرت عمر رضی اللہ عنہ کا یہ مقولہ مشہور ہے :"" لومات جمل ضیاعا علی شط الفرات لخشیت أن یسألنی اللہ عنہ"".</p><p> اگر دریائے فرات کے کنارے کوئی اونٹ بھی ضائع ہوکر مرگیا تو مجھے ڈر ہے کہ اللہ تعالی مجھ سے(کل قیامت کے دن) اس کے بارے میں سوال کرے گا۔ (طبقات ابن سعد:3/284)لہذاحکومت پر لازم ہے کہ  وہ اپنی تمام ذمہ داریاں امانت و دیانت کے ساتھ ادا کرنے کی بھرپور کوشش کرے اور ٹیکس کے محکمے سمیت تمام حکومتی محکموں سے خیانت <span dir=""LTR"">)</span>کرپشن<span dir=""LTR"">(</span> کے خاتمے کے لیے مؤثر اقدامات کرے،ٹیکس مقرر کرنے کی مندرجہ بالا شرائط کی پاسداری کو یقینی بنائے،خاص طور پر اس بات کو کہ ٹیکس کی شرح شروع ہی سے اتنی زیادہ نہ مقرر کی جائے جس کی ادائیگی لوگوں کے لیے بوجھ ہو اور ٹیکس کی رقم کو ملک وقوم کی حقیقی ضرورات اور مصالح پر خرچ کیا جائے،بے جاضائع نہ کیا جائے،تاکہ حکومت دنیا میں بھی لوگوں کی نظر میں سرخرو ہو اور آخرت کی رسوائی سے بھی بچ جائے۔</p>",10760,jameya-tur-rasheed,حکومت امارت اور سیاست,دارالاسلام  اور دار الحرب اور ذمی کے احکام و مسائل
2016-02-23,https://almuftionline.com/2016/02/23/561/,والدکااپنے سوتیلے بیٹوں کے ساتھ امتیازی سلوک کرنا,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4>",561,jameya-tur-rasheed,نکاح کا بیان,نکاح کے جدید اور متفرق مسائل
2016-02-16,https://almuftionline.com/2016/02/16/413/,رضاعی والد کی پوتیوں اور نواسیوں سے نکاح کا حکم,<p>عمرو کی بیوی زینب نے اپنے پوتے(زید کے بیٹے)اکرم کو دودھ پلایا ہے،اور اپنی نواسی (رقیہ کی بیٹی) زیب النساء کو بھی دودھ پلایا ہے۔ یعنی اکرم اور زیب النساء رضاعی بہن بھائی ہیں اور ان کا آپس میں نکاح نہیں ہو سکتا۔لیکن عمر کی دوسری بیویوں (زینب کے علاوہ) سے پوتیاں اور نواسیاں ہیں۔کیا ان کے ساتھ اکرم کا نکاح ہوسکتا ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>مذکورہ صورت میں اکرم عمرو کا رضاعی بیٹا بن گیا۔اور عمروکی پوتیاں اور نواسیاں اکرم کی رضاعی بھتیجیاں اور بھانجیاں بن گئیں۔لہذا اکرم کا نکاح عمرو کی دوسری بیویوں والی پوتیوں نواسیوں سے نہیں ہوسکتا۔</p>",413,jameya-tur-rasheed,نکاح کا بیان,نکاح کے جدید اور متفرق مسائل
2016-02-16,https://almuftionline.com/2016/02/16/146/,پرندوں کو پنجرے میں قید کرنے کا حکم,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4>",146,jameya-tur-rasheed,جائز و ناجائزامور کا بیان,جانوروں کے مسائل
2016-02-16,https://almuftionline.com/2016/02/16/222/,رضاعی والد کی پوتیوں اور نواسیوں سے نکاح کا حکم,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ</h4><h6 class=""has-text-align-right"">حوالہ جات</h6><h5>(الدرالمختارمع ردالمحتار:3/ 29)
 (حرم) علىالمتزوجذكراكانأوأنثى،نكاح (أصله،وفروعه) علا،أونزل (وبنتأخيهوأختهوبنتها).
(الدرالمختارمع ردالمحتار:3/ 28)
أسبابالتحريمأنواع: قرابة،مصاهرة،رضاع…..،قوله: ( رضاع) فيحرمبهمايحرممنالنسب.</h5><h6 class=""has-text-align-center"">واللہ سبحانہ وتعالی اعلم</h6><figure class=""wp-block-table""><table><tbody><tr><td><h3>مجیب</h3></td><td>محمد تنویر الطاف صاحب</td><td><h3>مفتیان</h3></td><td>ابولبابہ شاہ منصور صاحب /  فیصل احمد صاحب</td></tr></tbody></table></figure>",222,jameya-tur-rasheed,القرآن,الفاتحہ
2016-02-10,https://almuftionline.com/2016/02/10/517/,عورتوں کامخلوط تعلیمی نظام میں ملازمت کرنا,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4>",517,jameya-tur-rasheed,جائز و ناجائزامور کا بیان,پردے کے احکام
2016-02-09,https://almuftionline.com/2016/02/09/559/,سوتیلے بیٹوں کی جائیداداپنے نام کروانااوران کوجائیدادسے محروم کرنا,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4>",559,jameya-tur-rasheed,جائز و ناجائزامور کا بیان,خریدو فروخت اور کمائی کے متفرق مسائل
2016-02-08,https://almuftionline.com/2016/02/08/1144/,شوہر کے نامرد ہونے کی بنا پر فسخ نکاح,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4>",1144,jameya-tur-rasheed,طلاق کے احکام,وہ اسباب جن کی وجہ سے نکاح فسخ کروانا جائز ہے
