issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,category_lvl_1,category_lvl_2
2022-01-30,https://almuftionline.com/2022/01/30/6608/,کسی عالم یا بزرگ کو پہلی صف میں جگہ دینے کا حکم,<p>کیا فرماتے ہیں مفتیان کرام اس مسئلہ کے بارے میں کہ  اگر میں نماز کے لیے پہلی صف میں کھڑا ہوں تو اگر کوئی بزرگ یا عالم یا والد صاحب یا بڑے بھائی پچھلی صف میں کھڑے ہوں  تو میرے لئے بہتر کیا ہے، کیا مجھے انہیں پہلی صف میں جگہ دینی چاہیے یا خود کھڑے رہنا چاہیے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>کسی بزرگ یا عالم کی تعظیم کی خاطر پہلی صف سے خود ہٹ کر ان کو جگہ دینا درست ہے، بلکہ مناسب عمل ہے، اور اس اکرام کے کرنے پر وہ ثواب کا مستحق بھی ہوگا۔</p>",6608,jameya-tur-rasheed,نماز کا بیان,نماز کےمتفرق مسائل
2022-01-30,https://almuftionline.com/2022/01/30/6606/,سینما ہال کی تعمیر میں کام کرنے کا حکم,<p>کیا فرماتے ہیں مفتیان کرام اس مسئلہ کے بارے میں کہ    میں ایک جگہ کام کر رہا ہوں ، وہاں سینما ہال کی تعمیر ہو رہی ہے، کیا میرے لیے اس تعمیر میں کام کرنا جائز ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>سینما کی تعمیر خاص انداز سے ہوتی ہے،  اگر یہ تعمیرکسی  اور جائز مقصد میں استعمال نہ ہو سکتی ہو تو اس کی تعمیر میں حصہ لینا اور اس کی اجرت لینا جائز نہ ہوگا۔ اگر  یہ سینما کے علاوہ اور جائز مقاصد  میں بھی استعمال ہو سکتی ہو  اور اس کی اجرت غالب حلال مال سے دی جا رہی ہو تو  اگر چہ اس میں حصہ لینا کراہت سے خالی نہیں، لیکن اجرت حلال ہوگی۔ البتہ اگر اجرت غالب حرام مال سے دی جا رہی ہو تو بہر صورت کام کرنا اور اجرت لینا درست نہ ہوگا۔</p>",6606,jameya-tur-rasheed,جائز و ناجائزامور کا بیان,جائز و ناجائز کے متفرق مسائل
2022-01-30,https://almuftionline.com/2022/01/30/6602/,راستے میں سونے کی انگوٹھی کا ملنا,<p>کیا فرماتے ہیں مفتیان کرام اس مسئلہ کے بارے میں کہ   راستے سے سونے کی قیمتی انگوٹھی مل جائے تو اس کا کیا حکم ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>راستے سے ملی ہوئی انگوٹھی ""لقطہ"" (گری پڑی چیز) کے حکم میں ہے، لہذا ضروری ہے کہ مناسب مدت تک (جب تک یہ خیال ہو کہ وہ شخص اپنی گمشدہ چیز کی تلاش میں ہوگا) اس چیز کی تشہیر کی جائے، اگر اس کا مالک مل جائے، تو اسے اس کی چیز  لوٹا دی جائے، لیکن اگر اتنی مدت تک اس کے مالک کا پتہ نہ چلے، تو پھر اختیار ہوگا، چاہیں تو اسے اپنے پاس محفوظ رکھیں، یا چاہیں تو وہ چیز اصل مالک کی طرف سے کسی غریب مستحق زکوٰۃ کو صدقہ کردیں، بہتر ہے کہ اس پر دو گواہ بھی بنا لیے جائیں۔  اگر اس چیز کو اٹھانے والا غریب  و مستحق زکوٰۃ ہو، تو وہ خود بھی رکھ سکتا ہے۔ نیز بعد میں اگر اس چیز کا مالک آجائے، تو اسے اختیار ہوگا، چاہے تو اپنی چیز واپس لے لے یا اس کی طرف سے کیے گئے صدقہ پر راضی ہو جائے اور اجر وثواب حاصل کرے۔</p>",6602,jameya-tur-rasheed,جائز و ناجائزامور کا بیان,جائز و ناجائز کے متفرق مسائل
2022-01-30,https://almuftionline.com/2022/01/30/6591/,بغیر وضو کے اذان دینے کاحکم,<p>کیا فرماتے ہیں مفتیان کرام اس مسئلہ کے بارے میں کہ  ایک شخص مستقل بے وضو اذان دیتا ہے، ایسے شخص اور اس کی اذان کا کیا حکم ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>باوضو اذان دینا مستحب ہے، لیکن اگر کوئی شخص بغیر وضو کے اذان دے دے تو اذان ہوجائے گی، مگر اس کو عادت بنالینا اور مستقل بغیر وضو کے اذان دینا، کراہت سے خالی نہیں ، لہذا اس عادت کو ختم کرنا چاہیے۔</p>",6591,jameya-tur-rasheed,نماز کا بیان,اذان و اقامت کے مسائل
2022-01-30,https://almuftionline.com/2022/01/30/6590/,احتلام یا جماع  کے بعد فوراً غسل کرنے کا حکم,<p>کیا فرماتے ہیں مفتیان کرام اس مسئلہ کے بارے میں کہ   اگر کسی شخص کو احتلام ہوجائے یا وہ اپنی بیوی سے جماع (ہمبستری) کرے، تو کیا احتلام یا جماع کے بعد فورا غسل کرنا ضروری ہے؟ کیا تاخیر کی صورت میں گناہ گار ہوگا؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>اگر کسی شخص کو احتلام ہوجائے یا وہ اپنی بیوی سے جماع کرے، تو احتلام یا جماع کے بعد بہتر یہ ہے کہ فورا غسل کرلے، اگر غسل نہیں کر سکتا تو وضو کر لے۔ البتہ فورا غسل کرلینا ضروری نہیں ، ایسا شخص کچھ تاخیر ہونے کی صورت میں گناہ گار نہیں ہوگا، بشرطیکہ اتنی تاخیر نہ ہو کہ جس سے نماز قضا ہوجائے۔</p>",6590,jameya-tur-rasheed,پاکی کے مسائل,جنابت کے احکام
2022-01-30,https://almuftionline.com/2022/01/30/6458/,حفاظت کی غرض سےانگوٹھی پراللہ تعالی کانام نقش کروانےکاحکم,<p>کیافرماتےہیں مفتیان کرام درج ذیل مسئلےکےبارےمیں:</p><p>ایک شخص انگوٹھی کےنگینےپراللہ تعالی کانام نقش کرواکربطور وظائف وحفاظت پہنتاہے۔آیا یہ جائزہےکہ نہیں ؟جواب مع حوالہ درکارہے۔</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>چاندی کی انگوٹھی پراللہ تعالی کانام نقش کرواکروظائف وحفاظت کی غرض سےپہننادرج ذیل شرائط کےساتھ جائزہے:</p><ol>
<li>انگوٹھی یامنقوش الفاظ کوعقیدتاًمؤثربالذات نہ سمجھے،بلکہ یہ عقیدہ رکھےکہ اصل حفاظت کرنےوالی ذات اللہ تعالی کی ہے۔</li>
<li>لفظ""اللہ""(جوانگوٹھی پرمنقوش ہے،اس)کےآداب کاخیال رکھے،مثلاًاس کوکسی ناپاک جگہ پرنہ لے کرجائے،قضائےحاجت وغیرہ کےلیےجاتےوقت اتارلےیادائیں ہاتھ میں پہن کرمنقوش حصہ ہتھیلی کی طرف کرلے۔</li>
</ol>",6458,jameya-tur-rasheed,ذکر،دعاء اور تعویذات کے مسائل,رسول اللہ  صلی اللہ علیہ وسلم پر درود وسلام بھیجنے کے مسائل )  درود سلام کے (
2022-01-30,https://almuftionline.com/2022/01/30/6393/,پڑوسی کی دکان میں آئے ہوئے ڈاکوؤں پر فائرنگ کا حکم,<p>اگر ڈاکو زید کو اس کی دکان پر لوٹنے کے لیے آئے،  اس کی دکان کے سامنے عمرو کی دکان ہواور عمرو کے پاس اسلحہ موجود ہو، تو کیا عمرو کے لیے زید کی دکان میں موجود ڈاکوؤں پر فائرنگ کرنا جائز ہوگا یا نہیں؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>سوال میں ذکر کردہ صورتِ حال پیش آنے پر اگر ڈاکوؤں پر فائرنگ کے علاوہ ہلہ بولنے یا کسی اور طریقے سے قابو پانا ممکن ہو تو فائرنگ کرنا جائز نہیں، لیکن اگر غالب گمان کے مطابق فائرنگ کے علاوہ ان پر قابو پانا ممکن نہ ہو تو ایسی مجبوری کی صورت میں عمرو کے لیے زید اور اس کے مال کے تحفظ کی نیت سے زید کی دکان میں موجود ڈاکوؤں پر فائرنگ کرنے کی گنجائش ہے۔</p>",6393,jameya-tur-rasheed,قصاص اور دیت کے احکام,متفرق مسائل
2022-01-30,https://almuftionline.com/2022/01/30/6392/,برکت کے لیے قرآن خوانی کرنے کا حکم,<p>گھر یا دکان میں برکت کے لیے قرآن خوانی کرنا کیسا ہے؟ اس طرح کی قرآن خوانی میں جانا، اور وہاں پر کھانا یا مٹھائی وغیرہ کھانا کیسا ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>گھر یا دکان میں برکت کے لیے قرآن خوانی کرنا جائز ہے۔ اور کسی جائز دنیوی مقصد مثلًا بیماری سے شفاء، کاروبار میں برکت و ترقی، گھر سے آفت ومصیبت دور کرنے کے لیے قرآن خوانی کرنے پر اجرت یا ہدیہ وانعام لینے اور اس کے بعد کھلایا جانے والا کھانا کھانے کی  گنجائش ہے؛ کیونکہ یہ ""رقیہ"" کے حکم میں ہے۔ اس بات کی مزید تفصیل یہ ہے کہ ""برکت"" کے دو مفہوم ہوسکتے ہیں: ایک محض برکت یعنی تبرک جو قرآنِ کریم کے ساتھ لازم وملزوم ہے، اس پر اجرت لینا جائز نہیں؛ یہ رقیہ میں داخل نہیں۔ دوسرا مفہوم برکت کا وہ ہے جو کسی خاص دنیوی چیز میں مقصود ہو، مثلًا کاروبار میں برکت یعنی ترقی، نئے گھر یا گاڑی میں برکت یعنی نظرِ بد اور دیگر خطرات سے بچاؤ، یہ چونکہ ایک جائز دنیوی مقصد ہے، اس لیے یہ رقیہ میں داخل ہے اور اس پر اجرت یا ہدیہ وانعام لینے کی گنجائش ہے۔</p>",6392,jameya-tur-rasheed,قرآن کریم کی تفسیر اور قرآن سے متعلق مسائل کا بیان,متفرّق مسائل
2022-01-30,https://almuftionline.com/2022/01/30/6391/,کمیٹی . بیسی کی رقم پر زکوۃ کا حکم,<p>بندہ نے بیسی ڈالی ہے جس میں 20 لاکھ روپے بندے کے نکلنے ہیں، اب تک میں تقریبا 6 لاکھ روپے تک ادا کرچکا ہوں۔ سوال یہ ہے کہ میرے جو 20 لاکھ روپے نکلیں گے، میرے اوپر اس کی زکوۃ واجب ہوگی یا نہیں؟ اسی طرح میں نے جو 6 لاکھ روپے جمع کرائے ہیں، ان پر زکوۃ واجب ہوگی یا نہیں؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>صورتِ مسئولہ میں آپ پر صرف ان پیسوں کی زکوۃ واجب ہوگی جو ہر سال کی زکوۃ کی تاریخ آنے تک آپ جمع کرچکے ہوں گے، کیونکہ وہ آپ کا بیسی وصول کرنے والے شرکا کے ذمے قرض ہے اور قرض کی زکوۃ قرض دینے والے پر لازم ہوتی ہے۔ جہاں تک اس کی زکوۃ کی ادائیگی کا تعلق ہے تو  اگر آپ اپنی جمع کردہ رقم کی ہر سال کی زکوۃ وصولی سے پہلے ہی ادا کردیں تو یہ بہت بہتر ہے، لیکن اگر آپ اس کی زکوۃ وصولی سے پہلے ادا نہ کریں تو پھر جب وہ رقم وصول ہوگی تو پچھلے تمام سالوں کی زکوۃ ادا کرنا ہوگی۔ اپنی جمع کردہ رقم کے علاوہ آپ کو جو اضافی رقم ملے گی، اس کی زکوۃ آپ پر لازم نہیں ہوگی، کیونکہ وہ دیگر شرکا کا آپ کے ذمے قرض ہوگا، اور قرض کو زکوۃ کے نصاب سے منہا کیا جاتا ہے۔</p>",6391,jameya-tur-rasheed,زکوة کابیان,ان  چیزوں کا بیان جن  میں زکوة لازم ہوتی ہے اور جن میں  نہیں ہوتی
2022-01-30,https://almuftionline.com/2022/01/30/6390/,زکوۃ کا حساب کرکے روزانہ تھوڑا تھوڑا ادا کرنا,<p>بندہ نے اپنی دکان کے کل مال کو شمار کیا، مجھے اپنے اوپر لازم ہونے والی زکوۃ کا علم ہوگیا۔ اب میں اپنی دکان کی سیل سے کچھ رقم زکوۃ کی نیت سے ادا کرتا ہوں۔ کیا اس طرح روزانہ کی سیل سے زکوۃ ادا کرنا جائز ہے یا نہیں؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>مفتی بہ قول کے مطابق قیمت کے ذریعے زکوۃ کی ادائیگی میں یوم الاداء کا اعتبار ہے، یعنی ادائیگی کے دن اموالِ زکوۃ کی جو قیمت ہوگی، اس کے اعتبار سے زکوۃ واجب ہوگی، لہٰذا اگر زکوۃ کئی دفعہ میں ادا کی جارہی ہو تو ہر دفعہ جتنے سامان کی زکوۃ ادا کرنا ہوگی، اتنے سامان کی اسی دن کی قیمت لگائی جائے گی اور اس کا چالیسواں حصہ بطورِ زکوۃ ادا کیا جائے گا۔ یہ قول حضراتِ صاحبین رحمہما اللہ کا قول ہے اور مشایخِ حنفیہ رحمہم اللہ نے اسی کو مفتی بہ قرار دیا ہے، بلکہ صاحبِ بدائع نے لکھا ہے کہ صحیح قول کے مطابق ہمارے تمام ائمہ کا قول یہی ہے۔ لیکن عام مشایخ نے فرمایا ہے کہ حضرت امام ابو حنیفہ رحمہ اللہ کے قول کے مطابق قیمت کے ذریعے زکوۃ کی ادائیگی میں یوم الوجوب کا اعتبار ہے، یعنی جس دن زکوۃ واجب ہوگی، اس دن اموالِ زکوۃ کی جو قیمت ہوگی، اس کے اعتبار سے زکوۃ کی ادائیگی لازم ہوگی۔   </p><p>لہٰذا صورتِ مسئولہ میں اصل حکم تو یہی ہے کہ زکوۃ ایک یا دو، تین دفعہ میں ادا کی جائے، تاکہ ہر دفعہ جتنے سامان کی زکوۃ ادا کریں، اس کی ادائیگی کے دن کی قیمت معلوم ہو اور اس اعتبار سے زکوۃ ادائیگی ممکن ہوسکے۔ لیکن اگر ایسا کرنا مشکل ہو اور آپ ہر دن تھوڑا تھوڑا کر کے زکوۃ ادا کرنا چاہتے ہیں جس میں ہر دن سامان کی قیمت معلوم کرنا مشکل ہو تو  حضرت امام ابو حنیفہ رحمہ اللہ کے قول پر عمل کرتے ہوئے ایک دفعہ حساب لگاکر اس کے مطابق زکوۃ ادا کرنے کی بھی گنجائش ہے۔   </p>",6390,jameya-tur-rasheed,زکوة کابیان,سامان تجارت پر زکوۃ واجب ہونے کا بیان
