issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,category_lvl_1,category_lvl_2
2021-12-22,https://almuftionline.com/2021/12/22/6082/,غصہ کی حالت میں کہا کہ ” میری بیگم فارغ ہے”,"<p>میں نے غصہ کی حالت میں اپنی بہن سے کہا کہ "" میری بیگم فارغ ہے"" اور ساتھ میں کہا جہاں چاہے نکاح کرے،اس دوران یہ تمام باتیں  بیگم نے بھی سن لیں ، میرا ارادہ  طلاق کا نہیں تھا، کیا یہ طلاق ہو گئی ؟اگر ہو گئی تو واپسی کی کیا صورت ہے؟</p>","<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>صورتِ مسئولہ میں اگر آپ  نے طلاق کی نیت سے "" میری بیگم فارغ ہے "" کہا تھا تو اس سے ایک طلاقِ بائن واقع ہوگئی ہے،  اور اگر طلاق کی نیت سے نہیں کہا لیکن اس وقت طلاق کا     تذکرہ چل رہا تھا( جیسا کہ سوال سے معلوم ہو رہا ہے)پھر بھی ایک طلاقِ بائن واقع ہوگئی ہے،   رجوع جائز نہیں، البتہ باہمی رضامندی سے تجدیدِ نکاح کرنا جائز ہوگا،دوبارہ  مہر بھی ادا کرنا ہوگا ،اور نکاح کے بعد صرف دو طلاقوں کا اختیار  باقی رہے گا۔</p>",6082,jameya-tur-rasheed,طلاق کے احکام,الفاظ کنایہ سے طلاق  کا بیان
2021-12-22,https://almuftionline.com/2021/12/22/6072/,سرکاری زمین میں وراثت منتقل کرنا,<p>کیا فرماتے ہیں علمائے کرام اس مسئلہ کے بارے میں کہ درج ذیل اوصاف کی حامل سرکاری زمین میں وراثت جاری ہو سکتی ہے یا نہیں؟ جس کی تفصیل درج ذیل ہے:</p><p>1۔ اس زمین کے کاغذات نہیں ہوتے، صرف قبضہ ہوتا ہے اور قابض کا نام اور صوبائی حکومت کا حوالہ لکھا ہوتا ہے۔</p><p>2۔ اس زمین کے فروخت کے وقت اسٹام ہوتا ہے اور قبضہ دیا جاتا ہے، اسٹام کے علاوہ کاغذات نہیں ہوتے۔</p><p>3۔ اس زمین کے درخت زمین کے قابض سمیت نہ کوئی فروخت کرسکتا ہے اور نہ کوئی خریدسکتا ہے، بلکہ اس کی مخالفت کرنے والے کے خلاف قانونی کاروائی ہوتی ہے۔ (اور باقاعدہ ان کی حفاظت کے لیے چوکیدار متعین ہیں)</p><p>4۔ اور اگر اس زمین میں کوئی اور طاقتور قابض ہوجائے تو اس کے خلاف قانونی کاروائی نہیں ہوسکتی، صرف یہی کہا جاتا ہے کہ جس کا قبضہ ہے یہ اسی کی ہے۔</p><p>5۔ اگر قابض کا انتقال ہوجائے تو اس کا فوتگی نامہ بھی درج نہیں کرتے۔ اور پٹواری وراثت بھی نہیں کرتے وہ کہتے ہیں اس کی وراثت نہیں ہوتی جس کا قبضہ ہے اسی کی ہے۔</p><p>          اس زمین کے بارے میں پٹواریوں کی رائے یہ ہےکہ یہ سرکاری زمین حکومت کی ملکیت ہوتی، حکومت نے کسی کو بھی اس زمین کو استعمال کرنے کی اجازت نہیں دی ہے۔ جو لوگ اس  کو استعمال کر رہے ہیں وہ مجرم ہیں، حکومت اس زمین کو کسی بھی وقت لے سکتی ہے، بولی لگا کر بھی فروخت کرسکتی ہے۔ جو قابض ہیں وہ رکاوٹ نہیں ڈال سکتے۔</p><p>حکومت کے نمائندے بسا اوقات قبضہ ختم کرا کے اس زمین کو اپنی تحویل میں لے لیتے ہیں،  اگر تحویل میں نہیں لیتے تو فصل وغیرہ ضائع کردیتے ہیں، جس کے خلاف کوئی قانونی کاروائی نہیں کر سکتے۔</p><p>اگر ایک آدمی اپنا قبضہ چھوڑ کر کسی دوسرے آدمی کو دے دیتا ہے تو اس میں بسااوقات کوئی تیسرا آدمی آکر زبردستی قبضہ کرلیتا ہے،جس سے چھڑوانا مشکل ہوتا ہے۔</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>سوال میں ذکر کردہ معلومات کے مطابق یہ زمین سرکار کی ملکیت ہے، جب تک حکومت کسی شخص کو مالک نہیں بنادیتی، اس وقت تک یہ زمین سرکارکی ملکیت میں رہے گی،  جس میں  وراثت  منتقل نہیں ہوتی، البتہ سرکاری قوانین کی روشنی میں اسے استعمال کرنا درست ہے۔</p>",6072,jameya-tur-rasheed,بنجر زمین کو آباد کرنے کے مسائل,شاملات زمینوں کے احکام
2021-12-22,https://almuftionline.com/2021/12/22/6021/,طلاق کو معلق کرنے کا حکم,"<p>کیا فرماتے ہیں مفتیان کرام اس مسئلے کے بارے میں کہ (مسماۃ نرگس شاہین اور مسمی سعید جو کہ میاں بیوی ہیں) کے درمیان کچھ ناچاقی ہوئی، بات تکرار اور مار پیٹ تک پہنچ گئی،جس کی تفصیل طلب کرنے پر میاں بیوی نے علمائے کرام اور زعمائے برادری کی موجودگی میں یہ بیانات قلم بند کروائے: مسماۃ نرگس شاہین کا بیان: ""رات کو مجھے مارتے رہے اور ساتھ کہتے رہے کہ بکری میری اجازت کے بغیر گھر کیوں لائی ہے؟ میں نے جوابا کہا کہ آپ کی امی کے مشورے سے لائی ہوں۔اس پر کہا کہ اگر مار پیٹ کا میرے کسی وارث کو بتایا تو ""تجھے تین طلاق ہے""۔ جب صبح ہوئی تو چچا زین افسر ہمارے گھر آئے تو میں نے ان سے کہا کہ ان سے پوچھے مجھے کیوں مارا ہے؟ اور ساتھ طلاق مثلثہ کیوں بولی ہیں؟اس پر میرے شوہر نے کہا کہ رات کو صرف اپنے وارثوں کا کہا تھا، اب اگر کسی کو بھی بتایا تو ""تجھے تین طلاق ہے"" پھر مجھے پائپ اور پتھروں سے مار کر گھر سے بھگایا اور کہا کہ جاجا پرسوں آ کر اپنا مہر لے جانا""۔ مسمی محمد سعید کا بیان ""میں حلفا قسما یہ بیان دیتا ہوں"" میں نے رات کو صرف اس لیے مارا کہ میں والدہ کے کمرے میں کچھ دیر بیٹھا رہا۔ جب میں واپس اپنے کمرے میں آیا تو گھر والی سے کہا کہ مجھے کھانا دو تو اس نے کہا اب کوئی مسالنی(میری والدہ کے خاندان سے تعلق رکھنے والی کوئی عورت) آکر کھانا دے گی۔میں نے ہاتھ جوڑ کر کہا کہ کھانا دو، اس نے نہیں دیا۔خیر بات ختم ہوگئی اور مجھے امی نے کھانا دیا۔ اس کے بعد باتو ں باتو ں میں میری اور بیوی کی لڑائی شروع ہو گئی، میں نے اسے دو تھپڑ اور دو جوتیا ں ماریں اور یہ الفاظ کہے:"" میرے گھر کے کسی بھی فرد کی کوئی بات ہو جو آپ سے کچھ کہتا ہو یا لڑتا ہو تو ان کی بات مجھ سے مت کرو، از خود نمٹو،اگر کی تو میری طرف سے تین طلاق ہے""۔پھر رات گئی بات گئی اور ہم سوگئے۔ صبح کو چچا زرین افسر ہمارے گھر آئے، انہیں کوئی کام تھا۔انہوں نے آکر میرا پوچھا کہ وہ کہاں ہے؟ جوابا میری بیوی نے کہا کہ آپ کو دیکھ کر کمبل میں چھپ گئے ہے۔ اس پر مجھے غصہ آگیا، میں نے اسے ایک تھپڑ مارا جس پر وہ چپکے سے بکریاں لے کر گھر سے چلی گئی، جس پر میں نے کہا: ""تم جارہی ہو جا، اپنا مہر لے جانا""۔ میری نیت ان آخری الفاظ سے طلاق کی نہیں تھی،کیونکہ وہ مہر کا کئی بار مطالبہ کر چکی تھی۔ مسمی حاجی زرین افسر کا بیان: ""میں صبح صبح سعید کے گھر کے نیچے سے گزر رہا تھا۔میں نے مسماۃ نرگس کو آواز دی کہ سعید کہاں ہے؟ اس نے جواب دیا گھر پر ہی ہے۔ میں آگے جانے لگا تو نرگس نے کہا چچا اوپر آئیں۔ میں جب گھر آیا تو اس نے مجھ سے فون طلب کیا کہ میں نے کال کرنی ہے، اسی اثنا نرگس نے بتایا کہ محمد سعید نے رات کو میری پٹائی کی ہے، آپ اسے سمجھائیں۔ میں نے سعید کو سمجھانے کی کوشش کی تو سعید نے کہا کہ یہ میری اجازت کے بغیر بکری لائی ہے۔ اس پر بیوی نے کہا کہ ساس کی اجازت سے لائی ہوں۔ میں نے نرگس کو سمجھایا کہ اجازت لیا کرو۔میں گھر سے روانہ ہو رہا تھا اتنے میں نرگس بولی:""گھر میں گیس ،آٹا ختم تھا تو یہ مجھے میکے چھوڑ کر آگئے تھے""۔ اس پر سعید کو غصہ آگیا اور پتھر اٹھا کر دے مارا جو نرگس کو لگا اور ساتھ یہ الفاظ کہے:""میں نے اس کو پہلے بھی بہت دفعہ کہا ہوا ہے کہ اگر تم نے ایسی بات کسی سے کہی تو میری طرف سے فارغ یا طلاق ہے""۔ دونوں الفاظ میں شک ہے۔ با التعیین نہیں سن سکا""۔ مذکورہ بالا تفصیل کی روشنی میں درج ذیل سوالات کے جوابات مطلوب ہیں: 1. شوہر کے بیان کے مطابق "" آپ جارہی ہو، جاؤ، اپنا مہر لے جانا"" میں لفظ ""جاؤ"" کنایہ ہے جو محتمل رد ہے۔ اس میں شوہر کی نیت کا اعتبار ہے یا دلالت حال کا؟ اور جملہ ""اپنا مہر لے جانا"" نیت کے قائم مقام ہے تو نیت دریافت کرنے کی شرعا ضرورت ہے یا نہیں؟ 2. شوہر کے اقرار کے مطابق "" اگر میرے گھر کے کسی بھی فرد کی بات ہو،جو آپ سے کچھ کہتا ہو یا لڑتا ہو تو ان کی بات مجھ سے مت کرو، از خود نمٹو، اگر کی تو میری طرف سے تین طلاق ہے""۔ اس تعلیق کا شرعی حکم کیا ہے؟ ماضی و مستقبل کے حوالے سے۔ 3. عورت کا بیان کس حد تک قابل قبول ہے؟ اور عورت کے لیے اس کے بیان کے مطابق شرعی حکم کیا ہے؟ 4. گواہ کے بیانات مذکورہ مسئلے میں کس حد تک قابل قبول ہیں؟ مذکورہ سوالات کے جوابات قرآن و سنت کی روشنی میں عنایت فرمائیں۔جزاکم اللہ خیرا۔</p>","<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>1. حالت مذاکرہ طلاق نہیں ہے۔شوہر کا قول: ""تم جارہی ہو، جاؤ، اپنا مہر لے جانا"" میں لفظ ""جاؤ"" ان الفاظ کنایات میں سے ہے جو رد اور جواب دونوں احتمال رکھتے ہیں، اس میں شوہر کی نیت کا اعتبار ہوگا نہ کہ دلالت حال کا۔اور شوہر کا یہ قول ""اپنا مہر لے جانا"" نہ کنایات میں سے ہے اور نہ ہی اس سے دلالت حال (یعنی مذاکرہ طلاق کی حالت )بنتی ہے۔لہذا اس قول سے بھی کوئی طلاق واقع نہیں ہوگی۔ 2. تعلیق کا شرعی حکم یہ ہے کہ اگر شرط پائی گئی تو طلاق واقع ہوگی۔اب اگر شرط(میرے گھر کے کسی بھی فرد کی کوئی بات ہو جو تم سے کچھ کہتا ہو یا لڑتا ہوتو ان کی بات مجھ سے مت کرو، از خود نمٹو، اگر کی تو میری طرف سےتین طلاق ہے) پائی گئی ہے تو طلاق واقع ہوچکی ہے، اگر نہیں تو جب پائی جائے گی تب طلاق واقع ہوگی۔ 3. قضاء طلاق کے ثبوت کے لیے دو مرد یا ایک مرد اور دو عورتیں بطور گواہ ہونا ضروری ہیں۔ قضاءً طلاق کے ثبوت کے لیے صرف بیوی کی بات کافی نہیں ہے۔دیانۃً طلاق کے ثبوت کے لیے بیوی کا سننا بھی کافی ہے۔ لہذا بیوی کے بیان کے مطابق شوہر نے وارثوں کو بتانے پر طلاق کو معلق کیا تھا اور بیوی نے وہ بات چچا کو بتادی، اب دیانۃً بیوی نے جب تعلیق کے الفاط خود سنے اور شرط پائی گئی تو اس صورت میں بیوی اپنی ذات کے حق میں قاضی کی طرح ہے، لہذا بیوی پر لازم ہے کہ وہ شوہر کو اپنے پاس آنے سے روکے۔ 4. طلاق کو عدالت میں ثابت کرنے کے لیے دو مرد یا ایک مرد اور دو عورتیں بطور گواہ شرط ہیں، جبکہ دیانۃ ثبوت کے لیے ایک عادل گواہ بھی کافی ہے۔</p>",6021,jameya-tur-rasheed,طلاق کے احکام,طلاق کو  کسی شرط پر معلق کرنے کا بیان
2021-12-22,https://almuftionline.com/2021/12/22/6019/,عدت گزرنے کے بعد رجوع کا اعتبار نہیں,"<p>میں رواسیہ بنت محمد علی ہوں۔میری شادی 2021-4-3 کو ہوئی تھی۔ ازدواجی تعلقات کے قائم ہونے کے کچھ دنوں بعد ہمارے درمیان ناچاقی شروع ہوئی یہاں تک کہ ایک دن میرے شوہر نے صریح الفاظ میں کہا""تم مجھ پر طلاق ہو"" اس کے بعد ہمارے درمیان ناراضگی رہی یہاں تک کہ بتاریخ 2021-6-17 کو دوبارہ صریح الفاظ میں میری امی کو کہا ""یہ لڑکی میرے اوپر طلاق ہے"" ان دنوں میں سسرال کے ہاں تھی، شوہر نے کسی قسم کا کوئی رجوع نہیں کیا، قولی نہ فعلی۔ اس کے بعد میں والدین کے گھر آئی، کچھ دنوں بعد دوبارہ سسرال گئی،لیکن وہاں شوہر موجود نہیں تھا۔ فون پر شوہر سے بات ہوئی تو انہوں نے کہاکہ اپنی امی کے گھر چلی جاؤ مجھے آپ کی ضرورت نہیں۔ اس کے بعد میں دوبارہ والدین کے گھر آئی۔ اس دوران تین ماہواری گزر چکی تھی۔ پھر ایک دن بتاریخ 2021-9-28 کو میرا شوہر صلح کے لیے آیا اور خود اپنی گفتگو میں اس بات کا اقرار کیا کہ اس نے مجھے دو طلاقے دی ہے ابھی ایک طلاق باقی ہے۔ کیا اس تمام صورت حال کے بعد بھی ہمارا نکاح برقرار ہے؟ اب وہ کہتا ہے کہ اگر طلاق چاہیے تو خلع دےدو ،کیا یہ خلع صحیح ہے؟ اگر خلع صحیح نہیں تو مجھے اپنا پورا مہر وصول کرنے کا حق ہے؟ واضح رہے! خلع میں وہ مہر کا مطالبہ کرتا ہے۔ تنقیح: شوہر سے فون پر بات ہوئی ہے۔ اس نے خود اس بات کا اقرار کیا ہے کہ صلح سے پہلے اس نے کوئی رجوع نہیں کیا تھا۔(شوہر کا بیان آڈیو کی صورت میں محفوظ ہے)</p>","<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>صورت مسئولہ میں پہلی طلاق اور صلح کے درمیان طلاق کی عدت پوری ہو چکی ہے۔ لہذا نکاح باقی نہیں رہا، اس لیے خلع کی ضرورت نہیں اور آپ کو پورا مہر وصول کرنے کا حق ہے۔اگر اس کے پاس دوبارہ جانا چاہتی ہیں تو از سرنو نکاح ہوگا، رجوع کا حق ختم ہو گیا ہے۔</p>",6019,jameya-tur-rasheed,طلاق کے احکام,طلاق سے رجو ع کا بیان
2021-12-22,https://almuftionline.com/2021/12/22/5675/,کیا باہر اقامت کرنے والا اپنے گھر میں قصر کرے گا؟,"<p><span dir=""RTL"">کیا فرماتے ہیں مفتیان کرام اس مسئلہ کے بارے میں کہ   ایک شخص کا گھر لاہور میں ہے، لیکن وہ پڑھائی کے سلسلے میں     اسلام آباد گیا ہوا  ہے۔    اب اگر وہ شخص دو دن کے لیے واپس اپنے گھر لاہور  آئے گا تو وہ قصر نماز پڑھے گا یا پوری نماز ادا کرنا لازمی ہوگی؟                                         </span></p>","<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>لاہور اس شخص  کا وطن اصلی ہے، اس لیے اپنے گھر میں پوری نماز پڑ ھے گا۔</p>",5675,jameya-tur-rasheed,نماز کا بیان,مسافر کی نماز کابیان
2021-12-22,https://almuftionline.com/2021/12/22/5665/,کھیلوں میں دونوں طرف سےرقم یا کوئی چیزمقررکرنا,<p>جس طرح آجکل ہر قسم کےکھیلوں میں دونوں طرف سےکچھ رقم رکھ کرکھیلا جاتاہے،کیا یہ طریقہ درست ہے؟اگرپیسوں کےبجائےکوئی غذائی اشیاءمقررکرلیں توکیساہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>کھیلوں میں دونوں طرف سےرقم یاکوئی چیز مقررکرنااس طورپر کہ جوٹیم جیتےگی مکمل رقم اس کی ہوگی،یایہ شرط لگانا کہ جوٹیم ہارےگاوہ دوسری ٹیم کوکھاناکھلائےگی،مذکورہ دونوں صورتیں جوے(قمار)کےتحت داخل ہونےکی وجہ سےناجائزاورحرام ہے۔</p>",5665,jameya-tur-rasheed,سود اور جوے کے مسائل,جوا اور غرر کے احکام
2021-12-22,https://almuftionline.com/2021/12/22/5664/,قسطوں پرسامان لینےکاحکم,<p>قسطوں پر سامان لینا کیساہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>قسطوں پرسامان خریدنادرج ذیل شرائط  کےساتھ جائزہے:</p><ol>
<li>خریدوفروخت کےوقت یہ بات طےکرلی جائے کہ یہ معاملہ ادھارہورہاہےیانقد۔</li>
<li>قسطوں کی ادائیگی کےلیےمدت اورہرقسط کی مقدارطے کی جائے۔</li>
<li>عقدکےوقت یہ شرط نہ لگائی جائے کہ وقت سےپہلےقسطوں کی ادائیگی کی صورت میں شرطیہ  طورپرقیمت میں کمی کی جائیگی۔</li>
<li>کسی قسط کی تاخیر کی صورت میں قیمت میں اضافہ یاجرمانہ طےنہ کیاجائے۔</li>
</ol>",5664,jameya-tur-rasheed,خرید و فروخت کے احکام,خرید و فروخت کے جدید اور متفرق مسائل
2021-12-22,https://almuftionline.com/2021/12/22/5663/,ذخیرہ کیاہوامال نئی قیمتوں میں فروخت کرنا,"<p>ذخیرہ(<span dir=""LTR"">Stock</span>) کیا ہوامال نئی قیمتوں کےمطابق فروخت کرناکیساہے؟</p>","<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>ذخیرہ کیاہوامال نئی قیمتوں پرفروخت کرناجائزہے،البتہ کھانےپینےکی چیزوں کواس نیت سےذخیرہ کرنا کہ جب قیمت بڑھےگی توفروخت کروں گا،جبکہ ذخیرہ کرناشہریوں کےلیےپریشانی کاباعث ہوتوشرعاًجائزنہیں ہے۔</p>",5663,jameya-tur-rasheed,خرید و فروخت کے احکام,خرید و فروخت کے جدید اور متفرق مسائل
2021-12-22,https://almuftionline.com/2021/12/22/5662/,پینٹ شرٹ فروخت کرنےوالی دکان میں کام کرنا,<p>ایسی دوکان میں جس پرپینٹ شرٹ فروخت کی جاتی ہواس پرکام کرنادرست ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>ڈھیلی،ڈھالی پینٹ پہننا جائزہے،جبکہ ایساچست پینٹ پہنناجائزنہیں ہےجس سےجسم کی ساخت واضح ہوتی ہو،البتہ پینٹ کی خریدوفروخت  جائزہے،اور ایسی دکان میں کام کرنا بھی جائزہےجہاں پینٹ فروخت ہوتی ہو۔</p>",5662,jameya-tur-rasheed,اجارہ یعنی کرایہ داری اور ملازمت کے احکام و مسائل,ملازمت کے احکام
2021-12-22,https://almuftionline.com/2021/12/22/5661/,بالغ مردیاعورت کانابالغ یاقریب البلوغ لڑکوں کوپڑھانا,<p>بالغ مردیاعورت کانابالغ/قریب البلوغ،یابالغ لڑکا،لڑکی کوپڑھانادرست ہے؟اورعمررسیدہ خواتین کابالغوں کوپڑھاناکیساہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>لڑکی کابالغ یاقریب البلوغ لڑکوں کویامرد استاذکابالغ یاقریب البلوغ لڑکیوں کوبغیرپردہ کےتعلیم دیناجائز نہیں،البتہ اگرطلبہ وطالبات دونوں کےلیےعلیحدعلیحدہ انتظام ہوتوپردے کااہتمام کرتےہوئے مردکےلیے بالغ لڑکیوں کوتعلیم دینےکی گنجائش ہے،لیکن لڑکی کابالغ لڑکوں کوتعلیم دینےکا عمل نسبتاً زیادہ سنگین اورفتنےکاباعث ہے۔لہٰذااس سےبچنےکابھرپوراہتمام کرناضروری ہے،تاہم جہاں کوئی اور صورت ممکن نہ ہواورشدیدمجبوری کی صورت ہوتوپردےکی مکمل رعایت اورآوازمیں لچک وخوبصورتی پیدانہ کرنےکی شرط کےساتھ اس کی گنجائش ہوسکتی ہے۔اوراگرکہیں شرعی حدوداورپردےکااہتمام نہیں کیاجاتاہو،تومردکابالغ یاقریب البلوغ لڑکیوں کواورعورت کابالغ یاقریب البلوغ لڑکوں  کوتعلیم دینا جائزنہیں ہے۔</p><p>لہٰذا بہتر یہ ہےکہ لڑکوں کےلیےمردٹیچراورلڑکیوں کےلیےخواتین ٹیچرکومقررکرنےکااہتمام کیا جائے۔</p><p>البتہ عمررسیدہ خواتین کابالغ مردوں کوپڑھانےکی اس شرط کےساتھ گنجائش ہےکہ عورت  پردہ میں ہو، اورپڑھانےمیں کسی قسم کےفتنے کا اندیشہ نہ ہو۔</p>",5661,jameya-tur-rasheed,جائز و ناجائزامور کا بیان,پردے کے احکام
