issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,category_lvl_1,category_lvl_2
2021-07-12,https://almuftionline.com/2021/07/12/4820/,دعا میں درود شریف کی مقدارسے متعلق ایک حدیث کی تحقیق,<p>حضرت ابی بن کعب رضی اللہ عنہ سے منسوب ایک روایت کی تحقیق اور تصدیق مطلوب ہے جس میں اوقات دعا میں درود شریف کے لیے کتنا وقت مقدار مقررکیا جائے ؟ اس بارے میں درود شریف کی اہمیت وفضیلت کے پیش نظر   چوتھائی، ،نصف ،دو تہائی اور کل وقت درود شریف کے لیے مختص کرنے کی فضیلت وراد ہوئی ہے، اس حدیث کی تحقیق مطلوب ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>یہ حدیث صحیح ہے۔تشریح کے لیے فضائل درود شریف فصل اول حدیث نمبر ۹ کے تحت فوائد ملاحظہ ہوں۔</p>",4820,jameya-tur-rasheed,ذکر،دعاء اور تعویذات کے مسائل,رسول اللہ  صلی اللہ علیہ وسلم پر درود وسلام بھیجنے کے مسائل )  درود سلام کے (
2021-07-12,https://almuftionline.com/2021/07/12/4759/,سجدہ سہو میں ایک سجدہ کرنے کا حکم,<p>اگر سجدہ سہو واجب ہو گیا ہو اور بندہ آخر میں سجدہ سہو کے لیے سلام پھیر لے لیکن اس کےبعد بھی ایک سجدہ کیا ( سجدہ سہو ) میں تو نماز کا کیا حکم ہے ؟ رہنمائی فرمائیں۔</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>واضح رہے کہ سجدہ سہو میں دو سجدے کرنا ضروری ہیں ۔اگر سجدہ سہو میں ایک سجدہ کیا تو سجدہ سہو ادا نہیں ہوا ، لہذا صورت مسئولہ میں نماز کا اعادہ ضروری ہے ۔</p>",4759,jameya-tur-rasheed,نماز کا بیان,سجدہ سہو کابیان
2021-07-12,https://almuftionline.com/2021/07/12/4758/,نابالغ بھائی کی موجودگی میں وراثت کی تقسیم,<p>میرے والد صاحب کا چند دن پہلے انتقال ہوا اور وراثت میں کچھ مال چھوڑا ۔ میرا ایک بھائی نابالغ ( 13 سال ) ہے۔اب اس نابالغ بھائی کی موجودگی میں والد صاحب کے متروکہ اموال کے استعمال کا کیا حکم ہے ؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>اگر آپ کا بھائی واقعتاً نابالغ ہے اور اس میں اتنا عقل و شعور نہیں ہے کہ وہ اپنے مال کی حفاظت کر سکے یا اسے صحیح جگہ استعمال کر سکے تو اس صورت میں وراثت کی تقسیم کے بعد اس کےحصہ میں آنے والے مال کی امانت و دیانت کے ساتھ حفاظت ضروری ہے ۔انتہائی احتیاط کے ساتھ اس کے مال کا حساب کتاب رکھا جائے گا ، البتہ اس کی ضروریات پر متوسط انداز میں خرچہ کیا جا سکتا ہے ۔ بلوغت کے بعد مال چھوٹے بھائی کے سپرد کیا جانا ضروری ہے ۔</p>",4758,jameya-tur-rasheed,جائز و ناجائزامور کا بیان,بچوں وغیرہ کے نام رکھنے سے متعلق مسائل
2021-07-12,https://almuftionline.com/2021/07/12/4715/,باپردہ  عورت کا بیوٹی پارلر سے  تیار ہونے کاحکم,<p>باپردہعورت کا بیوٹی  پارلر  سے تیار  ہونا  کیسا  ہے ؟بیوٹی  پار لر چلانے  والی خواتین اکثر  دین کے بارے میں علم نہیں  رکھتیں ، ان کے پاس جاکر میکپ  وغیرہ کروانا  ان کو  اجرت دینا جائز ہے یانہیں؟کیا  یہ فضول خرچی میں  تو نہیں  آتا ۔</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>شریعت  مطہرہ نے  خواتین کو بناؤ سنگھار  کی ایک حد تک اجازت  دی ہے ، مثلا  خواتین کو حکم ہے کہ  اپنے ہاتھوں پر مہندی لگایا کریں ، بالوں کو کنگی کریں ،تیل لگائیں ،نیز شادی  شدہ  خواتین کو اپنے شوہروں  کو خوش کرنے کی نیت سے  زیب وزینت  اختیا ر کرنے کی ترغیب بھی دی ہے۔</p><p>خواتین کے لئے زیب وزینت  کا  اصل طریقہ یہ ہےکہ ہر خاتون  اپنے گھر کے اندراس کا  انتظام کریں   کہ خاتون خوداپنے ہاتھوں پرمہندی لگالے،چہرے کا داغ دھبہ ختم کرنے کے لئے پاوڈر یاکریم وغیرہ کوئی پاک  چیز  استعمال کرلے،اسی طرح  گھر کی خواتین  آپس میں ملکر  ایک دوسرے کو  مہندی لگالیں ،بالوں میں کنگی کرلیں  ، یا شادی کے خاص موقع پر کسی باپردہ  خاتون  کو جواس کام میں ماہر ہو گھر  بلاکر  اس  سے  جائز  حدود میں رہ کر بناؤ سنگھار  کروایا جائے ،یہ ساری  صورتیں شرعا جائز ہیں ۔ اور جائز کام کی اجرت لینا دینا بھی جائز ہے ۔</p><p>لیکن  کسی خاتون کا بناؤ سنگھار میں  اس قدرغلو کرنا کہ بناؤ سنگھار  کی وجہ سے  وہ کا فر  فاسق اوربے دین عورتوں کے    مشابہ ہوجائے ،مثلا  زیب وزینت کے نام پر بھوئیں کٹوانا ،چننا، یاسر کے بالوں کو کٹواکر  چھوٹے  کروانا،یا کوئی ایسی کریم استعمال کرناجس کی تہ جمتی ہو  جو وضوء غسل کی صحت سے  مانع ہو ، بناؤ سنگھار کے نام پر ایسے کام   گھر میں  خود کرنا بھی جائز نہیں  اور کسی  بے دین  خاتون سے کروانا بھی جائز نہیں ،اوراس پر اجرت کا لین دین بھی جائز نہیں ۔</p><p>نیز کسی خاتون کا  ایسے  بیوٹی پالر جانا  بھی جائز نہیں جو گھر سے فاصلے پر ہونے کی وجہ سے آنے جانے میں  فتنے میں مبتلا ہونے کا اندیشہ ہو،یا وہاں  مرداور خواتین کا اختلاط ہو، یا سینٹر میں کام کرنے والی خواتین بے دین  ہوں  یا مرد ہوں ۔</p><p>    خلاصہ یہ ہے کہ خواتین کے لئے  جائز حدود میں رہ کر  خود  زیب وزینت حاصل کرنا جائزہے  خصوصا  اگر شوہر کو خوش کرنے کی نیت سے  ہوتواجر وثواب کا باعث ہے ،لیکن آج کے دور میں  بیوٹی پارلر کے نام سےجو سینٹرزبنےہوئےہیں ان میں  عموما  خلاف  شرع  امور کا ارتکاب پایا جاتا ہے ،  اس لئے دیندار خواتین کو بیوٹی  پالر میں  جانے سے اجتناب کرنا چاہئے ۔</p>",4715,jameya-tur-rasheed,جائز و ناجائزامور کا بیان,لباس اور زیب و زینت کے مسائل
2021-07-12,https://almuftionline.com/2021/07/12/4708/,والداگرزندگی میں بعض اولادکو کچھ دیدے تو کیا اس میں  بھی میراث جاری ہوگی؟,<p>کیافرماتے ہیں علماء کرام اس مسئلہ کے بارے میں کہ</p><p>ہم تین بھائی اوردو بہنیں ہیں ،والد صاحب نے اپنی حیات میں ایک مکان اپنے سب سے چھوٹے بیٹے کو دیدیا تھا اورایک دکان مجھے اوربڑے بھائی کو دی تھی اورکچھ رقم ایک بیٹی کو دی تھی اوردوسری بیٹی جوکہ مالی لحاظ سے کافی بہترہے، اس کو کچھ بھی نہیں دیاتھا،2020میں والدصاحب وفات پاگئے تو باقی  جائیداد شرعی طورپر سب ورثہ میں تقسیم کی گئی ۔</p><p>         اب سوال یہ ہے کہ کیا اس معاملے میں میرے ذمہ کچھ باقی ہے ؟ تاکہ میں اسے واپس کرکے آخرت کے مواخذے سے بچ سکوں ؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p> قرآن حدیث  کی روشنی میں یہ بات واضح ہے کہ<span dir=""LTR"">”</span>میراث <span dir=""LTR""> “</span>کا تعلق آدمی کے مرنے کے بعدچھوڑے  ہوئے ترکہ سے ہے،لہذامرحوم نے اپنے سب سے چھوٹے بیٹے کو اپنی زندگی میں جومکان عطیہ کیا تھا اوراسی طرح ایک بیٹی کوجو رقم عطیہ کی تھی اگر  مرحوم نے یہ چیزیں مالکانہ حقوق کے ساتھ عملاً قابض بناکران کو  دی تھی تو یہ ہبہ درست ہوا   اور مذکورہ مکان بیٹے کااوررقم بیٹی کی ملکیت ہوگئی تھی،لہذا یہ دوچیزیں  مرحوم کے ترکہ میں شامل نہیں ہوں گی،لیکن اس ہدیہ کے باوجود مرحوم  کامذکورہ بیٹا اورمذکورہ  بیٹی دوسرے ورثاء کے ساتھ باقی ترکہ میں اپنے شرعی حصوں کے حساب سے شریک ہوں گے، اس ہدیہ کی وجہ سے ان کی میراث نہ ختم کی جاسکتی ہے اورنہ اس میں کمی کی جاسکتی ہے۔</p><p>جہاں تک مرحوم کے ایک ہی دکان اپنے دوبیٹوں کو اپنی زندگی میں عطیہ کرنے کا حکم ہے تو وہ دکان اگر ناقابلَ تقسیم تھی یعنی اتنی بڑی نہیں تھی کہ تقسیم کے بعد اس سے فائدہ حاصل کیاجاسکے تو پھر یہ ہبہ بھی سابقہ ہبہ کی طرح درست ہوا ، بشرطیکہ مرحوم نے یہ دکان مالکانہ حقوق کے ساتھ عملاً قابض بناکران کو دیا ہو،صرف کاغذی کاروائی نہ کی ہو۔ اوراگر وہ دکان قابلَ تقسیم تھی یعنی اتنی بڑی تھی کہ تقسیم کے بعدبھی اس سے  فائدہ حاصل کیاجاسکے اور والد نے تقسیم کے بغیرہبہ کرکے دیاہو تو پھر یہ قابلِ تقسیم مشترک چیز کا ہبہ ہونے کی وجہ سے شرعا ًدرست نہیں ،لہذا اس صورت میں یہ دکان مرحوم کے ترکہ میں شامل ہوکر ترکہ کی دیگر چیزوں کی طرح تمام ورثہ میں تقسیم ہوگی ۔</p><p>واضح رہے کہ زندگی  میں  اولاد کو کچھ دینا ہبہ ہے، میراث کی تقسیم نہیں ،کیونکہ میراث موت کے بعدتقسیم کی جاتی ہے۔کسی کو کوئی چیز ہبہ کرنا  اورنہ کرنا یہ بندے کا اختیاری عمل ہے ، اس میں  وہ شرعاً  مجبورنہیں،  تاہم اگرکوئی  اپنی خوشی سے  اولاد کو  زندگی میں کچھ دینا چاہے تو شرعاً  اس کی بھی  اجازت ہے اوراس  میں  پھر  افضل یہ  ہے کہ تمام  بیٹوں  اور بیٹیوں کو برابر  دیاجائے اوران  میں بلاشرعی وجہ تفریق  نہ کی جائے ۔</p><p>مسئولہ صورت میں آپ کے والدصاحب نے اولاد میں سےتین کو توعطیہ کیا مگرچوتھی بیٹی جو بقول سائل مالی لحاظ سے کافی بہترتھی کچھ نہیں دیا،افضل یہ تھاکہ آپ کے والد صاحب تمام  بیٹوں اوربیٹیوں کودیتے اورکسی ایک کوبھی محروم نہ کرتے اوربرابرسرابر دیتے،ان  میں تفریق  نہ کرتے ، تاہم  اگران کی چوتھی بیٹی کو تکلیف دینے  اورمحروم کرنےکی  نیت   نہ تھی بلکہ دیگراولادکےفقراورچوتھی بیٹی کی مالداری کی وجہ سے انہوں نے ایساکیاکہ تین کو دیاورایک کونہیں دیا تو امیدہے کہ ان کا یہ عمل آخرت میں قابلِ مواخذہ نہیں ہوگا۔</p><p>اب آپ کےاصل سوال کا جواب یہ ہے کہ جب والد صاحب کی باقی ماندہ میراث آپ نے شرعی حصص کےحساب سےورثہ میں تقسیم کردی اورمذکورہ بالاتفصیل کے مطابق دکان کا ہبہ بھی صحیح ہوگیا تھا تو آپ کے ذمہ اب کچھ بھی نہیں ہے ، آپ بری الذمہ ہیں اوراگردکان کا ہبہ تفصیل بالاکی روشنی میں صحیح نہیں ہوا تھا تو پھر آپ کے ذمہ اس دکان کو ورثہ میں ان کے شرعی حصوں کے حساب سےتقسیم کرنا لازم ہوگا، اورآپ کو بھی اس میں اپنا شرعی حصہ پائیں گے۔</p>",4708,jameya-tur-rasheed,میراث کے مسائل,میراث کے متفرق مسائل
2021-07-11,https://almuftionline.com/2021/07/11/5175/,جاز کیش اکاؤنٹ سے کسی کو لوڈ کرنے پر ملنے والے فری منٹس کا حکم,<p>کوئی بندہ اپنے جاز کیش اکاؤنٹ میں جو پیسے رکھتا ہے ان پر کمپنی کی جانب سے جو منٹ،ایم بی اور ایس ایم ایس ملتے ہیں وہ تو سود کے زمرے میں آتے ہیں،لیکن اگر بندہ اپنے اکاؤنٹ سے کسی کو لوڈ بھیجتا ہے تو اس لوڈ بھیجنے پر کمپنی کی جانب سے جو منٹ،ایم بی اور ایس ایم ایس ملتے ہیں انہیں استعمال کرنا کیسا ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>چونکہ مذکورہ سہولیات کے لیے کمپنی کی جانب سے اکاؤنٹ ہولڈر کے اکاؤنٹ میں کسی مخصوص اور متعین مقدار میں رقم رکھوانے کی شرط نہیں ہے،بلکہ کمپنی کی ایپ استعمال کرنے کے نتیجے میں صارف کو یہ سہولیات کمپنی فراہم کرتی ہے جس کی وجہ سے شرعا انہیں سود نہیں کہا جاسکتا،بلکہ یہ سہولیات انعام کے زمرے میں آتی ہیں،اس لیے ان کا استعمال جائز ہے۔</p>",5175,jameya-tur-rasheed,سود اور جوے کے مسائل,سود اورجوا کے متفرق  احکام
2021-07-11,https://almuftionline.com/2021/07/11/4760/,گانے باجے اور مخلوط ماحول کی دعوت میں شرکت کرنے کا حکم,<p>اگر شادی بیاہ کی تقریب میں مخلوط ماحول اور گانے ہوں تو کیا کانوں میں ہیڈ فون لگا کر اور نظروں کی حفاظت کر کے جا سکتے ہیں ؟اگررشتے داری ٹوٹنے کا بھی خطرہ ہو تو کیا ایسی شادیوں میں شرکت کرنا جائز ہے ؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>شادی بیاہ کی ایسی تقریب جو مخلوط ماحول، موسیقی و دیگر فضولیات سے آلودہ ہو ، اس میں شرکت کرنادرست نہیں۔اگر پہلے سے معلوم ہو کہ تقریب میں یہ سب خرافات ہونی ہیں تو ایسی تقریب میں شریک ہونا بالکل درست نہیں، البتہ اگر پہلے سےاس بات کا علم نہ ہو اور وہاں پہنچنے پر یہ بات پیش آئے یا قریبی عزیز کی شادی ہو اور شرکت نہ کرنے پر قطع تعلقی کا اندیشہ ہو تو اس نیت سے جائے کہ ان منکرات پر رد کرے گا اور انہیں روکنے کی کوشش کرے گا ، پھر وہاں جاکر ایسا ہی کرے ۔ اگر لوگ باز نہ آئیں تو تقریب چھوڑ دے ۔</p>",4760,jameya-tur-rasheed,جائز و ناجائزامور کا بیان,جائز و ناجائز کے متفرق مسائل
2021-07-11,https://almuftionline.com/2021/07/11/4726/,والد کی موجودگی میں جو مال بیٹے کماتےہیں کیاوہ مال  والد کی وفات پر ان کی میراث میں شامل ہوگا ؟,<p>کیافرماتے ہیں علماء کرام اس مسئلہ کے بارے میں کہ</p><p>      والد کی موجودگی میں جو مال بیٹے کماتےہیں کیا وہ مال والد کے مرنے کےبعدوراثت میں تقسیم ہوتا ہے یا نہیں؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>والدکی زندگی میں ہربیٹے نے جو ذاتی کمائی  کی ہے اگر وہ اس نےوالد کو ہدیہ نہ کیا ہو،انہیں کے پاس رہاہو یا والد کے پاس بطورامانت یا قرض رکھا ہوتو یہ صرف اس کی ملکیت ہے،اس میں والد کی میراث جاری نہیں ہوگی اوراگر یہ رقم اس نے والد کو ہدیہ کردی ہواورقبضہ بھی کرادیا ہوتو پھر والد کی دیگر اموال کی طرح  اس میں میں بھی میراث جاری ہوگی ۔</p>",4726,jameya-tur-rasheed,میراث کے مسائل,میراث کے متفرق مسائل
2021-07-11,https://almuftionline.com/2021/07/11/4725/,18سال  تک میراث کی زمینوں سےبعض ورثہ﴿بھائی﴾ جوانتفاع کرتے رہے کیا اس میں بہنوں  کا   حصہ ہوگا؟,<p>کیافرماتے ہیں علماء کرام اس مسئلہ کے بارے میں کہ</p><p>2003کومیرے والد صاحب کا انتقال ہوا اوروراثت تقسیم نہیں کی گئی،اوربھائی ان 18سالوں میں میراث کی زمینوں سےفصلیں لیتے رہےاورکماتے رہے،بہنوں کو کبھی کچھ نہ دیا، تو آیاان18سالوں کا حساب بھائیوں کے ذمہ بنتاہے یانہیں؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>اٹھارہ سال تک مشترکہ موروثی زمینیں کاشت کرکےآپ کے بھائی جوفصلیں لیتے رہے اورکماتے رہےاس کاحکم یہ ہے کہ اگریہ کاشت کاری انہوں نے باقی ورثہ کی اجازت سے اپنے لیے کی تھی تو پھر ان اٹھارہ سالوں کی فصلیں اورکمائی ان کی ہے،باقی ورثہ کا اس میں کوئی حصہ نہیں اوراگر باقی ورثہ کی اجازت کے بغیروہ یہ موروثی زمینیں اپنے لیے کاشت کرتے رہے ہیں تو پھر اس کا حکم مغصوبہ زمین کاشت کرکے اس سےحاصل ہونے نفع کی طرح ہوگا جس کی تفصیل یہ ہے کہ ارضِ مغصوبہ سے حاصل شدہ نفع غاصب کاہی ہوتاہے۔ جیساکہ رد المحتار کی آنے والی عبارت سے معلوم ہوتا ہے، لیکن اس میں سے فقط اپنے حصّہ وراثت کے مطابق کاشت کرنے والے بھائیوں کے لیے  حلال ہوتاہے اور باقی نفع خبیث ہوتاہے، جسے یا تو وہ ورثہ کو ان کے حصوں کے بقدر دےگا یا پھرمحتاجوں پرصدقہ کرےگا۔</p>",4725,jameya-tur-rasheed,میراث کے مسائل,میراث کے متفرق مسائل
2021-07-11,https://almuftionline.com/2021/07/11/4724/,کیاشرعی وارث کےلیے وصیت کی جاسکتی ہے ؟,<p>کیافرماتے ہیں علماء کرام اس مسئلہ کے بارے میں کہ</p><p>کیا اسلام میں ورثہ کےلیے وصیت کی جاسکتی ہے؟اگرکوئی کرلے تو اس کا کیاحکم ہوگا؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>      شرعاً کسی وارث کے لیے وصیت کرنا معتبرنہیں،وصیت صرف غیر وارث کےلیے ہوسکتی ہے، البتہ اگروہ کرلے اور مرحوم کے انتقال کے بعد ورثاء اپنی خوشی سے اس وصیت پرعمل کرلےتوایساکرناجائزہے، بشرطیکہ وہ سب عاقل بالغ ہوں۔ لیکن اگر  ورثاء اس وصیت پر عمل  کرنےکیلئےراضی نہ ہوں تو پھر اس طرح کی وصیت باطل ہوگی،اوراس کا اعتبارنہیں ہوگا۔</p>",4724,jameya-tur-rasheed,وصیت کا بیان,متفرّق مسائل
