issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,category_lvl_1,category_lvl_2
2016-10-25,https://almuftionline.com/2016/10/25/543/,مطلقہ کامیراث میں حصہ ہوگایانہیں؟,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4>",543,jameya-tur-rasheed,میراث کے مسائل,میراث کے متفرق مسائل
2016-10-20,https://almuftionline.com/2016/10/20/545/,نمازروزوں کافدیہ کس طرح دیاجائے؟,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4>",545,jameya-tur-rasheed,میراث کے مسائل,میراث کے متفرق مسائل
2016-10-20,https://almuftionline.com/2016/10/20/544/,بیٹااگرغائب ہوتواس کے حصے کاکیاکیاجائے؟,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4>",544,jameya-tur-rasheed,میراث کے مسائل,میراث کے متفرق مسائل
2016-10-19,https://almuftionline.com/2016/10/19/453/,مناسخہ کی ایک صورت کا حکم,<p>ایک شخص برہان علی فوت ہوا۔ اس کے ورثاء میں بیوی اور تین بیٹے تھے۔ابھی وراثت تقسیم نہیں ہوئی تھی کہ برہان علی کا ایک بیٹا ؛زید فوت ہوگیا۔زید کے ورثاء میں اس کی بیوی ،ماں،ایک بیٹی اور ایک بیٹا تھے۔اس کے بعد بھی وراثت تقسیم نہیں کی گئی اور مال مشترک رہاکہ زید کابیٹا اسلم فوت ہوگیا،جس کے ورثاء میں ؛بیوی،ماں،دادی، ایک بیٹی اور دو بیٹے تھے۔ اب ورثاء برہان علی کا مال تقسیم کرنا چاہتے ہیں ،لہذاآپ سے یہ پوچھنا ہے کہ برہان علی کا مال ان ورثاء میں کیسے تقسیم کیا جائے گا؟ اوپر ذکرکردہ ورثاء میں سے کس کس کومال میں سے حصہ ملے گا؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>سوال میں مذکورصورت میں چونکہ تین لوگ فوت ہوئے ہیں اور ان میں سے ہر ایک دوسرے کا وارث بھی ہے،لہذا ذیل میں بالترتیب تینوں میتوں کے مال کی تقسیم ملاحظہ ہوبرہان علی کے مال میں سے اس کی بیوی کو آٹھواں حصہ(.512فیصد) ملے گا۔ باقی مال تین بیٹوں میں برابر برابر تقسیم ہوگا یعنی ہر ایک بیٹے کو (29.167 فیصد) حصہ ملےگا۔ اس کے بعدچونکہ زید فوت ہوا ہے،لہذا زید کا حصہ یعنی (29.167 فیصد)اس کے ورثاء میں تقسیم ہوگا۔ 1۔برہان علی: (مال:100فیصد) 2۔زید: (مال:29.167فیصد) زید کے مال میں سے اس کی بیوی کو آٹھواں حصہ (3.646فیصد) ملے گا،والدہ کو چھٹا(4.861فیصد) حصہ ملےگا اور باقی مال بیٹے اور بیٹی میں اس طرح تقسیم کیا جائے گا کہ بیٹے کو بیٹی سے دو گنا حصہ ملےیعنی بیٹے کو (13.774فیصد) اور بیٹی کو(6.887فیصد) حصہ ملےگا۔ یہ تو اس مال کی تقسیم ہے جو زید کو برہان علی سے ملا ہےاوراگر بوقت وفات زیدکے پاس اس کےعلاوہ بھی مال تھا تو اس صورت میں دونوں مالوں کو جمع کرلیا جائے،پھر کل مال جتنا بھی ہوجائے اس میں تقسیم کا طریقہ کار یہی ہوگایعنی آٹھواں حصہ زیدکی بیوی ،چھٹا حصہ والدہ اور باقی مال بیٹے اور بیٹی میں اس طرح تقسیم کیا جائے گا کہ بیٹے کو بیٹی سے دو گنا حصہ ملےگا۔پھراس کے بعداسلم فوت ہوا ہے،لہذااسلم کا حصہ یعنی (13.774فیصد)اس کے ورثاء میں تقسیم ہوگا۔ 3۔اسلم: (مال: 13.774فیصد) اسلم کے مال میں سےاس کی بیوی کو آٹھواں حصہ (1.722فیصد) ،والدہ کو چھٹا(2.295فیصد) حصہ اور باقی مال دوبیٹوں اور بیٹی میں اس طرح تقسیم کیا جائے گا کہ ہربیٹے کو بیٹی سے دو گنا حصہ ملے یعنی باقی مال کے پانچ حصے کر لیے جائیں،پھر ان میں سے ہر بیٹے کو دو حصے(3.902فیصد) اور بیٹی کو (1.951فیصد)حصہ ملےگا،نیزاگر بوقت وفات اسلم کے پاس اس کےعلاوہ اپنا ذاتی مال بھی تھا تو اس میں وہی تفصیل ہے جو زید کے حوالے سے ذکر کی گئی ہے۔ خلاصہ : سوال میں چونکہ برہان علی کی وراثت کی تقسیم کا پوچھا گیا ہے،لہذاموجودہ صورت میں برہان علی کے مال میں سے جن ورثاءکو حصہ ملے گا،آسانی کے لیے ذیل میں ان کاجدول ملاحظہ ہو: وارث فیصدی حصہ زوجہ (برہان علی) 12.5فيصدبرہان علی اور 4.861فیصدزید کے مال سے یعنی کل مال 17.361فیصد بیٹا (برہان علی) 29.167فیصد دوسرابیٹا (برہان علی) 29.167فيصد زوجہ (زید) 3.646فیصدزید اور 2.296فیصد حصہ اسلم کے مال میں سے یعنی کل 5.942فیصد بیٹی (زید) 6.887فیصد زوجہ (اسلم) 1.722فیصد بیٹا (اسلم) 3.902فیصد دوسرابیٹا (اسلم) 3.902فیصد بیٹی(اسلم) 1.951فیصد ٹوٹل 100.000فیصد</p>",453,jameya-tur-rasheed,میراث کے مسائل,مناسخہ کے احکام
2016-10-19,https://almuftionline.com/2016/10/19/452/,تقسیم سے پہلے مال میراث میں تصرف کا حکم,<p>2۔ زید کے ذاتی گھر کا کرایہ ،اسلم بغیر تقسیم میراث کے لیتا رہا اور اپنی بہن کے ساتھ تحائف کا لین دین بھی کرتا رہا، شرعا اس کرایہ اور ان تحائف کا کیا حکم ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4><p>مال میراث میں تما م ورثاء بحیثیت مالک شریک ہوتے ہیں اور اس مال سے حاصل ہونے والے فوائد میں بھی اپنے اپنےحصہ کے بقدر سب شریک ہوتے ہیں،کسی ایک شریک کا سارامال یا اس سے حاصل ہونے والا نفع باقیوں کی اجازت کے بغیر لینا جائز نہیں ہوتا۔ موجودہ صورت میں چونکہ سارا کرایہ اسلم نے لیا ہے،لہذا باقی ورثاء (جو زید کے ترکہ میں اسلم کے ساتھ شریک ہیں)کے حصہ کے بقدر پیسے اسلم کے ذمہ قرض ہیں۔ لیکن چونکہ اسلم فوت ہو چکا ہے،لہذااب ادائیگی کی صورت یہ ہے کہ اسلم کے ورثاءحساب لگا ئیں کہ اسلم نے کرایہ کی مد میں کل کتنے پیسے حاصل کیے تھے ،پھر اس میں جو اس کا اپناحصہ بنتا ہے وہ نکال کر باقی پیسے جن ورثاءکے بنتے ہیں ان کو ان کے حصوں(جس کے تفصیل گزر چکی)کےبقدرادا کریں۔یہ پیسے ادا کرنے کے بعد جو مال بچے پھر وہ اسلم کے ورثاء میں تقسیم کیا جائے گا،کیونکہ یہ پیسے ادا کرنا اسلم پر قرض تھا او رمال میراث میں سے پہلے قرض ادا کیا جاتاہے ،پھر کوئی مال بچ جائے تو وہ ورثاء کو ملتا ہے۔تاہم اس صورت میں یہ بھی ممکن ہےکہ زید کے مال میں جو ورثاء اسلم کے ساتھ شریک تھے وہ سب اس کو معاف کر دیں،اس صورت میں یقینا وہ ماجور ہوں گے۔</p>",452,jameya-tur-rasheed,میراث کے مسائل,میراث کے متفرق مسائل
2016-10-18,https://almuftionline.com/2016/10/18/557/,کیاکسی کی ہدایت کے لئے رسول کااسی جنس سے ہوناضروری ہے؟,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4>",557,jameya-tur-rasheed,قرآن کریم کی تفسیر اور قرآن سے متعلق مسائل کا بیان,متفرّق مسائل
2016-10-16,https://almuftionline.com/2016/10/16/695/,دین میں زیادتی جائزہے یانہیں؟,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4>",695,jameya-tur-rasheed,گروی رکھنے کا بیان,متفرّق مسائل
2016-10-13,https://almuftionline.com/2016/10/13/456/,کورٹ میں ایک ساتھ تین طلاقیں دینے کا حکم,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4>",456,jameya-tur-rasheed,طلاق کے احکام,تین طلاق اور اس کے احکام
2016-10-11,https://almuftionline.com/2016/10/11/675/,جوامام نماز میں ضاد کی ظاپڑھے تواس کے پیچھے نمازکاحکم,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4>",675,jameya-tur-rasheed,نماز کا بیان,قراءت کے واجب ہونے اور قراء ت میں غلطی کرنے کا بیان
2016-10-11,https://almuftionline.com/2016/10/11/672/,جس امام سے لوگ ناراض ہوں،اس کی امامت کاحکم,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ

</h4>",672,jameya-tur-rasheed,نماز کا بیان,امامت اور جماعت کے احکام
