issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,category_lvl_1,category_lvl_2
2023-07-24,https://almuftionline.com/2023/07/24/10631/,"""حضرت بلال رضی اللہ عنہ کا آپ ﷺ کی اونٹنی کی نکیل پکڑ کر جنت میں داخل ہونا” تحقیقِ روایت",<p>حضرت بلال رضی اللہ عنہ کا آپ ﷺ کی اونٹنی کی نکیل پکڑ کر جنت میں داخل ہونا، کسی حدیث سے ثابت ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ</h4><p>سوال میں مذکورہ روایت حدیث کی صحیح بلکہ ضعیف کتابوں سے ہمیں نہیں ملی، اس لیے بظاہر یہ موضوع روایت ہے۔ اس کو نقل کرنے سے احتراز لازم ہے۔ البتہ ایک صحیح حدیث میں یہ بات مذکور ہے کہ آپ ﷺ نے حضرت بلال رضی اللہ عنہ سے دریافت کیا کہ تمہارا ایسا کونسا عمل ہے جس کی وجہ سے مجھے خواب کے اندر تمہارے جوتوں کی آواز جنت میں مجھ سے آگے آگے سنائی دے رہی تھی؟ حضرت بلال رضی اللہ عنہ نے عرض کیا کہ میرا ہر وضو کے بعد دو رکعت (تحیۃ الوضوع) پڑھنے کا معمول ہے۔</p><h6 class=""has-text-align-right"">حوالہ جات</h6><h5><h5><strong>صحيح البخاري (386/1):</strong></h5>
<h5><span dir=""RTL"">""عن أبي هريرة - رضي الله عنه -: أن النبي - صلى الله عليه وسلم - قال لبلال عند صلاة الفجر: </span><span dir=""RTL"">«</span><span dir=""RTL"">يا بلال! </span><span dir=""RTL"">‌</span><span dir=""RTL"">حدثني </span><span dir=""RTL"">‌</span><span dir=""RTL"">بأرجى </span><span dir=""RTL"">‌</span><span dir=""RTL"">عمل عملته في الإسلام، فإني سمعت دف نعليك بين يدي في الجنة</span><span dir=""RTL"">»</span><span dir=""RTL"">. قال: ما عملت عملا أرجى عندي: أني لم أتطهر طهورا، في ساعة ليل أو نهار، إلا صليت بذلك الطهور ما كتب لي أن أصلي.""</span></h5>
</h5><p>محمد مسعود الحسن صدیقی</p><p>دارالافتاء جامعۃ الرشید، کراچی</p><p><span dir=""RTL"">05/محرم الحرام/1444ھ</span></p><h6 class=""has-text-align-center"">واللہ سبحانہ وتعالی اعلم</h6><figure class=""wp-block-table""><table><tbody><tr><td><h3>مجیب</h3></td><td>محمد مسعود الحسن صدیقی ولد احمد حسن صدیقی</td><td><h3>مفتیان</h3></td><td>سیّد عابد شاہ صاحب / محمد حسین خلیل خیل صاحب</td></tr></tbody></table></figure>",10631,jameya-tur-rasheed,حدیث سے متعلق مسائل کا بیان,متفرّق مسائل
2023-07-24,https://almuftionline.com/2023/07/24/10632/,آپ ﷺ کا وقتِ موت پر بھروسہ نہ رکھنے والی روایت کی حقیقت,<p>آپ ﷺ کا ارشاد: مجھے موت کا اتنا بھروسہ بھی نہیں کہ ایک طرف سلام پھیروں تو دوسری طرف بھی پھیر سکوں گا یا نہیں، حدیث سے ثابت ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ</h4><p>سوال میں مذکورہ روایت حدیث کی صحیح بلکہ ضعیف کتابوں سےہمیں نہیں ملی، اس لیے بظاہر یہ موضوع روایت ہے۔ ایسی من گھڑت روایت کو نقل کرنے سے احتراز لازم ہے۔</p><h6 class=""has-text-align-right"">حوالہ جات</h6><h5></h5><p>محمد مسعود الحسن صدیقی</p><p>دارالافتاء جامعۃ الرشید، کراچی</p><p><span dir=""RTL"">05/محرم الحرام/1444ھ</span></p><h6 class=""has-text-align-center"">واللہ سبحانہ وتعالی اعلم</h6><figure class=""wp-block-table""><table><tbody><tr><td><h3>مجیب</h3></td><td>محمد مسعود الحسن صدیقی ولد احمد حسن صدیقی</td><td><h3>مفتیان</h3></td><td>سیّد عابد شاہ صاحب / محمد حسین خلیل خیل صاحب</td></tr></tbody></table></figure>",10632,jameya-tur-rasheed,حدیث سے متعلق مسائل کا بیان,متفرّق مسائل
2023-07-24,https://almuftionline.com/2023/07/24/10633/,"""ابو جہل کے ہاتھوں میں کنکریوں کا آپ ﷺ کی شہادت دینا” روایت کی حقیقت",<p>ابو جہل کے ہاتھوں میں کنکریوں کا آپ ﷺ کی شہادت دینا، کسی حدیث سے ثابت ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ</h4><p>سوال میں مذکورہ واقعہ حدیث کی صحیح بلکہ ضعیف کتابوں سےہمیں نہیں ملا، اس لیے بظاہر یہ موضوع قصہ ہے۔ ایسے من گھڑت قصے کو نقل کرنے سے احتراز لازم ہے۔</p><h6 class=""has-text-align-right"">حوالہ جات</h6><h5></h5><p>محمد مسعود الحسن صدیقی</p><p>دارالافتاء جامعۃ الرشید، کراچی</p><p><span dir=""RTL"">05/محرم الحرام/1444ھ</span></p><h6 class=""has-text-align-center"">واللہ سبحانہ وتعالی اعلم</h6><figure class=""wp-block-table""><table><tbody><tr><td><h3>مجیب</h3></td><td>محمد مسعود الحسن صدیقی ولد احمد حسن صدیقی</td><td><h3>مفتیان</h3></td><td>سیّد عابد شاہ صاحب / محمد حسین خلیل خیل صاحب</td></tr></tbody></table></figure>",10633,jameya-tur-rasheed,حدیث سے متعلق مسائل کا بیان,متفرّق مسائل
2023-07-24,https://almuftionline.com/2023/07/24/10634/,دورانِ نماز والدین کی پکار پر نماز چھوڑ کر جانے والی روایت کی حقیقت,<p>دورانِ نماز والدین کی پکار پر نماز چھوڑ کر جانے والی روایت کی کیا حقیقت ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ</h4><p>سوال میں مذکورہ روایت کو أبو بكر أحمد بن الحسين البيهقي نے شعب الإيمان میں ذکر کیا ہے، روایت کے الفاظ یہ ہیں:</p><p><strong>شعب الإيمان لأبي بكر أحمد بن الحسين البيهقي (٣٨٤-٤٥٨هـ) (195/6):</strong></p><p>أخبرنا أبو الحسين بن بشران، أنا أبو جعفر الرزاز، نا يحيى بن جعفر، أنا زيد بن الحباب، نا ياسين بن معاذ، نا عبد الله بن مرثد، عن طلق بن علي قال: سمعت رسول الله - صلى الله عليه وسلّم - يقول: «‌لو ‌أدركت ‌والدي أو أحدهما وأنا في صلاة العشاء وقد قرأت فيها بفاتحة الكتاب، تنادي: يا محمد! لأجبتها: لبيك».</p><p><strong>ترجمہ: </strong>حضرت علی رضی اللہ عنہ فرماتے ہیں کہ مَیں نے رسول اللہ ﷺ کو یہ فرماتے ہوئے سنا کہ اگر مَیں نے اپنے والدین کو یا ان میں سے کسی ایک کو پایا ہوتا، اور مَیں عشاء کی نماز میں مشغول رہتے ہوئے سورۂ فاتحہ کی تلاوت کر چکا ہوتا، اس دوران پکارا جاتا کہ اے محمد! تو مَیں نماز توڑ کر لبیک کہتا ہوا حاضر ہو جاتا۔</p><p><span dir=""RTL"">اس حدیث کو محدثین رحمۃ اللہ علیہم نے یاسین بن معاذ کی وجہ سے موضوع قرار دیا ہے؛ کیونکہ یہ راوی صرف موضوعات ہی کو بیان کرنے سے معروف ہے، چنانچہ خود امام بیہقی رحمہ اللہ تعالیٰ نے اس حدیث کو ضعیف قرار دیا ہے۔</span></p><p>تاہم فقہاء رحمۃ اللہ علیہم نے اس بارے میں یہ حکم بیان کیا ہے کہ اگر نماز کی حالت میں والدین پکاریں اور نمازی فرض نماز ادا کر رہا ہو، تو نماز نہیں توڑنی چاہیے۔ لیکن اگر نمازی نفل نماز پڑھ رہا ہو اور والدین کو نماز میں مشغول رہنے کا علم ہو، تو ایسی صورت میں نماز نہ توڑنا بہتر ہے، اور اگر والدین کو نماز میں مشغول رہنے کا علم نہ ہو، تو ان کی پکار کا جواب دینے کے لیے نماز توڑ دینی چاہیے، پھر بعد میں اس نماز کو لوٹانا واجب ہوگا۔ البتہ اگر والدین جان بچانے کے لیے یا کسی کو مصیبت سے نکالنے کے لیے بلا رہے ہوں، تو ایسی صورت میں ہر حال میں (چاہے فرض نماز ہو یا نفل) اپنی نماز توڑ کر ان کی مدد کرنا واجب ہے۔</p><h6 class=""has-text-align-right"">حوالہ جات</h6><h5><h5><strong>اللآلئ المصنوعة في الأحاديث الموضوعة لعبد الرحمن بن أبي بكر، جلال الدين السيوطي (ت:٩١١هـ) (250/2):</strong></h5>
<h5>""موضوع: آفته ياسين. (قلت): أخرجه البيهقي، والله أعلم.""</h5>
<h5><strong>تنزيه الشريعة المرفوعة عن الأخبار الشنيعة الموضوعة لنور الدين، علي بن محمد بن علي بن عبد الرحمن ابن عراق الكناني (ت:٩٦٣هـ) (296/2):</strong></h5>
<h5>""[حديث]: «‌لو ‌أدركت ‌والدي أو أحدهما وأنا في الصلاة وقد قرأت الفاتحة، ينادي: يا محمد! لأجبته». (ابن الجوزي) من حديث طلق بن علي، وفيه يس بن معاذ، (تعقب) بأن الحديث أخرجه البيهقي في الشعب، وقال: يس ضعيف. (قلت): وكذلك أشار الذهبي في تلخيص الموضوعات إلى ضعفه من جهة يس، ثم استدرك فقال: ولكن في سنده هناد النسفي، والله أعلم.""</h5>
<h5><strong>تذكرة الموضوعات لمحمد طاهر بن علي الصديقي الهندي الفَتَّنِي (ت:٩٨٦هـ) (ص:202):</strong></h5>
<h5><span dir=""RTL"">«</span><span dir=""RTL"">لو أدركت والدي أو أحدهما وأنا في الصلاة صلاة العشا وقد قرأت فيها فاتحة الكتاب، ينادي: يا محمد! لأجبته: لبيك</span><span dir=""RTL"">» </span><span dir=""RTL"">موضوع. قلت: أخرجه البيهقي. وفي الوجيز: هو حديث طلق عن علي - رضي الله عنه -، وفيه يس بن معاذ يروي الموضوعات. قلت: قال البيهقي: ضعيف.""</span></h5>
<h5><strong>الدر المختار (654/1):</strong></h5>
<h5>""ويجب [قطع الصلاة] لأغاثة ملهوف وغريق وحريق، لا لنداء أحد أبويه بلا استغاثة، إلا في النفل، فإن علم أنه يصلي، لا بأس أن لا يجيبه، وإن لم يعلم أجابه.""</h5>
<h5><strong>رد المحتار (70/5):</strong></h5>
<h5>""( قوله: لا لنداء أحد أبويه إلخ) المراد بهما الأصول وإن علوا ، وظاهر سياقه أنه نفي لوجوب الإجابة فيصدق مع بقاء الندب والجواز. قلت: لكن ظاهر الفتح أنه نفي للجواز. وبه صرح في الإمداد بقوله: أي لا قطعها بنداء أحد أبويه من غير استغاثة وطلب إعانة؛ لأن قطعها لا يجوز إلا لضرورة. وقال الطحاوي: هذا في الفرض، وإن كان في نافلة إن علم أحد أبويه أنه في الصلاة وناداه، لا بأس أن لا يجيبه، وإن لم يعلم يجيبه.</h5>
<h5><span dir=""RTL"">(قوله: إلا في النفل) أي فيجيبه وجوبا وإن لم يستغث؛ لأنه ليم عابد بني إسرائيل على تركه الإجابة. وقال - صلى الله عليه وسلم - ما معناه. لو كان فقيها لأجاب أمه، وهذا إن لم يعلم أنه يصلي. فإن علم لا تجب الإجابة، لكنها أولى، كما يستفاد من قوله: لا بأس إلخ.""</span></h5>
</h5><p>محمد مسعود الحسن صدیقی</p><p>دارالافتاء جامعۃ الرشید، کراچی</p><p><span dir=""RTL"">05/محرم الحرام/1444ھ</span></p><h6 class=""has-text-align-center"">واللہ سبحانہ وتعالی اعلم</h6><figure class=""wp-block-table""><table><tbody><tr><td><h3>مجیب</h3></td><td>محمد مسعود الحسن صدیقی ولد احمد حسن صدیقی</td><td><h3>مفتیان</h3></td><td>سیّد عابد شاہ صاحب / محمد حسین خلیل خیل صاحب</td></tr></tbody></table></figure>",10634,jameya-tur-rasheed,حدیث سے متعلق مسائل کا بیان,متفرّق مسائل
2023-07-24,https://almuftionline.com/2023/07/24/10635/,"""مومن کے جھوٹے میں شفاء ہے” روایت کی حقیقت",<p>مومن کے جھوٹے میں شفاء ہے، کسی حدیث سے ثابت ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ</h4><p>مذکورہ روایت کا متن درجِ ذیل ہے:</p><p>«‌سؤر ‌المؤمن شفاء»</p><p><span dir=""RTL"">اس روایت کو محدثین رحمۃ اللہ علیہم نے موضوع قرار دیا ہے؛ کیونکہ کتبِ حدیث میں اس کی کوئی اصل موجود نہیں ہے۔</span></p><h6 class=""has-text-align-right"">حوالہ جات</h6><h5><h5><strong>المقاصد الحسنة لشمس الدين أبي الخير محمد بن عبد الرحمن بن محمد السخاوي (ت:٩٠٢هـ) (ص:373):</strong></h5>
<h5>""أما ما على الألسنة من أن: «‌سؤر ‌المؤمن شفاء»، ففي الأفراد للدارقطني من حديث نوح ابن أبي مريم، عن ابن جريج، عن عطاء، عن ابن عباس رفعه من التواضع أن يشرب الرجل من سؤر أخيه.""</h5>
<h5><strong>الأسرار المرفوعة في الأخبار الموضوعة لعلي بن (سلطان) محمد، أبو الحسن نور الدين الملا الهروي القاري (ت:١٠١٤هـ) (ص:209):</strong></h5>
<h5><span dir=""RTL"">""وأما ما يدور على الألسنة من قولهم: </span><span dir=""RTL"">«</span><span dir=""RTL"">سؤر المؤمن شفاء</span><span dir=""RTL"">»</span><span dir=""RTL"">، فصحيح من جهة المعنى لرواية الدارقطني في الأفراد من حديث ابن عباس مرفوعا: </span><span dir=""RTL"">«</span><span dir=""RTL"">من التواضع أن يشرب الرجل من سؤر أخيه أي المؤمن</span><span dir=""RTL"">»</span><span dir=""RTL"">.</span></h5>
</h5><p>محمد مسعود الحسن صدیقی</p><p>دارالافتاء جامعۃ الرشید، کراچی</p><p><span dir=""RTL"">05/محرم الحرام/1444ھ</span></p><h6 class=""has-text-align-center"">واللہ سبحانہ وتعالی اعلم</h6><figure class=""wp-block-table""><table><tbody><tr><td><h3>مجیب</h3></td><td>محمد مسعود الحسن صدیقی ولد احمد حسن صدیقی</td><td><h3>مفتیان</h3></td><td>سیّد عابد شاہ صاحب / محمد حسین خلیل خیل صاحب</td></tr></tbody></table></figure>",10635,jameya-tur-rasheed,حدیث سے متعلق مسائل کا بیان,متفرّق مسائل
2023-07-24,https://almuftionline.com/2023/07/24/10636/,"""حضرت ابوبکر کا ٹاٹ کا لباس پہننا اور اللہ کی طرف سے ان پر سلام ہونا” روایت کی تحقیق",<p>حضرت ابو بکرصدیق رضی اللہ عنہ کا ٹاٹ کا لباس پہننا اور باری ﷻ کی جانب سے ان پر سلام ہونا کسی حدیث سے ثابت ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ</h4><p>سوال میں مذکورہ روایت کو شیخ ابو عبد الرحمٰن الملاح نے اپنی کتاب الأحاديث الضعيفة والموضوعة میں ذکر کرنے کے بعد اس پر موضوع ہونے کا حکم لگایا ہے۔ نیز اس کے راوی علاء بن عمرو کو حافظ ذہبیؒ نے جھوٹا قرار دیا ہے۔</p><h6 class=""has-text-align-right"">حوالہ جات</h6><h5><h5><strong>الأحاديث الضعيفة والموضوعة التي حكم عليها الحافظ ابن كثير في تفسيره لأبي عبد الرحمن محمود بن محمد الملاح (ص:386):</strong></h5>
<h5>عن ابن عمر قال: كنت عند النبي صلى الله عليه وسلم وعنده أبو بكر الصديق، ‌وعليه ‌عباءة ‌قد خلها في صدره بخلال، فنزل جبريل فقال: مالي أرى أبا بكر عليه عباءة قد خلها في صدره بِخلال؟ فقال: «أنفق ماله علي قبل الفتح» قال: فإن الله يقول: اقرأ عليه السلام، وقل له: أراض أنت عني في فقرك هذا أم ساخط؟ فقال رسول الله: «يا أبا بكر! إن الله يقرأ عليك السلام، ويقول لك: أراض أنت عني في فقرك هذا أم ساخط؟» فقال: أبو بكر، رضي الله عنه: أسخط على ربي عز وجل؟ إني عن ربي راض. هذا الحديث ضعيف الإسناد من هذا الوجه.""</h5>
<h5><strong>تخريج أحاديث الإحياء = المغني عن حمل الأسفار لأبي الفضل زين الدين عبد الرحيم بن الحسين العراقي (ت:٨٠٦هـ) (ص:621):</strong></h5>
<h5>""حديث ابن عمر «بينما رسول الله صلى الله عليه وسلم جالس وعنده أبو بكر ‌وعليه ‌عباءة ‌قد خللها على صدره بخلال ... قال: فبكى أبو بكر رضي الله عنه وقال: أعلى ربي أسخط أنا عن ربي راض».</h5>
<h5><span dir=""RTL"">أخرجه ابن حبان والعقيلي في الضعفاء، قال الذهبي في الميزان: هو كذب.""</span></h5>
</h5><p>محمد مسعود الحسن صدیقی</p><p>دارالافتاء جامعۃ الرشید، کراچی</p><p><span dir=""RTL"">05/محرم الحرام/1444ھ</span></p><h6 class=""has-text-align-center"">واللہ سبحانہ وتعالی اعلم</h6><figure class=""wp-block-table""><table><tbody><tr><td><h3>مجیب</h3></td><td>محمد مسعود الحسن صدیقی ولد احمد حسن صدیقی</td><td><h3>مفتیان</h3></td><td>سیّد عابد شاہ صاحب / محمد حسین خلیل خیل صاحب</td></tr></tbody></table></figure>",10636,jameya-tur-rasheed,حدیث سے متعلق مسائل کا بیان,متفرّق مسائل
2023-07-24,https://almuftionline.com/2023/07/24/10644/,نماز میں سورتوں کی ترتیب,<p>السلام علیکم ورحمتہ اللہ!</p><p>نماز سے متعلق کچھ سوالات کے جواب مطلوب ہیں۔</p><p>فرض نماز میں پڑھی جانے والی سورتوں میں ترتیب  کی رعایت کس حد تک ضروری ہے؟ یعنی اگر پہلی  رکعت میں سورۃ العصر پڑھی ہے تو کیا د وسری رکعت میں اس سے پہلےوالی  کوئی سورت جیسے سورہ  عادیات یا  القدر پڑھ سکتے ہیں؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ</h4><p>قرآن مجید میں سورتیں جس ترتیب سے ہیں، نماز میں اسی ترتیب سے پڑھنا ضروری ہے، خلافِ ترتیب پڑھنا مکروہ ہے۔البتہ کوئی اگر غلطی سے یا قصدا  اس ترتیب کے خلاف پڑھ لے تو اس کی وجہ سے سجدہ سہوواجب  نہیں ہوگا۔</p><h6 class=""has-text-align-right"">حوالہ جات</h6><h5><h5>الجوهرة النيرة على مختصر القدوري (1/ 58)</h5>
<h5>""لو قرأ في الركعة الأولى سورة وفي الأخرى سورة فوقها يكره"".</h5>
<h5>الفتاوى الهندية (1/ 126)</h5>
<h5>""إذا قرأ في الركعة الأولى سورة وقرأ في الركعة الثانية سورة قبلها فلا سهو عليه"".</h5>
</h5><p>محمد فرحان</p><p>دار الافتاء جامعۃ الرشیدکراچی</p><p>4/محرم الحرام/1445ھ</p><h6 class=""has-text-align-center"">واللہ سبحانہ وتعالی اعلم</h6><figure class=""wp-block-table""><table><tbody><tr><td><h3>مجیب</h3></td><td>محمد فرحان بن محمد سلیم</td><td><h3>مفتیان</h3></td><td>سیّد عابد شاہ صاحب / محمد حسین خلیل خیل صاحب</td></tr></tbody></table></figure>",10644,jameya-tur-rasheed,نماز کا بیان,نماز کی سنتیں،آداب اورپڑھنے کا طریقہ
2023-07-24,https://almuftionline.com/2023/07/24/10645/,مقتدی کے لیے تعوذ اور تسمیہ پڑھنے کا حکم,,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ</h4><h6 class=""has-text-align-right"">حوالہ جات</h6><h5></h5><h5>البحر الرائق  (1/ 328)</h5><h5>""أن التعوذ سنة القراءة فيأتي به كل قارئ للقرآن "".</h5><h5>البناية شرح الهداية (2/ 190)</h5><h5>""(ثم التعوذ تبع للقراءة دون الثناء عند أبي حنيفة ومحمد لما تلونا): أي وهو قَوْله تَعَالَى: {فَإِذَا قَرَأْتَ الْقُرْآنَ فَاسْتَعِذْ بِاللَّهِ مِنَ الشَّيْطَانِ الرَّجِيمِ} [النحل: 98] جعل الاستعاذة جزاء لقراءة القرآن فيكون تابعا للقراءة لا للثناء...... (حتى يأتي به المسبوق دون المقتدي)"".</h5><h5>الفتاوى الهندية (1/ 73-74)</h5><h5>""التعوذ تبع للقراءة دون الثناء عند أبي حنيفة ومحمد رحمهما الله تعالى حتى يأتي به المسبوق إذا قام إلى القضاء دون المقتدي"".</h5><h6 class=""has-text-align-center"">واللہ سبحانہ وتعالی اعلم</h6><figure class=""wp-block-table"">
<table>
<tbody>
<tr>
<td>
<h3>مجیب</h3>
</td>
<td>محمد فرحان بن محمد سلیم</td>
<td>
<h3>مفتیان</h3>
</td>
<td>سیّد عابد شاہ صاحب / محمد حسین خلیل خیل صاحب</td>
</tr>
</tbody>
</table>
</figure>",10645,jameya-tur-rasheed,نماز کا بیان,امامت اور جماعت کے احکام
2023-07-24,https://almuftionline.com/2023/07/24/10647/,سورت سے پہلے بسم اللہ پڑھنا,<p>فاتحہ کے بعد سورۃ سے پہلے بسم اللہ نہ پڑھی جائے تو اس کا کیا حکم ہے؟ بسم اللہ پڑھنا واجب ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ</h4><p>نماز میں سورت سے  پہلے بسم اللہ پڑھنا نہ سنت ہے، اور نہ مکروہ ہے۔پڑھ لینا اولٰی اور بہتر ہے، واجب نہیں ہے۔</p><h6 class=""has-text-align-right"">حوالہ جات</h6><h5><h5>الدر المختار للحصفكي (1/ 528)</h5>
<h5>(لا) تسن (بين الفاتحة والسورة مطلقا) ولو سرية، ولا تكره اتفاقا.</h5>
<h5>الدر المختار وحاشية ابن عابدين (رد المحتار) (1/ 490)</h5>
<h5>(قوله لا تسن) مقتضى كلام المتن أن يقال لا يسمي، لكنه عدل عنه لإبهامه الكراهة، بخلاف نفي السنية. ثم إن هذا قولهما وصححه في البدائع.</h5>
<h5>(قوله ولا تكره اتفاقا) ولهذا صرح في الذخيرة والمجتبى بأنه إن سمى بين الفاتحة والسورة المقروءة سرا أو جهرا كان حسنا عند أبي حنيفة ورجحه المحقق ابن الهمام وتلميذه الحلبي لشبهة الاختلاف في كونها آية من كل سورة بحر.</h5>
</h5><p>محمد فرحان</p><p>دار الافتاء جامعۃ الرشیدکراچی</p><p>4/محرم الحرام/1445ھ</p><h6 class=""has-text-align-center"">واللہ سبحانہ وتعالی اعلم</h6><figure class=""wp-block-table""><table><tbody><tr><td><h3>مجیب</h3></td><td>محمد فرحان بن محمد سلیم</td><td><h3>مفتیان</h3></td><td>سیّد عابد شاہ صاحب / محمد حسین خلیل خیل صاحب</td></tr></tbody></table></figure>",10647,jameya-tur-rasheed,نماز کا بیان,نماز کی سنتیں،آداب اورپڑھنے کا طریقہ
2023-07-24,https://almuftionline.com/2023/07/24/10648/,نماز میں قراءت کی آواز کی مقدار,<p>سری نماز پڑھتے ہوئے آواز کس قدر بلند  ہونی چاہیے ، بعض لوگ کہتے ہیں کہ اتنی اونچی آواز ہو کہ خود سن سکے۔ اگر کسی نے ہلکی آواز میں قراءت کی ہو تو نماز ہوجائے گی؟دل ہی دل میں ہونٹ ہلائے بغیر قراءت سے  نماز  ہوجاتی ہے؟</p>,"<h4 class=""has-text-align-center"">اَلجَوَابْ بِاسْمِ مُلْہِمِ الصَّوَابْ</h4><p>نماز میں قراءت فرض ہے۔قراءت کرتے ہوئے ہونٹوں کا ہلنا لازم ہے، چاہے معمولی سی حرکت ہی کیوں نہ ہو۔ نماز میں قراءت اس قدر آواز سے کرنا  کہ خود سن سکے، بہتر ہے، البتہ آہستہ آواز میں  زبان سے صحیح  حروف ادا کیے جائیں تو نماز ہو جائے گی ۔</p><p> دل ہی دل میں ہونٹ ہلائے بغیر قراءت کرنا  صحیح نہیں، اس طرح نماز  نہیں ہوتی۔</p><h6 class=""has-text-align-right"">حوالہ جات</h6><h5><h5>الدر المختار وحاشية ابن عابدين  (1/ 535)</h5>
<h5><strong>أن أدنى المخافتة إسماع نفسه أو من بقربه من رجل أو رجلين مثلا، وأعلاها تصحيح الحروف</strong>.</h5>
<h5>المحيط البرهاني في الفقه النعماني (1/ 296)</h5>
<h5>أما معرفة حدها، فنقول: تصحيح الحروف أمر لا بد منه، ولا تصير قراءة إلا بعد تصحيح الحروف، فإن صحح الحروف بلسانه ولم يسمع نفسه؛ حكي عن الكرخي أنه يجزيه، وبه كان يفتي الفقيه أبو بكر الأعمش؛ لأن القراءة فعل اللسان، وذلك بإقامة الحروف، لا بالسماع، فإن السماع فعل السامع.</h5>
</h5><p>محمد فرحان</p><p>دار الافتاء جامعۃ الرشیدکراچی</p><p>4/محرم الحرام/1445ھ</p><h6 class=""has-text-align-center"">واللہ سبحانہ وتعالی اعلم</h6><figure class=""wp-block-table""><table><tbody><tr><td><h3>مجیب</h3></td><td>محمد فرحان بن محمد سلیم</td><td><h3>مفتیان</h3></td><td>سیّد عابد شاہ صاحب / محمد حسین خلیل خیل صاحب</td></tr></tbody></table></figure>",10648,jameya-tur-rasheed,نماز کا بیان,قراءت کے واجب ہونے اور قراء ت میں غلطی کرنے کا بیان
