issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,kitab,bab,fasal
31-05-2019,https://www.banuri.edu.pk/readquestion/کیا-تراویح-کے-اختتام-پر-بطور-تحفہ-حافظ-صاحب-کو-کپڑے-وغیرہ-دے-سکتے-ہیں/31-05-2019,کیا تراویح کے اختتام پر بطورِ تحفہ حافظ صاحب کو کپڑے وغیرہ دے سکتے ہیں؟,کیافرماتے ہیں علمائے کرام مفتیانِ عظام درج ذیل مسئلے کے بارے میں قرآء اور حفاظ حضرات تراویح میں قرآن مجید سناتے ہیں اور وقت کوئی اجرت یا وظیفہ طے نہیں کیا جاتا، نہ ہی حافظ صاحب کوئی ڈیمانڈ کرتے ہیں، اگر کوئی شخص اپنی خوشی سے کچھ دینا چاہے یا عید کے لیے حافظ صاحب کے کپڑے وغیرہ بنوائے تو شرعاً جائز ہے؟,"<p><p style=""text-align:justify;"">صورتِ مسئولہ میں تراویح پڑھانے کی اگر کوئی اجرت طے نہ کی گئی ہو، اور حافظ صاحب کی طرف سے مطالبہ بھی نہ ہو اور ختمِ قرآن کے موقع پر حافظ صاحب کو اگر کوئی اپنی خوشی سے ہدیہ دینا چاہے تو دے سکتا ہے۔ فقط واللہ اعلم</p></p>",144008201791,banuri,"('نماز', 'salat')","('تراویح', 'taraweeh')","('تراویح', 'taraweeh')"
18-04-2019,https://www.banuri.edu.pk/readquestion/عقیقہ-سے-متعلق-چند-مسائل/18-04-2019,عقیقہ سے متعلق چند مسائل,1۔ جیسا کہ لڑکے کے عقیقہ میں 2 حصے ہوتے ہیں تو اگر عقیقہ عام دنوں میں (یعنی بقر عید کے علاوہ) کیا جائے اور بڑا جانور کیا جائے تو  2 حصے تو عقیقہ کے نام کے ہو جائیں گے اور باقی 5 حصوں کی کیا نیت کی جائے؟2۔ عقیقہ کے لیے بڑا جانور کیا جائے تو اس جانور کی عمر کم سے کم کتنی ہونی چاہیے؟3۔ کیا جانور کا 2 دانت ہونا ضروری ہے یا نہیں؟4۔ عقیقہ کا گوشت تقسیم کرنا چاہیے یا گوشت پکا کر دعوت کی جانی چاہیے؟5۔ عقیقہ کا گوشت کن کن لوگوں میں تقسیم کرنا چاہیے؟6۔ عقیقہ کے جانور کی کھال کا کیا کیا مصارف ہیں؟ کیا کھال کو قصائی کو بطور اجرت دیا جا سکتا ہے یا نہیں؟7۔ کہا جاتا ہے کہ اگر ماں باپ کا عقیقہ ہوا ہو تو بچے کا عقیقہ ہو گا، اگر والدین کا عقیقہ نہ ہوا تو پہلے والدین کا عقیقہ ہو گا پھر بچے کا ہو گا. کیا یہ بات درست ہے؟8۔ بچے کی پیدائش منگل رات 8 بجے ہوئی تھی تو عقیقہ کس دن کرنا ہو گا؟9۔ عقیقہ والدین ہی کر سکتے ہیں یا پھر ماموں، چچا، نانا، دادا وغیرہ بھی کر سکتے ہیں؟,"<p><p style=""text-align:justify;"">1۔ اگر لڑکے کے عقیقہ میں گائے ذبح کرنی ہو تو پوری گائے کے دو حصے کرکے عقیقہ کیا جا سکتا ہے، سات حصے کرنا ضروری نہیں۔ نیز ایک لڑکے کے عقیقے کے ساتھ دیگر بچوں کے عقیقے کی نیت بھی کی جاسکتی ہے۔</p><p style=""text-align:justify;"">2۔عقیقہ کے جانور کی وہی شرائط ہیں جو قربانی کے جانور  کی شرائط ہیں، لہٰذا گائے، بیل وغیرہ میں عمر دو سال ہونا ضروری ہے، اور اونٹ میں پانچ سال ہونا ضروری ہے۔</p><p style=""text-align:justify;"">3۔ بڑے جانور  (بیل، گائے) کی عمر  دو سال مکمل ہونا ضروری ہے، اور دو دانت عمر مکمل ہونے کی علامت ہے۔ اگر جانور خود پالا ہو، یا اپنے سامنے پلا ہو یا کسی دیانت دار قابلِ اعتماد آدمی نے پالا ہو  اور جانور کی عمر مکمل ہونے کا یقین ہو تو اس صورت میں دو دانت نہ بھی آئے ہوں تو قربانی اور عقیقہ درست ہوگا، البتہ اگر یقین نہ ہو تو صرف بیوپاری کی بات پر اعتماد کرنا درست نہیں ہے، ایسی صورت میں دو دانت والا جانور ہی ذبح کیا جائے۔</p><p style=""text-align:justify;"">4۔ عقیقہ کے جانور کا سارا گوشت تقسیم کرنا، یا سارا گوشت خود رکھ لینا، یا سارا گوشت پکا کر کھلانا یہ سب صورتیں جائز ہیں۔ مستحب یہ ہے کہ عقیقہ کے جانور کے گوشت کے قربانی کے جانور کی طرح تین حصے کیے جائیں: ایک حصہ قریبی رشتہ داروں کے لیے، ایک حصہ فقراء ومحتاجوں کے لیے اور ایک حصہ گھر کے لیے رکھے۔ یہ بھی کیا جاسکتا ہے کہ ایک حصہ فقراء و محتاجوں کو دینے کے بعد دو حصوں کا کھانا پکا کر رشتہ داروں کی ضیافت کرلی جائے، اس میں گھر والے اور رشتہ دار شریک ہوجائیں گے، اور استحباب پر عمل بھی ہوجائے گا۔</p><p style=""text-align:justify;"">5۔ عقیقہ کا گوشت مستحقین و مال دار سب کو دینا جائز ہے۔</p><p style=""text-align:justify;"">6۔ عقیقہ کے جانور کی کھال اپنے استعمال میں لانا یا کسی کو تحفہ کے طور پر دینا سب جائز ہے، تاہم اسے فروخت کرنا یا قصائی کو بطور اجرت دینا جائز نہیں۔</p><p style=""text-align:justify;"">7۔ یہ بات درست نہیں۔</p><p style=""text-align:justify;"">8۔  عقیقہ ساتویں روز  اگلے منگل کو کرنا ہوگا۔</p><p style=""text-align:justify;"">9۔  والدین کے علاوہ اگر کوئی رضامندی سے کرنا چاہے تو وہ بھی کر سکتا ہے۔ فقط واللہ اعلم</p></p>",144008200280,banuri,"('عبادات', 'ebadat')","('ذبیحہ / قربانی', 'zabiha-qurbani')","('عقیقہ اور اس کے احکام', 'aqiqa-or-us-k-ahkam')"
17-04-2019,https://www.banuri.edu.pk/readquestion/تحریم-فاطمہ-نام-رکھنا/17-04-2019,تحریم فاطمہ نام رکھنا,تحریم فاطمہ نام رکھنا کیسا ہے؟,"<p><p style=""text-align:justify;"">""تحریم"" کے معنی ہیں: ’’منع کرنا‘‘ ،’’حرام کرنا‘‘، یہ نام رکھنا مناسب نہیں ہے؛ لہذا صرف ’’فاطمہ‘‘  نام رکھ لیں۔فقط واللہ اعلم</p></p>",144008200252,banuri,"('حقوق و آدابِ معاشرت', 'huqooq-muashret')","('حقوق', 'bahmi-huqooq')","('اولاد کے حقوق', 'olad-ky-hoqoq')"
21-05-2019,https://www.banuri.edu.pk/readquestion/عصر-کے-بعد-مطالعہ-اور-پڑھائی-کی-ممانعت-اور-جسمانی-مشغلہ-اختیار-کرنے-کا-حکم/21-05-2019,عصر کے بعد مطالعہ اور پڑھائی کی ممانعت اور جسمانی مشغلہ اختیار کرنے کا حکم,کچھ دینی لوگ یہ کہتے ہیں کہ عصر اور مغرب کے درمیان پڑھائی یا کوئی دماغی کام نہیں کرنا چاہیے، بلکہ کسی جسمانی سرگرمی میں مشغول ہونا چاہیے، اس کی شرعی حیثیت کیا ہے؟,"<p><p style=""text-align:justify;"">نمازِ عصر کے بعد پڑھائی یا کوئی دماغی کام کرنا شرعاً منع نہیں ہے، اور نہ اس وقت جسمانی ورزش یا کھیل کود لازم ہے، اس متعلق صحیح احادیثِ مبارکہ سے کوئی حکم ثابت نہیں ہے، البتہ بعض سلفِ صالحین نے طبی نقطہ نظر سے عصر کے بعد  مطالعہ وغیرہ کرنے سے منع کیا ہے، اس سے بینائی کم زور ہوتی ہے، امام احمد بن حنبل اور امام شافعی رحمہمااللہ کے بارے میں منقول ہے کہ یہ حضرات عصر کے بعد کتب پڑھنے کو پسند نہیں فرماتے تھے۔  اور دن بھر تھکاوٹ اور پڑھائی کرنے سے طبیعت میں جو اکتاہٹ آجاتی ہے، عصر کے بعد ذرا چہل قدمی یا جسمانی ورزش یا کھیل وغیرہ سے طبیعت میں نشاط اور چستی آجاتی ہے، جس سے مغرب اور عشاء کے بعد  پڑھائی وغیرہ  میں طبعیت زیادہ لگتی ہے۔  جب کہ دیگر بعض سلفِ صالحین سے عصر کے بعد بھی تدریس و مطالعہ وغیرہ ثابت ہے۔ (قیمۃ الزمن عند  العلماء، ذکر ابی حاتم الرازی، و ابنہ عبدالرحمٰن بن ابی حاتم، ص:73، طبعہ جدیدۃ)</p><p style=""text-align:justify;""> ""المقاصدالحسنۃ ""میں ہے:</p><p style=""text-align:justify;""><span class=""ar_writing"">"" حديث: من أكرم حبيبتيه فلايكتب بعد العصر، ليس في المرفوع، ولكن قد أوصى الإمام أحمد بعض أصحابه أن لاينظر بعد العصر في كتاب، أخرجه الخطيب أو غيره، وقال الشافعي فيما رواه حرملة بن يحيى كما أخرجه البيهقي في مناقبه: الوراق إنما يأكل دية عينيه"". (1/626)</span></p><p style=""text-align:justify;"">""کشف الخفاء"" میں ہے:</p><p style=""text-align:justify;""><span class=""ar_writing"">"" قال:</span><strong><span class=""ar_writing""> وقد أوصى الإمام أحمد بعض أصحابه أن لاينظر بعد العصر إلى كتاب، أخرجه الخطيب قال: وهو من كلام الطب، كما قال الشافعي : الوراق إنما يأكل من دية عينيه"". </span></strong>(2/222داراحیاء التراث)فقط واللہ اعلم</p></p>",144008201339,banuri,"('حظر و اباحت', 'mamnooaat-mubahat')","('تفریح / کھیل', 'tafreeh-khel')","('مختلف قسم کے کھیل', 'mukhtalif-qism-k-khel')"
25-05-2019,https://www.banuri.edu.pk/readquestion/ایک-دن-میں-دو-بار-اور-کچھ-عرصے-بعد-ایک-طلاق-دینے-کی-صورت-میں-ساتھ-رہنے-کا-حکم-ایک-مجلس-کی-متعدد-طلاقوں-کے-بارے-میں-اہل-حدیث-کے-فتوے-کی-شرعی-حیثیت/25-05-2019,ایک دن میں دو بار اور کچھ عرصے بعد ایک طلاق دینے کی صورت میں ساتھ رہنے کا حکم، ایک مجلس کی متعدد طلاقوں کے بارے میں اہل حدیث کے فتوے کی شرعی حیثیت,میرے چچا نے چچی کو آٹھ سال پہلے طلاق دی تھی ایک دن میں دو بار، اور اب انہوں نے دوبارہ طلاق دےدی ہے تو اس طرح تو طلاق ہوگئی  ہے نا؟  ہم حنفی مسلک پر چلتے ہیں اور دیوبندی ہیں، لیکن اب چچا چچی سے دوبارہ رجوع کرنا چاہتے ہیں، اہلِ حدیث کے مطابق طلاق نہیں ہوئی اور انہوں نے فتویٰ دیا ہے اور اہلِ حدیث کے مفتی کے بقول طلاق کے معاملے میں دیوبندی سنی ہم سے فتویٰ لکھوا کر جاتے ہیں،  اب آپ بتائیے  کیا یہ درست ہے چچا اور چچی اب دوبارہ ساتھ رہیں گے تو یہ درست ہے گناہ تو نہیں ہوگا؟ اور کیا اب انہیں اہلِ حدیث مسلک پر چلنا ہوگا؟,"<p><p style=""margin-left:0;margin-right:0;text-align:justify;"">صورتِ مسئولہ میں قرآن و حدیث، جمہور صحابہ، تابعین، تبع تابعین اور ائمہ مجتہدین بشمول ائمہ اربعہ ( یعنی حضرت امام ابوحنیفہ، حضرت امام شافعی، حضرت امام مالک اور حضرت امام احمد بن حنبل رحمہم اللہ) کے متفقہ فتوی کی رو سے آپ کی چچی پر تین طلاقیں واقع ہو چکی ہیں، دونوں کا نکاح ٹوٹ چکا ہے، بیوی اپنے شوہر پر حرمتِ مغلظہ کے ساتھ حرام ہوچکی ہے، اب رجوع بھی جائز نہیں ہے اور حلالہ شرعیہ کے بغیر دوبارہ نکاح بھی جائز نہیں ہے، سوال میں اہلِ حدیث حضرات کے جس فتویٰ کا ذکر کیا گیا ہے وہ فتویٰ قرآن و حدیث، جمہور صحابہ، تابعین، تبع تابعین اور ائمہ مجتہدین بشمول ائمہ اربعہ ( یعنی حضرت امام ابوحنیفہ، حضرت امام شافعی، حضرت امام مالک اور حضرت امام احمد بن حنبل رحمہم اللہ) کے متفقہ فتوی کے خلاف ہونے کی وجہ سے ناقابلِ اعتبار ہے، اس لیے اگر آپ کے چچا اور چچی حلالہ شرعیہ کے بغیردوبارہ صرف رجوع یا نکاح کر کے ساتھ رہیں گے تو یہ ساتھ رہنا بدکاری کے زمرے میں آنے کی وجہ سے حرام ہوگا اور سخت گناہ کا باعث ہوگا۔</p><p style=""margin-left:0;margin-right:0;text-align:justify;""><strong><span style=""color:#323232;"">نوٹ:</span></strong><strong>ایک مجلس کی متعدد طلاقیں متعدد ہی شمار ہوتی ہیں اس بارے میں تفصیلی دلائل</strong><strong></strong><strong><span style=""color:#323232;"">کے لیے درج ذیل لنک ملاحظہ کیجیے</span></strong><strong><span style=""color:#323232;"">:</span></strong></p><p style=""margin-left:0;margin-right:0;text-align:justify;""><strong><span style=""color:#323232;""><a href=""https://www.banuri.edu.pk/readquestion/%D8%A7%DB%8C%DA%A9-%D9%85%D8%AC%D9%84%D8%B3-%DA%A9%DB%8C-%D8%AA%DB%8C%D9%86-%D8%B7%D9%84%D8%A7%D9%82%DB%8C%DA%BA-2/15-05-2018""><span style=""color:#7b654d;"">ایک مجلس کی تین طلاقیں</span></a></span></strong></p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;"">بخاری شریف میں ہے:</p><p style=""margin-left:63pt;margin-right:80.3pt;text-align:justify;""><span class=""ar_writing""><span style=""color:#800000;"">""باب من أجاز طلاق الثلاث</span>لقول الله تعالى: {الطلاق مرتان فإمساك بمعروف أو تسريح بإحسان} [البقرة: 229]۔۔۔۔ حدثني محمد بن بشار، حدثنا يحيى، عن عبيد الله، قال: حدثني القاسم بن محمد، عن عائشة، أن رجلا طلق امرأته ثلاثا، فتزوجت فطلق، فسئل النبي صلى الله عليه وسلم: أتحل للأول؟ قال: «<span style=""color:#000080;"">لا، حتى يذوق عسيلتها كما ذاق الأول»"".</span></span></p><p style=""margin-left:63pt;margin-right:80.3pt;text-align:justify;""><span class=""ar_writing""><span style=""color:#800000;"">(کتاب الطلاق، باب من اجاز الطلاق الثلاث،ج:۷ ؍۴۲ ،۴۳ ،ط:دارطوق النجاة)</span></span></p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;""><span class=""ar_writing"">بدائع الصنائع</span>میں ہے:</p><p style=""margin-left:63pt;margin-right:80.3pt;text-align:justify;""><span class=""ar_writing""><span style=""color:#800000;"">""وأما الطلقات الثلاث فحكمها الأصلي هو زوال الملك، وزوال حل المحلية أيضا حتى لا يجوز له نكاحها قبل التزوج بزوج آخر؛ لقوله - عز وجل - {فإن طلقها فلا تحل له من بعد حتى تنكح زوجا غيره} [البقرة: 230] ، وسواء طلقها ثلاثاً متفرقاً أو جملةً واحدةً </span><span style=""color:#800000;"">...</span><span style=""color:#800000;"">وإنما تنتهي الحرمة وتحل للزوج الأول بشرائط منها النكاح، وهو أن تنكح زوجا غيره لقوله تعالى {حتى تنكح زوجا غيره} [البقرة: 230] نفى الحل، وحد النفي إلى غاية التزوج بزوج آخر، والحكم الممدود إلى غاية لا ينتهي قبل وجود الغاية، فلا تنتهي الحرمة قبل التزوج، فلا يحل للزوج الأول قبله ضرورة </span><span style=""color:#800000;"">...</span><span style=""color:#800000;"">ومنها أن يكون النكاح الثاني صحيحاً حتى لو تزوجت رجلا نكاحا فاسدا ودخل بها لا تحل للأول؛ لأن النكاح الفاسد ليس بنكاح حقيقة، ومطلق النكاح ينصرف إلى ما هو نكاح حقيقة </span><span style=""color:#800000;"">...</span><span style=""color:#800000;"">ومنها الدخول من الزوج الثاني، فلا تحل لزوجها الأول بالنكاح الثاني حتى يدخل بها، وهذا قول عامة العلماء"". </span></span><span class=""ar_writing""><span style=""color:#800000;"">(کتاب الطلاق، فصل في حکم الطلاق البائن،ج:۳ ؍۱۸۷ ،ط:سعید)</span></span></p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;""><span class=""ar_writing"">فتاویٰ عالمگیری</span>میں ہے:</p><p style=""margin-left:63pt;margin-right:80.3pt;text-align:justify;""><span class=""ar_writing""><span style=""color:#800000;"">""وإن كان الطلاق ثلاثاً في الحرة وثنتين في الأمة لم تحل له حتى تنكح زوجاً غيره نكاحاً صحيحاً ويدخل بها ثم يطلقها أو يموت عنها كذا في الهداية"". </span></span><span class=""ar_writing""><span style=""color:#800000;"">(کتاب الطلاق، الباب السادس، فصل فیما تحل به المطلقة، ج:۱ ؍ ۴۷۳ ، ط:رشیدیة)</span></span></p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;""><span class=""ar_writing"">فتاویٰ شامی</span>میں ہے:</p><p style=""margin-left:63pt;margin-right:80.3pt;text-align:justify;""><span class=""ar_writing""><span style=""color:#800000;"">""وذهب جمهور الصحابة والتابعين ومن بعدهم من أئمة المسلمين إلى أنه يقع ثلاث </span><span style=""color:#800000;"">... وعن هذا قلنا: لو حكم حاكم بأنها واحدة لم ينفذ حكمه لأنه لا يسوغ الاجتهاد فيه فهو خلاف لا اختلاف"". </span></span><span class=""ar_writing""><span style=""color:#800000;"">(کتاب الطلاق،رکن الطلاق، ج:۳ ؍ ۲۳۳ ،ط:سعید )</span></span></p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;""><span class=""ar_writing"">شرح النووی</span>میں ہے:</p><p style=""margin-left:63pt;margin-right:80.3pt;text-align:justify;""><span class=""ar_writing""><span style=""color:#800000;"">""وقد اختلف العلماء فيمن قال لامرأته: أنت طالق ثلاثاً، فقال الشافعي ومالك وأبو حنيفة وأحمد وجماهير العلماء من السلف والخلف: يقع الثلاث</span> .... <span style=""color:#800000;"">واحتج الجمهور بقوله تعالى: {ومن يتعد حدود الله فقد ظلم نفسه لاتدري لعل الله يحدث بعد ذلك أمراً} قالوا: معناه أن المطلق قد يحدث له ندم فلايمكنه تداركه لوقوع البينونة فلو كانت الثلاث لاتقع لم يقع طلاقه هذا إلا رجعياً فلايندم، واحتجوا أيضاً بحديث ركانة أنه طلق امرأته ألبتة، فقال له النبي صلى الله عليه وسلم: ما أردت إلا واحدة، قال: الله ما أردت إلا واحدةً، فهذا دليل على أنه لو أراد الثلاث لوقعن وإلا فلم يكن لتحليفه معنى، وأما الرواية التي رواها المخالفون أن ركانة طلق ثلاثاً فجعلها واحدةً فرواية ضعيفة عن قوم مجهولين، وإنما الصحيح منها ما قدمناه أنه طلقها ألبتة ولفظ ألبتة محتمل للواحدة وللثلاث ولعل صاحب هذه الرواية الضعيفة اعتقد أن لفظ ألبتة يقتضي الثلاث فرواه بالمعنى الذي فهمه وغلط في ذلك، وأما حديث بن عمر فالروايات الصحيحة التي ذكرها مسلم وغيره أنه طلقها واحدةً، وأما حديث بن عباس فاختلف العلماء في جوابه وتأويله، فالأصح أن معناه أنه كان في أول الأمر إذا قال لها: أنت طالق أنت طالق أنت طالق ولم ينو تأكيداً ولا استئنافاً يحكم بوقوع طلقة لقلة إرادتهم الاستئناف بذلك فحمل على الغالب الذي هو إرادة التأكيد فلما كان في زمن عمر رضي الله عنه وكثر استعمال الناس بهذه الصيغة وغلب منهم إرادة الاستئناف بها حملت عند الإطلاق على الثلاث عملاً بالغالب السابق إلى الفهم منها في ذلك العصر، وقيل: المراد أن المعتاد في الزمن الأول كان طلقةً واحدةً وصار الناس في زمن عمر يوقعون الثلاث دفعةً فنفذه عمر فعلى هذا يكون إخباراً عن اختلاف عادة الناس لا عن تغير حكم في مسألة واحدة"". </span></span><span class=""ar_writing""><span style=""color:#800000;"">(کتاب الطلاق، باب الطلاق الثلاث،ج:۱۰ ؍۷۰، ط:دار احیاءالتراث العربي )</span></span> فقط واللہ اعلم</p></p>",144008201484,banuri,"('طلاق', 'talaaq')","('وقوع طلاق وعدم وقوع طلاق', 'wuqoo-e-talaq-o-adme-wuqoo-e-talaq')","('تین طلاق', 'teen-talaqayn')"
31-05-2019,https://www.banuri.edu.pk/readquestion/روزہ-کی-حالت-میں-نکسیر-پھوٹ-جائے-تو-کیا-حکم-ہے/31-05-2019,روزہ کی حالت میں نکسیر پھوٹ جائے تو کیا حکم ہے ؟,کیا نکسیر آنے سے جب کہ خون حلق میں نہ جائے اور اگر جائے تو تھوک دیا جائے، اس  سے روزہ برقرار رہتا ہے یا ٹوٹ جاتا ہے؟,"<p><p style=""text-align:justify;"">صورتِ مسئولہ  روزے کی حالت میں اگر نکسیر پھوٹ گئی اور اس کو تھوک دیا تو اس سے روزہ  فاسد نہیں ہوگا اگرچہ اس کا اثر تھوک میں ظاہر ہوا ہو ، البتہ اگر نکسیر کا خون حلق مٰیں پہنچ کر پیٹ کی طرف نیچے اتر گیا تو روزہ فاسد ہوجائے گا، قضا لازم ہوگی ، کفارہ واجب نہیں۔</p><p style=""text-align:justify;""><span class=""ar_writing"">البحر الرائق  (2/ 294):<br/>
""(قوله: أو دخل حلقه غبار أو ذباب، وهو ذاكر لصومه) يعني لايفطر؛ لأن الذباب لايستطاع الامتناع عنه فشابه الدخان والغبار؛ لدخولهما من الأنف إذا طبق الفم قيد بما ذكر؛ لأنه لو وصل لحلقه دموعه أو عرقه أو دم رعافه أو مطر أو ثلج فسد صومه لتيسر طبق الفم وفتحه أحياناً مع الاحتراز عن الدخول، وإن ابتلعه متعمداً ألزمته الكفارة، واعتبار الوصول إلى الحلق في الدمع ونحوه مذكور في فتاوى قاضي خان، وهو أولى مما في الخزانة من تقييد الفساد بوجدان الملوحة في الأكثر من قطرتين ونفي الفساد في القطرة والقطرتين؛ لأن القطرة يجد ملوحتها فلا معول عليه"".</span></p><p style=""text-align:justify;""><span class=""ar_writing"">مجمع الأنهر في شرح ملتقى الأبحر (1/ 245):<br/>
""وفي الخانية: لو دخل دمعه أو عرق جبهته أو دم رعافه حلقه فسد صومه"". </span>فقط واللہ اعلم</p></p>",144008201795,banuri,"('روزہ', 'soum')","('روزہ', 'roza')","('روزہ توڑنے والی اشیاء', 'roza-tornay-wali-ashya')"
14-04-2019,https://www.banuri.edu.pk/readquestion/ہمبستری-کے-بعد-شرم-گاہ-کو-کپڑے-سے-پونچھ-کر-پہنے-جانے-والے-کپڑے-میں-نماز-کا-حکم/14-04-2019,ہم بستری کے بعد شرم گاہ کو صاف کرکے جو کپڑے پہنے ان میں نماز کا حکم,ہم بستری کے بعد نفس کو اچھی طرح کپڑے سے صاف کرنے بعد جو کپڑے پہنے جائیں کیا وہ پاک ہی رہیں گے جب کہ ان پر نجاست نہ لگنے دی جائے اور کچھ دیر بعد نہا کر کیا وہی کپڑے استعمال کیے جاسکتے ہیں؟,"<p><p style=""margin-left:0;margin-right:0;text-align:justify;"">ہم بستری کے بعد اگر شرم گاہ کو کسی کپڑے  وغیرہ سے اچھی طرح صاف لیا جائے تو اس سے شرم گاہ پاک تو نہیں ہوتی، البتہ اگر پونچھنے  کی وجہ سے وہ بالکل خشک ہوجائے اور کسی قسم کی تری اس پر باقی نہ رہے تو اس کے بعد غسل کرنے سے پہلے جو کپڑے پہنے جائیں وہ پاک ہی رہیں گے، ناپاک نہیں ہوں گے بشرطیکہ شرم گاہ سے مزید نجاست نکل کر ان کپڑوں پر نہ لگے، چناں چہ غسل کرنے کے بعد انہی کپڑوں کو دوبارہ پہن کر نماز پڑھنا جائز ہوگا۔  لیکن بہتر یہ ہے کہ شرم گاہ کو دھو کر پاک کرنے سے پہلے پہننے کے لیے کوئی الگ کپڑا رکھا جائے، نماز والے کپڑے ایسے وقت میں پہننا خلافِ احتیاط ہے۔ فقط واللہ اعلم</p></p>",144008200160,banuri,"('طہارت', 'taharat')","('نجاست اور اس سے پاکی', 'najasat-aur-us-ki-paki')","('نجاست سے پاکی', 'nijasat-aur-us-ki-paki')"
29-05-2019,https://www.banuri.edu.pk/readquestion/سونا-اور-نقدی-دونوں-کا-نصاب-پورا-ہو-تودونوں-سے-الگ-الگ-زکو-ۃ-دے-جائے-یا-مجموعی-مالیت-سے-کافی-ہے/29-05-2019,سونا اور نقدی دونوں کا نصاب پورا ہو تودونوں سے الگ الگ زکاۃ دے جائے یا مجموعی مالیت سے کافی ہے؟,اگرکسی کے پاس دو نصاب ہوں، مثلاً سونے کا نصاب بھی مکمل ہے اور نقدی بھی نصاب تک پہنچی ہوئی ہے تو آیا دونوں نصابوں سے الگ الگ زکاۃ دی جائے گی یا دونوں کو جمع کیا جائے گا اور ایک زکاۃ دی جائے گی؟,"<p><p style=""text-align:justify;"">صورتِ مسئولہ میں مذکورہ شخص کو اختیار ہے، اگر وہ نقد رقم کے ذریعے زکاۃ ادا کرنا چاہتا ہے تو  اس کی ملکیت میں جو بھی قابلِ زکاۃ اثاثے ہیں چاہے وہ نقدی ہو یا سونا وغیرہ، سب کی مجموعی مالیت لگاکر اس کا چالیسواں حصہ زکاۃ  میں دے دے۔ اگر وہ سونا اور نقدی دونوں الگ الگ  زکاۃ  میں دینا چاہتا ہے تو دونوں کا چالیسواں حصہ زکاۃ  میں دے دے ۔فقط واللہ اعلم</p></p>",144008201682,banuri,"('زکات', 'zakat')","('زکوٰۃ / صدقات', 'zakat-sadaqat')","('ادائے زکوٰۃ', 'adaye-zakat')"
31-05-2019,https://www.banuri.edu.pk/readquestion/لائف-انشورینس-میں-جمع-شدہ-رقم-پر-زکاة-کا-کیا-حکم-ہے/31-05-2019,لائف انشورنس میں جمع شدہ رقم پر زکاۃ کا کیا حکم ہے؟,کیا لائف انشورنس یا تکافل کے لیے جمع کرائی گئی رقم کو بھی زکاۃ  کے نصاب میں شمار کیا جائے گا؟,"<p><p>واضح  رہے کہ انشورنس یا تکافل  پالیسی لینا شرعاً جائز نہیں ہے، لہذا جلد از جلد اس سے چھٹکارا  حاصل کرلینا چاہیے۔</p><p style=""text-align:justify;"">صورتِ مسئولہ میں پالیسی میں جمع شدہ اصل رقم پر زکاۃ واجب ہوگی ، اصل رقم سے زائد رقم نہ لینا جائز ہے اور نہ ہی اس حرام رقم پر زکاۃ ادا کرنا جائز ہے۔ فقط واللہ اعلم</p></p>",144008201796,banuri,"('زکات', 'zakat')","('زکوٰۃ / صدقات', 'zakat-sadaqat')","('وجوب زکوٰۃ کی تفصیل', 'wujob-e-zakat-ki-tafseel')"
02-06-2019,https://www.banuri.edu.pk/readquestion/سعودیہ-میں-رمضان-شروع-کرنے-والا-کا-رمضان-میں-پاکستان-آکر-اکتیسواں-روزہ-رکھنے-کا-حکم/02-06-2019,سعودیہ میں رمضان شروع کرنے والے کا رمضان میں  پاکستان آکر اکتیسواں روزہ رکھنے کا حکم,اگر کسی نے رمضان المبارک کے شروع کے روزے مکے میں رکھے اور کچھ دن بعد پاکستان آگیا اور باقی روزے پاکستان میں رکھے تو اس طرح اس کے روزے اکتیس ہوگئے یہ اکتیسواں روزہ نفل ہوگا یا فرض؟,"<p><p style=""text-align:justify;"">صورتِ مسئولہ میں مذکورہ شخص کے لیے اکتیسواں روزہ رکھنا فرض نہیں ہے، اس لیے کہ قمری مہینہ تیس دن سے زیادہ کا نہیں ہوسکتا، البتہ دیگر روزہ داروں  اور رمضان کے احترام میں یہ شخص بھی روزہ رکھ لے۔ (فتاوی محمودیہ 10/37۔روزہ کے مسائل کا انسائیکلوپیڈیا 257، فتاوی بینات 3/79)</p><p style=""text-align:justify;"">واضح رہے کہ مذکورہ صورت میں بعض علماءِ کرام کے نزدیک ایسے شخص کے حق میں اکتیسواں روزہ رکھنا شہودِ شہر کی وجہ سے فرض ہے، لہذا اختلاف سے بچنے کے لیے احتیاطاً روزہ رکھ لینا ہی بہترہے۔فقط واللہ اعلم</p></p>",144008201847,banuri,"('روزہ', 'soum')","('روزہ', 'roza')","('روزہ - حقیقت و مصالح', 'roza-haqiqat-o-masaleh')"
