issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,kitab,bab,fasal
21-06-2018,https://www.banuri.edu.pk/readquestion/ایک-دن-میں-کئی-بار-استخارہ-کرنا-2/21-06-2018,ایک دن میں کئی بار استخارہ کرنا,کیا استخارہ دن میں تین بار کرسکتے ہیں؟,"<p><p style=""margin-left:0;margin-right:0;text-align:justify;"">سنت کے مطابق استخارہ کا طریقہ یہ ہے کہ دن رات میں کسی بھی وقت (بشرطیکہ وہ نفل کی ادائیگی کا مکروہ وقت نہ ہو)دو رکعت نفل استخارہ کی نیت سے پڑھیں،اورسلام پھیر کر نماز کے بعد استخارہ کی وہ مسنون دعا مانگیں جو حضور صلی اللہ علیہ وسلم نے تلقین فرمائی ہے۔نیزسات دن تک استخارہ کرتے رہناچاہیے،جیساکہ حضرت انس رضی اللہ تعالیٰ عنہ  نقل فرماتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے مجھ سے فرمایا کہ "" انس ! جب تم کسی کام کا ارادہ کرو تو اس کے بارے میں اللہ تعالیٰ سے سات مرتبہ <span style=""color:#008000;"">استخارہ</span> کرو، پھر اس کے بعد (اس کا نتیجہ) دیکھو، تمہارے دل میں جو کچھ ڈالا جائے (یعنی استخارے کے نتیجے میں بارگاہ حق کی جانب سے ، جو چیز القا کی جائے اسی کو اختیار کرو کہ تمہارے لیے وہی بہتر ہے''۔</p><p style=""text-align:justify;"">البتہ اگر کوئی شخص دن میں تین بار بھی استخارہ کرناچاہے تو درست ہے۔فقط واللہ اعلم</p></p>",143909200910,banuri,"('نماز', 'salat')","('سنن و نوافل', 'nawafil')","('نمازِ استخارہ', 'istikhara')"
22-06-2018,https://www.banuri.edu.pk/readquestion/مارخور-نامی-جانور-کھانے-کا-حکم-2/22-06-2018,مارخور نامی جانور کھانے کا حکم,''مارخور'' جو کہ ایک جانور ہے کیا یہ حلال ہے یا حرام؟,"<p><p style=""text-align:justify;"">''مارخور '' جنگلی بکرے کی طرح گھانس پھونس کھانے والا چوپایہ ہے، اس کا کھانا جائز ہے۔ فقط واللہ اعلم</p></p>",143909200918,banuri,"('حظر و اباحت', 'mamnooaat-mubahat')","('ماکولات / مشروبات', 'makoolat-mashroobat')","('کھانے پینے کی حلال و حرام ، مکروہ و مباح اشیاء', 'khanay-penay-ki-halal-o-haram-makroh-o-mubah-ashya')"
19-06-2018,https://www.banuri.edu.pk/readquestion/تقدس-نام-کا-مطلب-2/19-06-2018,تقدس نام کا مطلب,’’تقدس‘‘ نام کا مطلب بتا دیں!,"<p><p style=""margin-left:0;margin-right:0;text-align:justify;""><span style=""background-color:#fff;"">’’تقدس‘‘ کا مطلب ہے ’’پاکیزگی‘‘۔ مذکورہ نام رکھنا جائزہے، البتہ اس سے بہتر ہے کہ صحابیات رضی اللہ عنہن کے ناموں میں سے کوئی نام رکھا جائے۔ فقط واللہ اعلم</span></p><p style=""margin-left:0;margin-right:0;text-align:right;""> </p></p>",143909200878,banuri,"('متفرق کتب', 'mutafarriq-kutub')","('متفرق ابواب', 'mutafarriq-abwab')","('متفرق فصول', 'mutafarriq-fusool')"
20-05-2018,https://www.banuri.edu.pk/readquestion/وضو-خانہ-کے-اوپر-واقع-رہائش-گاہ-سے-امام-کی-اقتدا-کا-حکم/20-05-2018,وضو خانہ کے اوپر واقع رہائش گاہ سے امام کی اقتدا کا حکم,مسجد سے ملحقہ وضو خانہ کے اوپرامام صاحب کی رہائش گاہ ہے، کیاامام صاحب کے گھر میں خواتین باجماعت نماز تراویح پڑھ سکتی ہیں؟,"<p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;"">اگر مسجد سے ملحقہ وضو خانہ کے اوپر واقع امام صاحب کی رہائش گاہ مسجد سے بالکل متصل ہے، درمیان میں دو صف کے بقدر ( یعنی تقریبا ۸ فٹ کے برابر ) فاصلہ بھی نہیں ہے اور صفیں وہاں تک مسجد میں متصل ہیں، تو امام صاحب کے گھر میں ان کے گھر کی خواتین کا مسجد کی جماعت کے ساتھ باجماعت تراویح  درست ہے۔ (لیکن باہر سے دیگر خواتین کا باقاعدہ  جماعت سے تراویح پڑھنے کے لیے امام صاحب کے گھر آنا درست نہیں ہے)۔اور اگر امام صاحب کی رہائش گاہ اور مسجد کے درمیان دو صف یا اس سے زیادہ فاصلہ ہو تو پھر اس گھر میں مسجد کی جماعت کے ساتھ باجماعت تراویح پڑھنا درست نہیں ہوگا۔فقط واللہ اعلم</p></p>",143909200037,banuri,"('نماز', 'salat')","('نماز کی جماعت', 'namaz-ki-jamat')","('جماعت / امامت', 'jamat-imamat')"
15-06-2018,https://www.banuri.edu.pk/readquestion/عید-کی-نماز-کے-بعد-دعا-کا-ثبوت-2/15-06-2018,عید کی نماز کے بعد دعا کا ثبوت,کیا عید کی نماز کے بعد دعا کا ثبوت ہے؟,"<p><p style=""text-align:justify;"">عید کی نماز کے بعد بھی باقی نمازوں کی طرح ہاتھ اٹھاکر دعا کرنا جائز ہے، عید کے دن دعا کا ذکر تو صحیح احادیث میں موجود ہے، لیکن روایت میں یہ تصریح نہیں ہے کہ یہ دعا عید کی نماز کے بعد خطبہ سے پہلے ہوتی تھی یا خطبہ کے بعد، اس لیے اس میں دونوں  باتوں کا اختیار ہے کہ امام اور مقتدی مل کر کسی ایک موقع پر دعا مانگ لیں، خواہ نماز کے بعد یا خطبہ کے بعد، اور جس بھی موقع پر  مانگیں اس کو دعا کے لیے مخصوص اور مسنون نہ سمجھیں، اور نماز کے بعد دعا مانگنے والے خطبہ کے بعد دعا مانگنے والوں  کو ملامت نہ کریں اور نہ ہی  خطبہ کے بعد دعا مانگنے والے نماز کے بعد دعا کرنے والوں پر طعن وتشنیع کریں۔</p><p style=""text-align:justify;""> بخاری اور دیگر  صحاح ستہ کی اس حدیث میں جو عورتوں  کے لیے عیدگاہ آنے سے متعلق ہے یہ الفاظ ہیں:</p><p style=""text-align:justify;""><span class=""ar_writing"">” فلیشهدن الخیر ودعوة المسلمین، ولیعتزلن المصلی“۔</span></p><p style=""text-align:justify;"">یعنی حائضہ  عورتیں بھی جائیں اور نیکی اور مسلمانوں کی دعاؤں میں شریک ہوجائیں، ہاں نماز سے علیحدہ رہیں۔</p><p style=""text-align:justify;"">حکیم الامت حضرت مولانا اشرف علی تھانوی رحمہ اللہ ایک سوال کے جواب میں تحریر فرماتے ہیں  :</p><p style=""text-align:justify;""> ”واقعی بعد نماز عید یاخطبہ دعا مانگنا بالخصوص منقول تو نہیں دیکھا گیا اور <span class=""ar_writing"">دعوتهم </span>سے  استدلال ناتمام ہے، کیوں کہ اس میں کسی محل کی تصریح نہیں کہ یہ دعا کس وقت ہوتی ہے، پھر محل خاص میں ان کے ہونے پر استدلال کرنا ظاہر ہے کہ غیر تمام ہے، ممکن ہے کہ یہ دعا وہ ہو جو نماز کے اندریاخطبہ کے اندر عام صیغوں سے کی جاتی ہے جو سب مسلمانوں کوشامل ہوتی ہے اور حاضرین پر اس کے برکات اول فائض ہوتے ہیں، لیکن بالخصوص منقول نہ ہونے سے حکم ابتداع کا بھی مشکل ہے؛ کیوں کہ عموماتِ نصوص سے فضیلت دعا بعد الصلاۃ کی ثابت ہے، پس اس عموم میں اس کے داخل ہونے کی گنجائش ہے، اوراگرکوئی شخص بالخصوص منقول نہ ہونے کے سبب اس کو ترک کرے اس پر بھی ملامت نہیں ۔ بہرحال یہ مسئلہ ایسا مہتم بالشان نہیں ہے دونوں جانب میں توسع ہے۔ (امداد الفتاوی، 1/405، ط: دارالعلوم کراچی)</p><p style=""text-align:justify;"">مفتی اعظم ہند مفتی کفایت اللہ رحمہ اللہ ایک سوال کے جواب میں تحریر فرماتے ہیں :</p><p style=""text-align:justify;"">”(سوال )  عیدین کے بعد دعا مانگنا ثابت ہے یا نہیں ؟  اگر نہیں تو الدعاء مخ العبادات کا کیا مطلب ہوا؟  المستفتی نمبر ۷۹۱ محمد نور صاحب (ضلع جالندھر) ۷ ذی الحجہ ۱۳۵۴؁ھ م ۲ مارچ ۱۹۳۶؁ء  <br/>
(جواب ۴۷۶)  عیدین کے بعد دعا مانگنے کا فی الجملہ تو ثبوت ہے، مگر تعین موقع کے ساتھ ثبوت نہیں کہ نماز کے بعد یا خطبہ کے بعد دونوں موقعوں میں سے کسی ایک موقع پر دعا مانگنے میں مضائقہ نہیں ہے “ (کفایت المفتی 3/251، ط: مکتبہ حقانیہ)فقط واللہ اعلم</p></p>",143909200809,banuri,"('نماز', 'salat')","('جمعہ کی نماز', 'jumaa')","('جمعہ و عیدین', 'juma-o-eidayn')"
16-06-2018,https://www.banuri.edu.pk/readquestion/بریلوی-کی-امامت-2/16-06-2018,بریلوی کی امامت,بریلوی امام کے پیچھے نماز پڑھنا درست ہے؟ اگر درست نہیں تو اس کیا وجہ ہے ؟,"<p><p style=""text-align:justify;"">اگر بریلوی مسلک  کا امام  شرکیہ عقائد نہیں رکھتا صرف بدعات میں مبتلا ہے، جیسے تیجہ ، چالیسوں وغیرہ تو اس کی امامت مکروہِ تحریمی ہے، صحیح العقیدہ  امام مل جائےتو ایسے بدعتی امام کی اقتدا میں نماز نہیں پڑھنی چاہیے، اور اگر صحیح العقیدہ امام نہ ملے تو مجبوراً ایسے امام کے پیچھے نماز پڑھ لی جائے ، جماعت نہیں چھوڑنی چاہیے ، اور اس نماز کے اعادہ کی ضرورت بھی نہیں ہوگی، البتہ متقی پرہیزگار  کے پیچھے نماز پڑھنے سے جتنا ثواب ملتا ہے  اتنا ثواب نہیں ملے گا.</p><p style=""text-align:justify;"">اور اگر بریلوی مسلک کا  امام شرکیہ عقائد میں مبتلا ہو، جیسے نبی کریم صلی اللہ علیہ وسلم کو ہر جگہ حاضر وناظر ، یا عالم الغیب یا مختارِ کل سمجھتا ہو تو  ایسے امام کے عقیدے کا علم ہونے کے باوجود اس کی اقتدا میں نماز پڑھنا جائز نہیں ہے، پڑھنے کی صورت میں اعادہ لازم ہوگا۔ البتہ جب تک کسی بریلوی کے متعلق یقین نہ ہو کہ اس کا عقیدہ شرکیہ ہے تو اس کی اقتدا میں نماز پڑھنے کی صورت میں اعادہ لازم نہیں ہوگا.فقط واللہ اعلم</p></p>",143909200826,banuri,"('نماز', 'salat')","('نماز کی جماعت', 'namaz-ki-jamat')","('جماعت / امامت', 'jamat-imamat')"
22-06-2018,https://www.banuri.edu.pk/readquestion/منکر-حیات-النبی-صلی-الله-علیہ-وسلم-سے-تفسیر-یا-دینی-تعلیم-حاصل-کرنا-2/22-06-2018,منکر حیات النبی (صلی الله علیہ وسلم)سے تفسیر یا دینی تعلیم حاصل کرنا,اگر کوئی شخص آپ صلی اللہ علیہ وسلم کی قبر میں حیات کا منکر ہو تو ایسے شخص سے تفسیر یا اور کوئی دینی کتاب پڑھنا یا تعلیم حاصل کرنا کیسا ہے؟,"<p><p style=""text-align:justify;"">حضور اقدس ﷺ کی حیات کے بارے میں اہلِ سنت والجماعت کا اجماعی عقیدہ یہ ہے کہ آپ ﷺ اپنی قبر مبارک میں زندہ ہیں اور آپ کی حیات، حیاتِ دنیوی کی سی ہے بلامکلف ہونے کے، اور یہ حیات مخصوص ہے آں حضرت صلی اللہ علیہ وسلم اور انبیاء کرام علیہم السلام اور شہداء کے ساتھ، یہ حیات خالص برزخی حیات نہیں جو تمام ایمان داروں، بلکہ تمام انسانوں کو حاصل ہے۔اور آں حضرت ﷺ رو ضہ اطہر پر صلاۃ و سلام پڑھنے والوں کے صلاۃ وسلام کو عنصری کانوں کے ساتھ سماعت فرماتے ہیں۔ اس کے خلاف عقیدہ رکھنے والا  مبتدع اورفاسق ہے ؛ ا س لیے اس سے تعلیم نہٰیں حاصل کرنی چاہیے۔</p><p style=""text-align:justify;"">البتہ جب تک اہلِ علم میں سے کسی کے بارے میں یقین حاصل نہ ہو کہ حیات النبی ﷺ کے بارے میں ان کا عقیدہ اہلِ سنت والجماعت کے خلاف ہے، محض سنی سنائی بات یا ان کی کسی تحریر یا تقریر سے از خود عقیدہ متعین کرنا اور اس کی تشہیر درست نہیں ہے۔ فقط واللہ اعلم</p></p>",143909200958,banuri,"('ایمان و عقائد', 'aqaed')","('بدعات اور رسوم', 'bidaat-rasoomat')","('بدعت اور اس کی اقسام', 'bidaat-aur-us-ki-aqsaam')"
23-05-2018,https://www.banuri.edu.pk/readquestion/مشکلات-کا-حل-کیسے-ہو-2/23-05-2018,مشکلات کا حل کیسے ہو؟,میں نےتقریباً بارہ سال  تک اچھی ملازمت کی، میں نے ڈبل ماسٹرز کی ڈگری لی ہوئی ہے،لوگوں کی منافقت اور دین سے دوری کی وجہ سے میں نے ملازمت سے تنگ آکرملازمت ترک کرکے  پچھلے سال رمضان کے بعد اپناکام پراپرٹی اور ٹریول کا شروع کیا، مگر میں مستقل شدید ناکامی کا سامنا کررہاہوں،میں نے اپنا کام سچ کے ساتھ کرنے کاعہد کیاہے، مگر مجھے مشکلات پیش آرہی ہیں،میں نے جس جگہ کام شروع کیا وہ جگہ بھی اب ختم ہورہی ہے،میری والدہ بیمار ہیں اور میں دو بچیوں کا باپ ہوں، ماہانہ اخراجات ہمارے ستر ہزار کے لگ بھگ بنتے ہیں، مگرمیں ماہانہ ایک روپیہ بھی نہیں بچاپارہا،میں نے بہت توبہ استغفار کیا ،مگر مجھے لگتاہے کہ سب کچھ بے اثر ہورہاہے،میں نے حقوق العباد کی کوتاہیوں پر بھی اللہ کے حضور بہت توبہ کی ہے،میں بہت گناہ گارہوں، مگر بندہ جتنا بھی گناہ گار ہو اللہ تعالیٰ اسے معاف کردیتے ہیں ، مگر میرے حالات سدھر نہیں رہے،براہِ کرم میری راہ نمائی فرمائیں مجھے کوئی موثر اور مجرب وظیفہ بتائیں میرے مسائل حل ہوسکیں!,"<p><p style=""margin-left:0;margin-right:0;text-align:justify;"">اللہ تعالیٰ سے دعاگوہیں کہ باری تعالیٰ آپ کے ساتھ آسانی اور عافیت والا معاملہ فرمائے،دنیاوی زندگی میں انسان مختلف آزمائشوں اور تکالیف سے گرزتاہے، لیکن ایک مومن  کو ان تمام احوال میں اپنے رب  کے فضل  اس کی عطااوربخشش پر کامل اعتقاد اور اس کے وعدہ رحم وکرم پر کامل یقین  رکھنا چاہیے اور ہمہ وقت اس کے کرم اور اس کی رحمت کا امیدوار رہنا چاہے۔ اللہ کی ذات سے  بد گمانی یا اس کی رحمت  سے مایوسی کسی مسلمان کی شان کے لائق نہیں۔لہذا آپ ان حالات میں اللہ کی ذات پر اعتماد اور توکل رکھیں ان آزمائشوں کو رضابالقضاسمجھتے ہوئے اللہ کی ذات سے ان پر اجر وثواب کی امیدرکھیں۔نمازوں کا اہتمام کریں ،اللہ تعالیٰ سے اپنے احوال کی درستی مانگتے رہیں، استغفار کی کثرت بھی رکھیں، اور جتنی استطاعت ہو  صدقہ نکالتے رہیں، اور مندرجہ ذیل ورد کثرت سے پڑھتے رہیں :</p><p style=""margin-left:0;margin-right:0;text-align:justify;""><span class=""ar_writing"">''<strong></strong><strong>حَسْبُنَا اللَّهُ وَنِعْمَ الْوَكِيلُ</strong>''۔</span></p><p style=""text-align:justify;"">حدیث شریف میں حضرت ابوہریرہ رضی اللہ عنہ سے منقول ہے کہ نبی کریم ﷺ نے فرمایا:جب تمہیں کوئی بھاری اور مشکل معاملہ پیش آجائے تو <span class=""ar_writing"">''<strong>حَسْبُنَا اللَّهُ وَنِعْمَ الْوَكِيلُ</strong>''</span>پڑھا کرو۔(معارف الحدیث 5/153)فقط واللہ اعلم</p></p>",143909200130,banuri,"('علوم و فنون', 'uloom-funoon')","('دعائیں، اوراد اور وظائف', 'adeya-azkar')","('مسنون دعائیں', 'musnoon-duayen')"
28-05-2018,https://www.banuri.edu.pk/readquestion/رشتہ-داوروں-میں-سے-کن-کو-زکاۃ-دی-جا-سکتی-ہے-2/28-05-2018,رشتہ داوروں میں سے کن کو زکاۃ دی جا سکتی ہے؟,کیا زکاۃ کے پیسے ہم اپنے رشتہ داروں میں دے سکتے ہیں جس پر قرض ہو؟ اور رشتوں کی کوئی قید ہے یا جس رشتہ دار کو چاہے دے سکتے ہیں مثلاً: نانا نانی ماموں چچا خالہ یا کوئی بھی؟,"<p><p style=""text-align:justify;"">واضح رہے کہ اپنے اصول یعنی سگے والدین یا ان کے والدین یا ان کے والدین کو زکاۃ نہیں دی جاسکتی۔</p><p style=""text-align:justify;"">اپنے فروع یعنی اپنی سگی اولاد یا ان کی اولاد یا ان کی اولاد در اولاد کو زکات نہیں دی جاسکتی۔</p><p style=""text-align:justify;"">اسی طرح میاں بیوی آپس میں زکات نہیں دے سکتے، ان تین رشتوں کے علاوہ خاندان کے وہ افراد جو مستحقِ زکاۃ ہوں یعنی ان کے پاس ساڑھے باون تولہ چاندی یا اس کے مساوی نقدی یا کچھ سونا کچھ چاندی جس کی مالیت ساڑھے باون تولہ چاندی کی قیمت کے مساوی ہو  یا ضرورت سے زائد اتنا سامان نہ ہو جس کی مالیت ساڑھے باون تولہ چاندی کے مساوی ہواور وہ ہاشمی بھی نہ ہوں تو ان کو زکاۃ دے سکتے ہیں، نیز خاندان کے مستحقین کو زکاۃ دینے میں دھرا اجر ہوتا ہے ایک ادائیگی زکات کا اجر دوسرا صلہ رحمی کا اجر۔ فقط واللہ اعلم</p></p>",143909200316,banuri,"('زکات', 'zakat')","('زکوٰۃ / صدقات', 'zakat-sadaqat')","('مصارف زکوٰۃ', 'masarif-e-zakat')"
23-05-2018,https://www.banuri.edu.pk/readquestion/بے-نمازی-کو-نمازی-کیسے-بنایا-جائے-2/23-05-2018,بے نمازی کو نمازی کیسے بنایا جائے؟,بے نمازی کو نمازی کیسے بنایا جائے؟,"<p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;"">بے نمازی کو محبت اور حکمت سے نماز کی اہمیت اور نماز کے فضائل سنائے جائیں، حکمِ الٰہی کی عظمت اس کے سامنے بیان کی جائے، ممکن ہو تو حسب استطاعت کوئی ہدیہ وغیرہ دے کر بات کی جائے تاکہ دل میں نرمی پیدا ہو اور بات اثر کرے، سختی سے بات کرنے سے حتیٰ الامکان پرہیز کیا جائے، کوشش کر کے اسے کسی اللہ والے بزرگ کی صحبت میں یا بیان میں جانے کے لیے یا تبلیغی جماعت میں نکلنے کے لیے تیار کیا جائے، پھر انتہائی خلوص اور درد و غم خواری کے جذبہ سے اس کی ہدایت کے لیے اللہ تعالیٰ سے دعا کی جائے، کیوں کہ دل تو اللہ کے ہاتھ میں ہے جب چاہے پھیر دے۔بندہ کے ذمہ کوشش ہے؛ لہٰذا بندہ مایوس ہوئے بغیر کوشش کرتا رہے، باقی ہدایت اللہ کے ہاتھ میں ہے، جب اللہ چاہیں گے ہدایت دے دیں گے۔فقط واللہ اعلم</p></p>",143909200136,banuri,"('علوم و فنون', 'uloom-funoon')","('امر بالمعروف و نہی عن المنکر', 'tableegh-tadrees')","('مروجہ تبلیغ کا حکم', 'murawwaja-tabligh-ka-hukum')"
