issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,kitab,bab,fasal
01-01-2010,https://www.banuri.edu.pk/readquestion/telephone-per-nikah-karnay-ka-hukum/01-01-2010,ٹیلی فون پر نکاح کرنے کا حکم,مفتی صاحب ٹیلیفون پرنکاح کی کیا حیثیت ہے ؟ اورفون پریا موبائل پراگرلائیوکیمرا یا تصویر آرہی ہوپھراس صورت میں نکاح کی کیا حیثیت ہے ؟,<p>نکاح منعقد ہونے کے لئے شرعا یہ ضروری ہے کہ مجلس نکاح میں ایجاب و قبول کرنے والے دو مسلمان مرد یا ایک مرد اور دو عورتوں کی موجودگی اس طور پر ایجاب و قبول کرے کہ یہی دو گواہان ان کی ایجاب و قبول کو سن لیں۔چونکہ ٹیلی فون پر مجلس ایک نہیں ہو تی ہے اگر چہ تصویر آرہی ہو اس لئے نکاح منعقد نہیں ہوگا۔ جواز کی صورت یہ ہے کہ جس مقام پر نکاح ہو رہا ہے، دوسرا اسی جگہ ٹیلی فون پر اپنے لئے کوئی وکیل مقرر کریں پھر وہ وکیل اپنی مؤکل کی طرف سے ایجاب و قبول سرانجام دیں۔</p>,143101200066,banuri,"('نکاح', 'nikah')","('نکاح صحیح', 'nikah-e-sahih')","('خط/ موبائل/ انٹرنیٹ کے ذریعہ نکاح', 'tahreer-telephone-or-internet-per-nikah')"
01-01-2010,https://www.banuri.edu.pk/readquestion/apne-maal-ki-hifazat-karte-howe-qatal-honay-walay-ka-hukum/01-01-2010,اپنے مال کی حفاظت کرتے ہوئے قتل ہونے والے کا حکم,سوال یہ پوچھنا ہے اگر چور ہمارا مال چھین رہا ہو تو ہم اپنے مال کے لیے اس سے اپنا مال چھین سکتے ہیں اگر اس نے گولی مار دی تو شھید کھلائے گا یا نہیں۔,<p>صورت مسئولہ میں اپنے مال کی حفاظت کرتے ہوئے اگر کوئی شخص ظلماً قتل ہو جائے تو مرتبہ کے لحاظ سے وہ شہید ہو گا۔ فقط واللہ اعلم</p>,143101200322,banuri,"('حقوق و آدابِ معاشرت', 'huqooq-muashret')","('اَخلاقیات', 'akhlaaqiyaat')","('ظلم/ دھوکہ/ خیانت', 'zulm-mazalim-dhoka-fraud')"
01-01-2010,https://www.banuri.edu.pk/readquestion/teen-talaq-ky-bad-bv-ky-halal-hony-ki-sorat/01-01-2010,تین طلاق کے بعد بیوی کے حلال ہونے کی صورت,کیا اکٹھے تین طلاق کہنے والا وہ طریقہ اختیار کرسکتا ہے جیسے ایک طلاق کہنے والا کے لیے ہے ایک طلاق کہنے والا جملہ یہ ہے اگر اس لڑکی کے سوا جس سے بھی میرا نکاح ہوجائے اس پر طلاق ہو آپ نے بچنے کا طریقہ بتایا اگر دوسرا شخص اس آدمی کے لیے اس آدمی کی اجازت یا حکم کی بغیر نکاح کروادیں اور وہ آدمی کچھ کہے بغیر مھر کا رقم ادا کرے یا عملی طور پر رضامندی کا اظہار کرے تو طلاق واقع نہیں ہوگی، کیا اکٹھے تین طلاق کہنے والا یہ طریقہ کرسکتا ہے یا نہیں؟,<p><p>تین طلاق اکٹھی یا الگ الگ دینے والے کے لیے بیوی کے حلال ہونے کی حلالہ شریعہ کے علاوہ کوئی صورت نہیں۔ واللہ اعلم</p></p>,143101200704,banuri,"('طلاق', 'talaaq')","('وقوع طلاق وعدم وقوع طلاق', 'wuqoo-e-talaq-o-adme-wuqoo-e-talaq')","('تین طلاق', 'teen-talaqayn')"
01-01-2010,https://www.banuri.edu.pk/readquestion/wakeel-e-nikah-ki-sharee-haysiyat/01-01-2010,نکاح کے وکیل کی شرعی حیثیت,کچھ دن پہلے میرا نکاح مکۃ المکرمہ میں ہواالحمداللہ۔اس بارے میں چندسوالات میرے ذہن میں ہیں میرے والد کےدوست کو میری طرف سے گواہ بننا تھا لیکن کسی وجہ سے وہ نہیں آسکے توپھرمیرے والدمیری طرف سے گواہ بن گئے اورلڑکی کی طرف سے لڑکی کے چاچا گواہ تھے۔کیا والدگواہ بن سکتے ہیں ؟نکاح کے وقت کمرے میں قاضی کے ساتھ دواورسعودی بھی تھے جبکہ میری اورلڑکی کی والد بھی موجودتھیں۔ لڑکی کے والدولی تھےاورلڑکی بھی موجودتھی۔قاضی نے نکاح پڑھادیامیں نے قبول کرتےوقت یہ الفاظ کہے نعم اناموافقایک ہی مرتبہ کہے۔نیت میری قبول کرنے ہی کی تھی۔عربی زبان میں مجھے میں نے قبول کیا کے الفاظ بولنا نہیں آتےتھے۔پھرنکاح کےبعدمیرے،لڑکی اوراس کے والداور ونوں گواہوں کے دستخط لیےگئے۔کیا نکاح صحیح ہے ؟,<p>1۔ والد گواہ بن سکتاہے۔ 2۔ قبول کرتے وقت نعم کہنا گویا کہ ہاںمیں نے قبول کیا ہی کامعنیٰ ومفہوم ومطلب نکلتاہے۔ بناء برایں ان الفاظ کا معنیٰ کہنے سے نکاح منعقد ہوجائےگا۔ الغرض یہ نکاح صحیح ہے البتہ تجدید کرنے میں کچھ حرج بھی نہیں ،کرلینا بہتر ہےتاکہ ترددوشک دل میں نہ رہے۔</p>,143101200067,banuri,"('نکاح', 'nikah')","('ولایت نکاح', 'vilayat-e-nikah')","('ولی کی اجازت کے بغیر نکاح', 'wilayat-e-nikah')"
01-01-2010,https://www.banuri.edu.pk/readquestion/islami-mahinon-ki-mubarakbad-denay-ka-hukum/01-01-2010,اسلامی مہینوں کی مبارک باد دینےکا حکم,اسلامی مہینوں کی مبارک باد دینا مثلا جو جو رجب کے مہینے کی مبارک باد دے وہ جنتی ہے اور اس کو حدیث کے طور پر ذکر کیا جاتا ہے ۔یہ مختلف مہینوں میں سوائے رمضان اور ذوالحجہ کے کوئی خاص عبادت یا عمل کرنا اس کی شریعت کی رو سے کیا حیثیت ہے؟,<p>1:- اسلامی مہینوں کے آغاز میں ایک دوسرے کو مبارک باد دینا اور مخصوص قسم کے من گھڑت فضائل سنانا شرعاً اس کا کوئی ثبوت نہیں ہے۔ بلکہ حضور اکرم صلی اللہ علیہ وسلم کی طرف جھوٹی حدیثوں کی نسبت کرنا مستوجب عذاب ہے، البتہ ہر مہینہ کا چاند دیکھ کر خود اپنے لئے خیر و برکت کی مسنون دعا کرنا اور حضوصاً رجب کا چاند دیکھ کرجب اللھم بارک لنا فی رجب و شعبان وبلغنا رمضان کے مسنون الفاظ سے دعا کر نا بہرحال ثابت ہے۔ اس کا اہتمام ہو نا چاہئیے۔ 2:- حضور اکرم صلی اللہ علیہ وسلم سے ہر ماہ تین دنایام بیض کے روزے رکھنا، یوم عاشورأ اور اس کے ساتھ ایک دن ملا کر روزہ رکھنا ، پندرہ شعبان کی رات عبادت اور دن میں روزہ رکھنے اہتمام کا کرنا ، بلکہ مکمل ماہ شعبان میں روزوں کی کثرت کرنا وغیرہ مختلف اعمال منقول ہیں۔ جن کو سنت سمجھتے ہوئے التزام کے بغیر ان کا اہتمام کرنا قابل ستائش ہے، اس کے علاوہ مختلف راتوں یا دنوں کے جو فضائل و اعمال عوام میں مشہور ہیں، وہ سب من گھڑت ہیں، ان سے اجتناب ضروری ہے۔دینداری ، دین ماننے کا نام ہے ،از خود دین بنانے کا نام نہیں ہے ،دین کے نام پر خود سے روایتیں اور فضیلتیں گھڑنے والے لوگ اس حدیث کا مصداق ہیں۔ جس میں کہا گیا ہے جس نے ہمارے دین میں کو ئی نئی چیز ایجا د کی وہ مردود ہے۔ فقط واللہ اعلم</p>,143101200323,banuri,"('ایمان و عقائد', 'aqaed')","('بدعات اور رسوم', 'bidaat-rasoomat')","('بدعت اور اس کی اقسام', 'bidaat-aur-us-ki-aqsaam')"
01-01-2010,https://www.banuri.edu.pk/readquestion/murtad-kafir-or-zindeek-ki-tareef/01-01-2010,مرتد کافر اور زندیق کی تعریف,مرتد،کافراورزندیق کی کیاتعریف ہے؟ اوران کاحکم کیا ہے؟کیا شیعہ مرتدہے یاکافرہے یازندیق ہے ؟ان لوگوں سے اتحاد کرناکیسا ہے؟,<p>مرتدوہ شخص ہےکہ اپنی مرضی اوررضامندی سےاسلام قبول کرنےکےبعداسلام سے پھرجائے۔ کافروہ شخص ہےجوابتدا سےدین اسلام کوماننے والانہ ہو۔ زندیق وہ شخص ہے جوزبان سےتومسلمان ہونےکااقرارکررہاہو لیکن احکام اسلام کی باطل تاویل کرتاہو۔ ان سب کے احکام علیحدہ ہیںتفصیل سے معلوم کرنے کےلیےہمارے دارالافتاء سے رجوع کیا جائے۔ فقط واللہ اعلم</p>,143101200579,banuri,"('ایمان و عقائد', 'aqaed')","('کفر و شرک اور ان کے احکام', 'kufr-o-shirk-aur-un-k-ahkam')","('کفر و شرک اور ان کی اقسام', 'kufr-o-shirk-aur-un-ki-aqsaam')"
01-01-2010,https://www.banuri.edu.pk/readquestion/namazi-ki-taraf-munh-kar-k-khara-hona/01-01-2010,نمازی کی طرف منہ کر کے کھڑا ہونا,سوال یہ ہے کہ اگر کسی نمازی کے سامنے کوئی اس کی طرف منہ کرکے کھڑا ہوجائے تو اس سے نماز پر کیا اثر پڑے گا ؟جیسے کسی کی ایک دو رکعت جماعت سے رہ جاتی ہیں اور وہ امام کے سلام کے بعد انہیں پوری کرتا ہےتو کبھی اگلی صف کا آدمی نمازی کی طرف منہ کر کے کھڑا ہوجاتا ہے کہ کب اس کی نماز ختم ہوگی اور کب میں یہاں سے جاؤں۔,<p>نمازی کی طرف منہ کر کے کھڑا ہونا مکروہ ہے ، اس سے نمازی کی نماز پر تو کوئی اثر نہیں پڑے گا ،البتہ ایسے لوگوں کو چاہئے کہ پچھلی صفوں میں نماز پڑھنے والوں کی نماز کے مکمل ہونے تک اپنی جگہوں پر بیٹھ کر انتظار کریں ۔ فقط واللہ اعلم</p>,143101200068,banuri,"('نماز', 'salat')","('مکروہاتِ نماز', 'makrohat-e-namaz')","('مکروہات نماز', 'makrohat-e-namaz')"
01-01-2010,https://www.banuri.edu.pk/readquestion/biwi-k-liye-bhai-jaisay-alfaz-k-istemal-ka-hukum/01-01-2010,بیوی کے لیے بھئ  جیسے الفاظ کے استعمال کا حکم,میرا سوال یہ ہے کہ آج کل لوگ دوران گفتگو ایک دوسرے کو لفظ بھئ سے پکارتے ہیں مثلا کہتے ہیں کہ دیکھو بھئی یہ کام ایسا ہےوrlmغیرہ ۔ تو اگر بیوی سےگفتگو کرتے ہوئے وہ اس کو بھی بھئ مخاطب کرےعادوت کی وجہ سے صرف تو کیا اس سے نکاح پر کوئی فرق پڑتا ہے۔,<p>صورت مسئولہ میں اپنی بیوی کو بھئ کہہ کر مخاطب کرنے سے نکاح پر کوئی اثر نہیں پڑتاکیونکہ اس لفظ سے حقیقی بھائی مراد نہیں ہوتا،لیکن اس لفظ کے ساتھ بیوی کو مخاطب کرنے سے پرہیز کرنا چاہئے اس لیے کہ حدیث میں اس کی ممانعت آئی ہے،لہٰذااس عادت کی اصلاح ضروری ہے ۔ فتاویٰ شامی ،۳،۰۷۴،ط،سعید فقط واللہ اعلم</p>,143101200324,banuri,"('طلاق', 'talaaq')","('وقوع طلاق وعدم وقوع طلاق', 'wuqoo-e-talaq-o-adme-wuqoo-e-talaq')","('طلاق - وقوع اور عدم وقوع', 'talaq-wuqo-or-adm-e-wuqo')"
01-01-2010,https://www.banuri.edu.pk/readquestion/mian-biwi-ka-humbistri-ke-doran-gher-fitri-afaal-ka-irtikab/01-01-2010,میاں بیوی کا ہمبستری کے دوران غیر فطری افعال کا ارتکاب,میرا سوال یہ ہےکہ آج کل لوگ بیویوں کےساتھ مباشرت کرتے ہوئے بہت ساری باتوں کاخیال نہیں کرتے، ان میں چوسناوغیرہ ہے یعنی ایک دوسرے کے جنسی اعضاء کوچوسنا اورچاٹنا اس کام کو بہت کررہے ہیں، برائے مہربانی اسلامی نقطہ نگاہ سے اس بارے میں روشنی ڈالیےتاکہ ہم لوگ اس سے آگاہ ہوسکیں۔,<p>واضح رہےکہ شریعت مطہرہ نےمردوعورت کوفطری طریقے سے ایک دوسرے کے ساتھ اپنی جنسی خواہش کی تکمیل کی تواجازت دی ہے لیکن جوطریقہ غیرفطری ہواورغیر فطری ہونے کے علاوہ مغربی بےہودگی وبےحیائی کاحصہ ہوتوایسے بےحیائی والے کام کی شریعت مطہرہ کے ماننےوالوں کے لیے قطعاًاجازت نہیں ہے۔ بےحیائی کے ان کاموں میں سے میاں بیوی کا ایک دوسرے کی شرمگاہ کواپنی زبان سےچاٹنا،چوسنا اورمنہ میں لیناہے۔ یہ انتہائی قبیح اوربدترین عمل ہے اورناجائزہے، جس کی جتنی مذمت کی جائےکم ہے،سخت گری ہوئی اورگندی حرکت ہے اورجانوروں کا عمل ہے۔ انسان کواللہ نےاشرف المخلوقات بنایاہے اورمسلمان اسی زبان سے اللہ اوراس کے رسول صلی اللہ علیہ وسلم کا نام لیتے ہیں اورقرآن کی تلاوت کرتے ہیںتواس پاکیزہ زبان کو اس قسم کی جگہ پراستعمال کرنا کتنی غلط اورنیچ حرکت ہےیہ ظاہرہے لہٰذا اس سے سخت اجتناب کرناہرحال میں لازم ہے۔ فقط واللہ اعلم</p>,143101200580,banuri,"('حقوق و آدابِ معاشرت', 'huqooq-muashret')","('اَخلاقیات', 'akhlaaqiyaat')","('شرم و حیاء', 'sharm-o-haya')"
01-01-2010,https://www.banuri.edu.pk/readquestion/kursi-per-beth-ker-namaz-parhnay-ki-sorat-may-samnay-onchi-mayz-per-sajda-karne-ka-hukum/01-01-2010,کرسی پربیٹھ کرنمازپڑھنے کی صورت میں سامنے اونچی میز پر سجدہ کرنے کا حکم,میری والدہ زمین پرسجدہ نہیں کرسکتیں اورکرسی پرنمازپڑھتی ہیں ابھی میری والدہ کسی پر نمازپڑھتے ہوئے قیام نہیں کرتی اورسامنے میزپرسجدہ کرتی ہیں۔ میزکرسی سے تقریباً 11سے 13 انچ بڑی ہے۔بتائیے گاکہ میری والدہ کاقیام نہ کرنااور میزپرسجدہ کرنا درست ہے یا نہیں ؟,<p>سجدہ پر قدرت نہ ہونے کی وجہ سے قیام ساقط ہے ، بہتر یہ ہے کہ آپ کی والدہ زمین پر بیٹھ کر ہی نماز پڑھ لیا کریں ۔ سجدہ سرکو جھکا کر اشارے سے کرلیا کریں ،سجدہ کرنے کے لیے تکیہ ،میز وغیرہ کا ہونا کوئی ضروری نہیں ہے،اگر زمین پر بیٹھ کر نماز نہیں پڑھ سکتیں توپھر کرسی پر بیٹھ کر نماز پڑھنا جائز ہے۔ سجدہ کے لیے میز کا ہونا ضروری نہیں ، میز نہ ہو تو بہتر ہے تاکہ جس قدر جھکنا ممکن ہو اس قدر جھک جایا کریں۔ فقط واللہ اعلم</p>,143101200069,banuri,"('نماز', 'salat')","('مریض کی نماز', 'mareez-ki-namaz')","('مریض کی نماز', 'mareez-ki-namaz')"
