issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,category_level_1,category_level_2
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/147128,”قصاص “نام رکھنا؟,کیا میں ”قصاص “نام رکھ سکتاہوں؟براہ کرم، اس بارے میں وضاحت فرمائیں اور اپنی رائے بھی دیں۔,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa ID: 281-212/D=3/1438</span></p><p dir=""RTL"">
	&nbsp;</p><p dir=""RTL"">
	نام کے لیے یہ لفظ مناسب نہیں اس کے معنی ہیں گناہ کی سزا بدلہ۔</p><p dir=""RTL"">
	حضرات صحابہٴ کرام ، انبیاء علیہم الصلاة والسلام اور بزگانِ دین کے ناموں میں سے کوئی نام رکھ لیں مثلاً ادریس، حسان، عبدالقادر وغیرہ۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",147128,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/146942,محمد مہجع مبارک نام رکھنا؟,"میرا نام مبارک خان ہے میں اپنے ہونے والے بچے کا نام \""محمد مھجع مبارک\"" رکھنا چاہتا ہوں -\ 1ایسا نام رکھنا کیسا ہے ؟2.لفظ مھجع کے معنی کیا ہیں؟\کیا واقعتاً حضرت رضی اللہ عنہ جنگ بدر میں شہید ہونے والے پھلے صحابی ہیں؟4.میرے ہونے والے بچے کے حق میں دعائے خیر فرمائیں۔","<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa ID: 272-236/H=3/1438</span></p><p dir=""RTL"">
	&nbsp;</p><p dir=""RTL"">
	(۱) رکھ سکتے ہیں۔</p><p dir=""RTL"">
	(۲) لفظ مِہْجَعْ کے معنی سب سے قریب ہونے والا بھی ہیں پس اس معنی کے لحاظ سے محمد مہجع مبارک نام تجویز کرلینا درست ہے۔</p><p dir=""RTL"">
	(۳) کتبِ تواریخ میں اس کی صراحت ملتی ہے کہ حضرت مہجع رضی اللہ تعالیٰ عنہ یوم بدر میں شہید ہونے والوں میں سے پہلے صحابی ہیں۔</p><p dir=""RTL"">
	(۴) اللہ پاک اُس کو سعادت دارین سے نوازے خوشگوار زندگی عطاء کرے ہر خیر سے مالا مال فرمائے او ہر شر سے محفوظ رکھے علم و عمل سے ہمیشہ نواز کر مکارہ سے حفاظت فرمائے۔ آمین</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",146942,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/146904,آیرہ نام ركھنا كیسا ہے؟,میں یہ جاننا چاہتاہوں کہ لڑکی کے لیے ”آیرہ “(Airah)اچھانام ہے؟یہ نام بہت سار ی ویب سائٹوں میں مسلم نام کی فہرست میں ہے اور اس کے معنی ہے” شریف“،” محترم“۔ کیا ہم آیرہ احمد نام رکھ سکتے ہیں؟جزاک اللہ,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa ID: 316-302/M=3/1438</span></p><p dir=""RTL"">
	&nbsp;</p><p dir=""RTL"">
	آیرہ کا معنی ہمیں کتب لغت میں نہیں مل سکا آپ نے مسلم ویب سائٹ سے جو معنی نقل کیا ہے اس کی صحت و معتبریت کی تحقیق نہیں بہتر یہ ہے کہ لڑکی کا نام ازواج مطہرات و صحابیات کے نام پر رکھیں جیسے خدیجہ، عائشہ، میمونہ، زینب، صفیہ، خنساء، عاتکہ، وغیرہا ان میں سے کوئی نام تجویز کرلیں ۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",146904,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/146877,لڑکے کا ” صلاح الدین“اور لڑکی کا افیدہ نام کیسا ہے؟,الحمد للہ، میرے چھوٹے بھائی کو جڑواں بچے پیدا ہوئے ہیں(ایک لڑکا اور ایک لڑکی) ہم نے لڑکے لیے نام ” صلاح الدین“اور لڑکی کے لیے افیدہ (AFIDA) یا تبشیرہ(TABSIRA ) رکھاہے۔ براہ کرم، ان ناموں کے معنی بتائیں۔ نیز مشورہ دیں کہ کیا یہ نام اسلامی نقطہ نظر سے درست ہیں؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa ID: 329-339/L=4/1438</span></p><p dir=""RTL"">
	لڑکے کے لیے ”صلاح الدین“ نام رکھنا درست ہے، صلاح الدین کے معنی ہیں دین کی اصلاح کرنے والا اور لڑکی کا نام تبشیرا کے بجائے مبشرہ رکھ دیں جس کے معنی ہیں جس کے معنی ہیں خوش خبری سنانے والی، ”افیدہ“ بظاہر بے معنی لفظ ہے۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",146877,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/146851,لڑكوں كے پندرہ بیس نام تجویز فرمائیں,براہ کرم، لڑکے کے نام کے لیے 15-20نام تجویز فرمائیں، نیز نام ” محمد زین “ کے بارے میں مشورہ دیں اوراس کے معنی بتائیں۔,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa ID: 315-301/M=3/1438</span></p><p dir=""RTL"">
	&nbsp;</p><p dir=""RTL"">
	(۱) ابراہیم ، اسماعیل، اسحاق، یوسف ، شعیب، یعقوب،صالح، سلیمان، داوٴد، شمویل، حسن ، حسین، معاویہ، سفیان، ابوذر ، بلال، سعید، رشید، عبدالرحمن۔</p><p dir=""RTL"">
	(۲) ”محمد زین“ نام رکھ سکتے ہیں زین کے معنی زینت، خوبصورتی۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",146851,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/146850,محمد زین نام كیسا ہے؟,ہم نے لڑکے کانام ” محمد زین “ رکھنے کا فیصلہ کیا ہے۔ کیا قرآن وحدیث کے مطابق یہ اچھا نام ہے؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa ID: 314-300/M=3/1438</span></p><p dir=""RTL"">
	&nbsp;</p><p dir=""RTL"">
	لڑکے کا نام ”محمد زین“ رکھ سکتے ہیں تاہم اچھا یہ ہے کہ زین کے بعد کچھ اضافہ کرلیں مثلاً محمد زین العابدین، یا زین الدین یا زین الاسلام وغیرہ۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",146850,deoband,متفرقات,اسلامی نام
31-Aug-2020,https://darulifta-deoband.com/home/ur/islamic-names/146836,بچہ کا نام ”عفان“ رکھنا کیسا ہے؟,بچہ کا نام ”عفان“ رکھنا کیسا ہے؟ کیا اس کی نسبت حضرت عثمان بن عفان(رض) کی طرف ہوگی؟ حضرت عثمان رضی اللہ عنہ کے والد مسلمان ہو گئے تھے؟ اگر نہیں ہوئے تو نام رکھنا ٹھیک ہے؟ بچی کانام ”انابیہ“ (anabia) رکھنا کیسا ہے؟ کچھ صحابیات کے منفرد نئے اسماء بھی بتا دیجئے۔,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa ID: 205-183/N=3/1438</span></p><p dir=""RTL"">
	&nbsp;</p><p dir=""RTL"">
	(۱): عفان، اچھا نام ہے، رکھ سکتے ہیں۔</p><p dir=""RTL"">
	&nbsp;(۲): عفان نام کے چند صحابہ (رض) ومحدثین بھی ہیں ؛ اس لیے اس نام میں کچھ حرج نہیں۔</p><p dir=""RTL"">
	(۳): بچی کا نام انابیہ کے بجائے منیبہ رکھ لیا جائے، یہ اچھا نام ہے، اس کے معنی: اللہ تعالی کی طرف رجوع کرنے والی۔</p><p dir=""RTL"">
	(۴): چند صحابیات کے نام یہ ہیں:عاتکہ، حمنہ، خولہ،صفیہ، سمیہ، سکینہ، عَمرہ، عُمیرہ، ماریہ، امیمہ، اور زنیرہ وغیرہ ۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",146836,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/146827,كیا عظیم سے پہلے ”عبد“ لگانا ضروری ہے؟,میرا نام سید عظیم احمد ہے۔ لیکن دوست کہہ رہے ہیں کہ عظیم سے پہلے ”عبد“ لگانا ضروری ہے۔ جواب دیجئے، کرم ہوگا۔,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa ID: 204-182/N=3/1438</span></p><p dir=""RTL"">
	&nbsp;</p><p dir=""RTL"">
	علی، کبیر اور رشید وغیرہ کی طرح عظیم بھی اللہ تعالی کے اسمائے مختصہ میں سے نہیں ہے؛ بلکہ اسمائے مشترکہ میں سے ہے ، ان سب اسماء کا اطلاق غیر اللہ پر بھی ہوا ہے؛ اس لیے صرف عظیم نام درست ہے، اس سے پہلے عبد لگانا ضروری نہیں (معارف القرآن ۴: ۱۳۲)۔ وجاز التسمیة بعلي ورشید من الأسماء المشترکة، ویراد في حقنا غیر ما یراد في حق اللہ تعالی(الدر المختار مع رد المحتار، کتاب الحظر والإباحة، باب الاستبراء وغیرہ، فصل فی البیع وغیرہ، ۹:۵۹۸، ط : مکتبة زکریا دیوبند)، قولہ:”وجاز التسمیة بعلي الخ“:الذي فی التاترخانیة عن السراجیة: التسمیة باسم یوجد في کتاب اللہ تعالی کالعلي والکبیر والرشید والبدیع جائزة الخ ومثلہ فی المنح عنھا، وظاھرہ الجواز ولو معرفاً بأل (رد المحتار)، العظیم: من صفات اللہ عزوجل، وھو الکبیر، وھما مترادفان الخ (تاج العروس۳۳: ۱۱۳)۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",146827,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/146705,كونسا نام اچھا ہے؟,اللہ کے فضل و کرم سے بیٹی ہوئی ہے، ہم نے اس کے لیے کچھ نام چنے ہیں ، براہ کرم ، ان ناموں کے معنی بتائیں نیز بتائیں کہ کیا یہ نام درست ہیں یا نہیں؟19نومبر 2016کو عقیقہ کا پروگرام ہے۔ عائشہ(Aasiya)، صافیہ(Safiyyah)، فرحہ(Farha)، فرزین(Farzeen) ، علیزاہ(Aleeza) ان میں سے کونسا نام زیادہ اچھا ہے؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa ID: 188-191/Sd=4/1438</span></p><p dir=""RTL"">
	&nbsp;</p><p dir=""RTL"">
	”عائشہ“ نام زیادہ اچھا ہے۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",146705,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/146702,راحت. راخت نام كے بارے میں,میری دو بہنیں ہیں، ایک کا نام .راحت. راخت ہے اور دوسری نام سمر. ثمر. ہے ، کیا یہ نام جائز ہے ؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa ID: </span>217-173<span dir=""LTR"">/SN=</span>3/1438</p><p dir=""RTL"">
	&nbsp;</p><p dir=""RTL"">
	آپ نے ایک ساتھ دو دو لفظ یعنی راحت بالحاء اور راخت بالخاء، اسی طرح ”سمر“ بالسین اور ”ثمر“ بالثاء لکھا، اب معلوم نہیں کہ ہر ایک بہن کا نام دو کلمات پر مشتمل ہے؟ یا سوال میں اس طرح مکرر لکھنے کی کوئی اور وجہ ہے؟ بہرحال ”راحت“ اور ”ثمر“ یہ دونوں نام صحیح ہیں، انہیں رکھنے میں کوئی حرج نہیں ہے؛ لیکن لفظ ”راخت“ لغت میں نہیں ملتا اسی طرح ”سمر“ کا بھی کوئی ایسا معنی نہیں ہے جو ”نام“ کے لیے موزوں ہو؛ کیوں کہ ”سَمَر“ کہتے ہیں رات میں باتیں کرنے والے کو، نیز ببول کے درخت کو بھی ”سمر“ کہا جاتا ہے۔ اور ظاہر ہے کہ یہ دونوں معنی نام کے لیے کوئی خاص موزوں نہیں ہیں؛ اس لیے ”راخت“ اور ”سَمَر“ (بالسین) نام نہ رکھا جائے تو بہتر ہے؛ باقی اگر رکھ لیا گیا تو بدلنا کوئی واجب و ضروری نہیں ہے۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",146702,deoband,متفرقات,اسلامی نام
