issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,category_level_1,category_level_2
21-Sep-2023,https://darulifta-deoband.com/home/ur/islamic-names/159908,عاقب جاوید نام کا معنی کیا ہے ؟,عاقب جاوید نام کا معنی کیا ہے ؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL""><span dir=""LTR"">Fatwa:735-616/B=7/1439</span></p><p dir=""RTL"">عاقب کا معنی ”جانشین، ولی عہد“ اور جاوید کے معنی ”دائمی“ دونوں کے معنی ”دائمی جانشین“ ہے۔ (فیروز اللغات: ۴۴۸، ط: دار الکتاب دیوبند)</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",159908,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/159804,نام کی تبدیلی,حضرت میرا نام ارشاد احمد شیخ ہے ، میرے دو بیٹے ہیں،میں نے ایک کا نام شیخ ابوبکر اور دوسرے کا نام شیخ ابوزر رکھا،لیکن مجھے کسی نے کہا کہ ان کا نام بدل دو کیونکہ نام کا صیح معنی ہونا چاہیے اور نام کا اثر بھی ہوتا ہے ۔اب مجھ پر مہربانی کرکے مجھے صحیح رہنما ئی فرما ئیں۔یا مہربانی کرکے ان کے لیے کوئی اچھا نام بتائیں ۔ شیخ ابوبکر 11 شعبان المعظم 1433۔ بروز۔ سوموار وقت۔ 5:00 شام۔ شیخ ابو زر۔ 29 شعبان المعظم 1437 بروز ۔ سوموار۔ وقت۔ 1:30 دوپہر۔ ماں کا نام ۔ رخسانہ,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa:850-731/L=7/1439</span></p><p dir=""RTL"">
	”ابوذر “ ایک جلیل القدر صحابی کا نام ہے ؛اس لیے اس نام کے بدلنے کی ضرورت نہیں ؛البتہ اس کا تلفظ ”ذال“ کے ساتھ ہے ”زا“ کے ساتھ نہیں،اس کو آپ درست کرلیں۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",159804,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/159786,سائکا نام رکھنا کیسا ہے؟ اور اس کا معنی کیا ہے؟,کیا میں اپنی بیٹی کا نام سائکا رکھ سکتا ہو اور اس نام کا مطلب کیا ہے ؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa:691-569/N=7/1439</span></p><p dir=""RTL"">
	سائکا کس زبان کا لفظ ہے اور اس کے کیا معنی ہیں؟ مجھے معلوم نہیں؛ البتہ عربی میں ایک لفظ صاعقہ آتا ہے، جس کے معنی ہیں: بجلی، بادل کی گرج ۔ یہ معنی کچھ اچھے نہیں ۔&nbsp;</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",159786,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/159510,کیا میں اپنے بیٹے کا نام محمد کبیررکھ سکتا ہوں؟,کیا میں اپنے بیٹے کا نام محمد کبیررکھ سکتا ہوں؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa:819-800/L=7/1439</span></p><p dir=""RTL"">
	لڑکے کا نام محمد کبیر رکھنے کی گنجائش ہے ؛البتہ محمد کبیر کے بجائے عبدالکبیر نام رکھنا بہتر ہے۔ وجاز التسمیة بعليّ ورشید من الأسماء المشترکة ویراد فی حقنا غیر مایراد فی حق اللہ۔تعالی۔وفی رد المحتار: التسمیة باسم یوجد فی کتاب اللہ تعالی کالعلی والکبیروالرشید والبدیع جائزة․․(شامی:۹/۵۹۸کتاب الحضر والاباحہ :باب الاستبراء :ط:زکریا دیوبند)۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",159510,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/159420,رحاب نام ركھنا كیسا ہے نیز اس كا كیا معنی ہے؟,میری منگیتر کا نام رحاب ہے ، اس کا مطلب بھی بتائیں اور یہ بھی بتائے کہ رحاب اور رہاب میں کونسا درست ہے ؟ مزید دونوں کا مطلب بتائیں؟ جزاک اللہ,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa:645-563/D=7/1439</span></p><p dir=""RTL"">
	رَحَابَ : کے معنی کشادہ، رُحَابَ: بڑی، الرُہاب: کے معنی بیماری کا خوف۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",159420,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/159338,المعز نام كیسا ہے اور اس كا املاء كیا ہے؟,"میرے دوست کا نام معیز سلیم ہے ۔ کیا اس کا یہ نام درست ہے ؟ اس کے نام کے آخر میں ""ز"" آتا ہے ""ذ"" نہیں۔ اس نام کا کیا مطلب ہے ؟ وہ اپنے نام کے متعلق فکرمند رہتا ہے ، لہذا ، اپنے آپ کو عبدالمعز کہلواتا ہے ۔ مجھے ان تینوں ناموں کے مطلب بتا دیں ""معیز"" "" معیذ"" اور ""معز""۔ ان ناموں میں عبدل کس کس کے ساتھ لگانا چاہیے اورکیا یہ ضروری ہے ؟","<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa:710-582/sd=6/1439</span></p><p dir=""RTL"">
	المعز اللہ تعالی کے اسمائے حسنی میں سے ہے ، جس کے معنی ہیں : اپنی مرضی سے عزت عطا کرنے والا ، یہ نام رکھنا صحیح نہیں ہے ؛ البتہ عبد المعز رکھ سکتے ہیں اور معیذ (ذ) کے ساتھ ، اس کے معنی ہیں : پنا ہ میں دینے والا ،اعاذہ باللہ : اللہ کی پناہ میں دینا ( القاموس الوحید ) یہ نام عبد کے بغیر بھی رکھا جاسکتا ہے اور معیز کا لفظ لغت میں ہمیں نہیں ملا ۔&nbsp;</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",159338,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/159263,محمد نام رکھنا کیسا ہے؟,حضرت، میں یہ جاننا چاہتا ہوں کہ محمد نام رکھنا کیسا ہے؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa:676-588/sd=6/1439</span></p><p dir=""RTL"">
	محمد نام رکھنا نہ صرف جائز؛ بلکہ بہتر ہے۔ قال ابن عابدین : وتفضیل التسمیة بہما محمول علی من أراد التسمي بالعبودیة، لأنہم کانوا یسمون عبد شمس وعبد الدار، فلا ینافی أن اسم محمد وأحمد أحب إلی اللہ تعالی من جمیع الأسماء، فإنہ لم یختر لنبیہ إلا ما ہو أحب إلیہ ہذا ہو الصواب ولایجوز حملہ علی الإطلاق اہ. وورد "" من ولد لہ مولود فسماہ محمدا کان ہو ومولودہ فی الجنة رواہ ابن عساکر عن أمامة رفعہ قال السیوطی: ہذا أمثل حدیث ورد فی ہذا الباب وإسنادہ حسن اہ.( الدر المختار مع رد المحتار : ۴۱۷/۶،کتاب الحظر والاباحة ،ط: دار الفکر، بیروت )&nbsp;</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",159263,deoband,متفرقات,اسلامی نام
31-Aug-2020,https://darulifta-deoband.com/home/ur/islamic-names/159217,عبادہ نام کا کیا مطلب ہوتا ہے؟,حضرت مفتی صاحب! عبادہ (Ubadah) نام کا کیا مطلب ہوتا ہے؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa:636-544/N=7/1439</span></p><p dir=""RTL"">
	عبادہ: ایک مشہور صحابی کا نام ہے اور اچھا نام ہے، اس کا معنی: ”عبادت گذار“ ہوں سکتے ہیں۔&nbsp;</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",159217,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/159193,نماز میں سورت كس ترتیب سے پڑھی جائے گی؟,مفتی صاحب! پوچھنا یہ ہے کہ کسی کو ظہر کی چار رکعات سنت پڑھنی ہے لیکن اگر وہ پہلی رکعت میں سورت ناس پڑھتا ہے تو آگے کی تین میں بھی سورت ناس پڑھے گا یا پچھلی کوئی سورتیں پڑھ سکتا ہے؟ شکریہ,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa: 612-533/D=6/1439</span></p><p dir=""RTL"">
	صورت مسئولہ میں دوسری رکعتوں میں پچھلی سورتوں سے پڑھنا شروع کریں سورہٴ ناس کا تکرار بھی کرسکتے ہیں ویکرہ الفصل بسورة قصیرة وأن یقرأ منکوسًا إلا إذا ختم فیقرأ من البقرة․․․ولا یکرہ فيا لنفل شيء من ذلک․(الدر المختار: ۲/ ۲۶۹، وہکذا في الہندیة: ۱/ ۱۳۶، ط: اتحاد)</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",159193,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/159088,فرحان نام ركھنا كیسا ہے؟,براہ کرم، مجھے بتائیں کہ کیا لڑکے کا نام” فرحان ملک“ رکھنا درست ہے؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa: 635-506/B=6/1439</span></p><p dir=""RTL"">
	درست ہے، اچھا نام ہے۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",159088,deoband,متفرقات,اسلامی نام
