issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,category_level_1,category_level_2
17-Nov-2020,https://darulifta-deoband.com/home/ur/islamic-names/600425,دَاوَر عالَم نام رکھنا کیسا ہے ؟,میرا نام بدرِ عالَم ہے ۔ ۲۵دن پہلے میرے گھر میں بیٹے کی ولادت ہوئی ہے جس کا نام سب گھر والوں نے مل کر دَاوَر عالَم تجویز کیا ہے ۔ عالَم کی نسبت والد کی نسبت سے لگائی گئی ہے ۔ میری راہ نمائی فرمائیں کہ یہ نام اپنے معنی و مفہوم اور دینی لحاظ سے رکھنا درست اور بہتر ہے یا نہیں؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:172-191/L=3/1442</p><p>&nbsp;آپ اپنے نام (بدر عالم) کی طرف نسبت کرتے ہوئے اپنے بچے کا نام داور عالم رکھنا چاہیں تو رکھ سکتے ہیں فی نفسہ اس میں کوئی حرج نہیں؛ کیونکہ یہ نام اپنے معنی ومفہوم اور شرعی اعتبار سے درست ہے ،اور اس کے معنی منصف بادشاہ کے ہیں۔ (فیروز اللغات :ص 613/ط دار الکتاب دیوبند) تاہم صورت مسؤلہ میں عبد اللہ یا عبد الرحمن یا حضرات انبیاء کرام یا صلحائے امت کے ناموں کے ہم نام لڑکے کا نام رکھنا بہتر ہوگا۔</p><p>(قولہ أحب الأسماء الخ) ہذا لفظ حدیث رواہ مسلم وأبو داود والترمذی وغیرہم عن أبن عمر مرفوعا قال المناوی و عبد اللہ :افضل مطلقا حتی من عبد الرحمن, وافضلہا بعدہما محمد ’ثم احمد ثم إبراہیم اہ ’ وقال ایضا فی موضع آخر :ویلحق بہذین الاسمین ای عبد اللہ و عبد الرحمن ما کان مثلہما کعبد الرحیم و عبد الملک وتفضیل التسمیة بہما محمول علی من اراد التسمی بالعبودیہ ’لأنہم کانوا یسمون غبد شمس وعبد الدار ’فلا ینافی ان اسم محمد واحمد احب الی اللہ تعالی من جمیع الأسماء ’فانہ لم یختر لنبیہ الا ما ہو احب الیہ ہذا ہو الصواب ولا یجوز حملہ علی الإطلاق آہ ’(الدر المختار وحاشیة ابن عابدین رد المحتار 6/418)</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",600425,deoband,متفرقات,اسلامی نام
28-Oct-2020,https://darulifta-deoband.com/home/ur/islamic-names/600420,بیٹی کا نام خدیجہ اسلم ركھنا كیسا ہے؟,میری والدہ کا نام اسلم بی بی ہے اور وہ فوت ہوچکی ہیں، میں اپنی بیٹی کا نام خدیجہ اسلم رکھنا چاہتا ہوں، کیا یہ درست نام ہے ؟ اگر نہیں تو مجھے کوئی اسلم کا ہم معانی نام بتا دیں تاکے میں خدیجہ کے آگے اس کو لاگا سکوں، میں اپنی بیٹی کے نام میں خدیجہ کے ساتھ اپنی ماں کا نام بھی شامل کرنا چاہتا ہوں۔,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:110-72/sd=3/1442</p><p>&nbsp;آپ اپنی بیٹی کا نام خدیجہ اسلم رکھ سکتے ہیں۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",600420,deoband,متفرقات,اسلامی نام
28-Oct-2020,https://darulifta-deoband.com/home/ur/islamic-names/600418,عنوان : فرزانہ حبیبی یا رضوانہ حبیبی نام کیسا ہے ؟,حضرت صاحب فرزانہ حبیبی یا رضوانہ حبیبی نام کا مینینگ کیا ہے ؟ کیا یہ سب نام رکھنا درست ہوگا؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:114-71/sd=3/1443</p><p>&nbsp;فرزانہ کے معنی ہیں: عقلمند، دانا، ہوشیار اور رضوانہ کے معنی ہیں : رضامندی ، دونوں نام رکھنا درست ہے ؛ البتہ دونوں ناموں کے ساتھ حبیبی لگانا نام کے لیے مستعمل نہیں ہے ۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",600418,deoband,متفرقات,اسلامی نام
04-Nov-2020,https://darulifta-deoband.com/home/ur/islamic-names/600414,الفیہ نام کے معنی کیاہے ؟,میرے ایک دوست کی بیٹی کا نام الفیہ ہے مجھے یہ نام اچھا نہیں لگا الفیہ نام کے معنی کیاہے ؟ کیا الفیہ نام رکھ سکتے ہیں؟ جزاک اللہ,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:111-128/sd=3/1442</p><p>&nbsp;الفیہ لفظ لغت کی کتابوں میں ہمیں نہیں ملا، کوئی دوسرا اچھا بامعنی نام رکھ لیں۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",600414,deoband,متفرقات,اسلامی نام
28-Oct-2020,https://darulifta-deoband.com/home/ur/islamic-names/600377,تیمور نام رکھنا کیسا ہے اور اس کا معنی کیا ہے ؟,تیمور نام رکھنا کیسا ہے اور اس کا معنی کیا ہے ؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:98-62/sd=3/1442</p><p>&nbsp;تیمور کے معنی ہیں: لوہا، فولاد، یہ بہادر سے کنایہ ہوتا ہے ، معنی کے اعتبار سے یہ نام رکھا جاسکتا ہے ، تاہم بہتر یہ ہے کہ انبیاء کرام اور صحابہ کرام کے مبارک ناموں میں سے کسی نام کا انتخاب کرلیا جائے ۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",600377,deoband,متفرقات,اسلامی نام
22-Oct-2020,https://darulifta-deoband.com/home/ur/islamic-names/600337,اے یا زیڈ سے شروع ہونے والے كچھ نام بتائیں,براہ کرم، لڑکے کے لیے کوئی ایسا نام بتائیں جس کی ابتداء حرف اے (A) یا زیڈ (Z) سے ہوتی ہو؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:126-59/sd=2/1442</p><p>&nbsp;ابوبکر، احسن، ارشد، زید، زاہد وغیرہ۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",600337,deoband,متفرقات,اسلامی نام
21-Oct-2020,https://darulifta-deoband.com/home/ur/islamic-names/600336,ارسلان كیا كیا معنی ہےاور ارسلان نام ركھنا كیسا ہے؟,ارسلان(ARSALAN)نا م کا مطلب کیا ہے ؟ اور یہ نام رکھ سکتے ہیں یا نہیں؟ براہ کرم، جواب دیں۔,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:75-51/sd=2/1442</p><p>&nbsp;تیمور کے معنی ہیں: لوہا، فولاد، یہ بہادر سے کنایہ ہوتا ہے ، معنی کے اعتبار سے یہ نام رکھا جاسکتا ہے ، تاہم بہتر یہ ہے کہ انبیاء کرام اور صحابہ کرام کے مبارک ناموں میں سے کسی نام کا انتخاب کرلیا جائے ۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",600336,deoband,متفرقات,اسلامی نام
12-Oct-2020,https://darulifta-deoband.com/home/ur/islamic-names/600317,پالتو جانور كا نام عبد اللہ عبد الرحمن ركھنا؟,مفتیان کرام! کیا کسی پالتو جانور مثلاً بکری، بلی، گائے وغیرہ کا نام عبد اللہ، عبد الرحمن وغیرہ رکھا جاسکتا ہے ؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:100-50/sn=2/1442</p><p>&nbsp;عبد اللہ اور عبد الرحمن کے معنی ہیں اللہ کا بندہ اور“بندہ” کا اطلاق انسان پر ہوتا ہے ، جانور پر نہیں؛ اس لیے ان ناموں کے ساتھ جانوروں کا نام نہ رکھنا چاہئے ۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",600317,deoband,متفرقات,اسلامی نام
21-Oct-2020,https://darulifta-deoband.com/home/ur/islamic-names/600243,تیمور نام رکھنا کیسا ہے ؟,سوال یہ ہے کہ... اپنے لڑکے کا نام _تیمور _ رکھنا چاہتا ہوں، کیا یہ اسلامی نام ہے ... ایک صاحب کا کہنا ہے کہ.. تیمور ایک بادشاہ کا نام تھا جس نے تعزہ داری کی ابتداء کی.... تو اگر یہ صحیح ہے کہ تیمور نامی شخص تعزیہ داری کا بانی ہے ... تو اس بنا پر تیمور نام رکھنے سے گریز کیا جائے .... برائے مہربانی... اطمینان بخش جواب عنایت فرمائیں...,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:75-51/sd=2/1442</p><p>&nbsp;تیمور کے معنی ہیں: لوہا، فولاد، یہ بہادر سے کنایہ ہوتا ہے ، معنی کے اعتبار سے یہ نام رکھا جاسکتا ہے ، تاہم بہتر یہ ہے کہ انبیاء کرام اور صحابہ کرام کے مبارک ناموں میں سے کسی نام کا انتخاب کرلیا جائے ۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",600243,deoband,متفرقات,اسلامی نام
05-Oct-2020,https://darulifta-deoband.com/home/ur/islamic-names/600230,لڑكی كے لیے چند نام,کوئی اچھا سا نام نام فرمائیں آئی لڑکی کے لئے ۔,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 122-71/B=02/1442</p><p>&nbsp;فرزانہ، فرحانہ، حَمثَہ، عَذراء، اُمَیْمہ ، ہادیہ ، اُم اَیمن، اُم حبیبہ ، اُم سلمہ ، عَزَالہ ، حلیمہ ، خدیجہ ۔</p><p>اوپر ۱۲/ نام لکھ دئے ہیں ۔ ان میں سے جو نام پسند آئے منتخب فرمالیں۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",600230,deoband,متفرقات,اسلامی نام
